CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,424.45,354.0,4.79
105,240,410.74,331.8,4.63
105,220,408.74,343.0,4.62
105,200,404.48,343.45,4.57
105,180,404.78,342.07,4.58
105,160,405.78,342.1,4.59
105,140,401.55,331.02,4.52
105,120,406.33,342.44,4.58
105,100,406.18,330.55,4.58
100,260,429.52,375.39,5.07
100,240,393.98,342.29,4.66
100,220,394.1,342.39,4.67
100,200,390.12,331.56,4.61
100,180,394.97,343.32,4.68
100,160,391.79,344.1,4.63
100,140,390.09,343.53,4.62
100,120,389.36,332.11,4.6
100,100,390.37,343.64,4.61
95,260,376.16,343.47,4.69
95,240,377.05,356.77,4.7
95,220,376.3,343.7,4.69
95,200,386.96,359.7,4.89
95,180,376.6,344.97,4.68
95,160,374.73,344.94,4.66
95,140,406.07,376.07,5.06
95,120,414.93,376.22,5.16
95,100,413.77,376.59,5.14
90,260,365.66,343.93,4.77
90,240,371.04,355.51,4.87
90,220,373.65,354.22,4.9
90,200,435.2,425.67,5.71
90,180,367.41,355.06,4.8
90,160,395.56,377.18,5.18
90,140,369.1,356.68,4.83
90,120,453.6,432.6,5.91
90,100,367.42,355.36,4.81
85,260,399.5,391.84,5.4
85,240,370.67,377.78,5.11
85,220,387.99,398.97,5.39
85,200,383.52,397.8,5.31
85,180,393.66,410.46,5.46
85,160,400.61,399.77,5.4
85,140,397.82,409.44,5.52
85,120,375.26,388.63,5.22
85,100,398.59,410.01,5.51
80,260,374.46,411.8,5.52
80,240,400.96,413.3,5.68
80,220,376.34,412.35,5.55
80,200,380.64,410.82,5.6
80,180,388.73,421.5,5.71
80,160,384.73,421.57,5.65
80,140,378.19,410.76,5.56
80,120,380.97,423.36,5.62
80,100,382.81,421.01,5.62
75,260,393.04,444.07,6.13
75,240,410.19,467.19,6.4
75,220,391.22,454.34,6.12
75,200,398.22,455.84,6.23
75,180,388.2,442.57,6.06
75,160,390.26,445.7,6.1
75,140,401.39,467.6,6.29
75,120,390.49,443.43,6.1
75,100,389.41,445.27,6.08
70,260,409.95,501.03,6.83
70,240,412.41,499.26,6.86
70,220,470.93,571.03,7.68
70,200,475.78,578.19,7.84
70,180,429.39,519.25,7.15
70,160,411.24,497.76,6.85
70,140,410.79,499.57,6.86
70,120,410.71,500.8,6.84
70,100,410.3,499.31,6.83
65,260,507.71,651.33,8.81
65,240,517.72,661.18,8.98
65,220,481.07,581.15,8.05
65,200,513.42,651.46,8.88
65,180,529.0,672.16,9.29
65,160,515.9,660.38,8.94
65,140,521.18,659.56,9.02
65,120,509.7,627.03,8.65
65,100,512.09,650.37,8.88
105,260,405.3,341.67,4.58
105,240,393.13,331.16,4.48
105,220,404.58,330.72,4.56
105,200,416.01,341.65,4.7
105,180,402.56,332.07,4.54
105,160,408.39,353.22,4.66
105,140,406.98,343.56,4.59
105,120,416.42,354.13,4.69
105,100,404.4,342.11,4.63
100,260,395.76,342.4,4.69
100,240,397.82,354.54,4.7
100,220,391.73,343.3,4.63
100,200,385.26,332.15,4.55
100,180,384.77,333.04,4.54
100,160,409.47,353.89,4.83
100,140,391.16,343.68,4.63
100,120,434.7,387.27,5.12
100,100,428.11,375.54,5.07
95,260,379.15,342.66,4.71
95,240,373.88,342.54,4.65
95,220,372.3,344.11,4.63
95,200,376.32,342.69,4.68
95,180,374.5,343.68,4.64
95,160,380.0,343.59,4.74
95,140,385.07,354.17,4.79
95,120,386.64,354.33,4.81
95,100,376.71,344.07,4.69
90,260,391.55,376.44,5.13
90,240,370.47,354.89,4.85
90,220,372.51,355.91,4.88
90,200,369.65,344.33,4.83
90,180,381.2,366.28,4.98
90,160,379.31,366.01,4.96
90,140,386.61,376.71,5.06
90,120,435.24,425.45,5.67
90,100,375.89,354.38,4.92
85,260,382.02,387.32,5.35
85,240,438.01,447.09,6.03
85,220,379.43,387.09,5.25
85,200,380.79,388.12,5.25
85,180,385.17,386.65,5.3
85,160,378.76,387.32,5.28
85,140,389.31,399.15,5.4
85,120,398.8,408.56,5.51
85,100,425.53,435.53,5.83
80,260,385.93,411.17,5.69
80,240,379.86,411.21,5.6
80,220,385.16,421.67,5.69
80,200,387.54,400.99,5.48
80,180,378.5,408.4,5.57
80,160,384.41,410.8,5.67
80,140,388.56,419.93,5.74
80,120,391.27,401.75,5.57
80,100,383.25,421.03,5.65
75,260,384.08,412.85,5.74
75,240,393.55,455.63,6.15
