CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,60.58638024330139
65,120,60.30304837226868
65,140,60.347774505615234
65,160,60.36758351325989
65,180,60.01116704940796
65,200,59.831894636154175
65,220,59.84704518318176
65,240,59.48327851295471
65,260,59.9530611038208
70,100,52.637425661087036
70,120,54.9792594909668
70,140,53.394912242889404
70,160,53.71479105949402
70,180,54.53404879570007
70,200,54.253976583480835
70,220,54.460800647735596
70,240,54.530473709106445
70,260,54.51959466934204
75,100,47.039615631103516
75,120,51.40426421165466
75,140,50.4134738445282
75,160,51.61362814903259
75,180,47.76546812057495
75,200,50.708256483078
75,220,49.9510223865509
75,240,52.53770923614502
75,260,45.48768091201782
80,100,42.535269260406494
80,120,41.868082761764526
80,140,42.41323375701904
80,160,43.1559522151947
80,180,42.51418662071228
80,200,42.50243425369263
80,220,42.65695905685425
80,240,42.20572113990784
80,260,41.904215574264526
85,100,41.312188148498535
85,120,41.529897689819336
85,140,40.92370963096619
85,160,41.531858682632446
85,180,41.3211944103241
85,200,41.55852437019348
85,220,41.90515851974487
85,240,42.015265703201294
85,260,41.5916588306427
90,100,43.84559106826782
90,120,42.62525701522827
90,140,43.87913250923157
90,160,43.483701944351196
90,180,43.74910593032837
90,200,44.22683119773865
90,220,44.88622212409973
90,240,44.335604429244995
90,260,45.37450122833252
95,100,45.59634494781494
95,120,46.09628868103027
95,140,46.04067039489746
95,160,46.17622137069702
95,180,45.64475679397583
95,200,44.33401417732239
95,220,46.37368607521057
95,240,46.43919563293457
95,260,45.20848989486694
100,100,41.51701998710632
100,120,40.468159675598145
100,140,40.81477761268616
100,160,39.950949907302856
100,180,42.517147064208984
100,200,36.50152373313904
100,220,36.45238947868347
100,240,38.599387407302856
100,260,41.032986879348755
105,100,38.93280029296875
105,120,38.42077851295471
105,140,35.1871235370636
105,160,39.73792576789856
105,180,39.94971466064453
105,200,38.88758635520935
105,220,38.65551996231079
105,240,38.48480176925659
105,260,38.737385272979736
110,100,34.45860981941223
110,120,34.29793095588684
110,140,34.484880208969116
110,160,34.3571891784668
110,180,34.29296898841858
110,200,34.594945192337036
110,220,34.455958127975464
110,240,35.167651891708374
110,260,34.39392828941345
115,100,33.900479555130005
115,120,33.76247549057007
115,140,33.71218156814575
115,160,33.69720458984375
115,180,33.655970335006714
115,200,33.616331815719604
115,220,33.628644943237305
115,240,33.67258977890015
115,260,33.621192932128906
120,100,33.43499803543091
120,120,33.358750343322754
120,140,33.21927213668823
120,160,33.27350163459778
120,180,33.176515102386475
120,200,33.24759268760681
120,220,33.22539567947388
120,240,33.21297788619995
120,260,33.21933555603027
125,100,33.521700382232666
125,120,33.33598279953003
125,140,33.34168004989624
125,160,33.256887912750244
125,180,33.26160025596619
125,200,33.2528510093689
125,220,33.14175891876221
125,240,33.1349401473999
125,260,33.19192671775818
