CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,36.67026901245117
65,120,33.1362030506134
65,140,31.68841242790222
65,160,31.04172992706299
65,180,30.505080461502075
65,200,30.294434547424316
65,220,30.595453023910522
65,240,29.937944889068604
65,260,30.00557279586792
70,100,35.626182079315186
70,120,32.025076389312744
70,140,32.47146534919739
70,160,28.8175687789917
70,180,28.33292055130005
70,200,27.532031536102295
70,220,28.3491792678833
70,240,28.756659507751465
70,260,29.91450333595276
75,100,34.029595613479614
75,120,28.887726545333862
75,140,28.437204122543335
75,160,27.00797748565674
75,180,28.743537664413452
75,200,26.655823707580566
75,220,28.205418586730957
75,240,27.17820644378662
75,260,25.088037729263306
80,100,31.359330415725708
80,120,27.855098724365234
80,140,26.410109519958496
80,160,25.132888555526733
80,180,25.168468475341797
80,200,24.526276350021362
80,220,24.31787943840027
80,240,24.644428491592407
80,260,24.31173539161682
85,100,32.25105142593384
85,120,27.397359609603882
85,140,25.32960057258606
85,160,25.097819328308105
85,180,24.434442043304443
85,200,24.963364362716675
85,220,24.260610818862915
85,240,24.274648427963257
85,260,23.95246410369873
90,100,33.48492956161499
90,120,27.81876564025879
90,140,26.945183753967285
90,160,25.719091653823853
90,180,25.7960262298584
90,200,24.289283275604248
90,220,25.619526386260986
90,240,25.402019739151
90,260,24.07714033126831
95,100,32.638083696365356
95,120,27.85310935974121
95,140,27.587267637252808
95,160,26.505839824676514
95,180,26.160000324249268
95,200,24.701216220855713
95,220,24.625216245651245
95,240,25.02184295654297
95,260,25.239166021347046
100,100,30.656562328338623
100,120,25.59502077102661
100,140,25.06452202796936
100,160,24.389010906219482
100,180,24.870736122131348
100,200,22.497403383255005
100,220,22.37304186820984
100,240,23.334476709365845
100,260,23.8208966255188
105,100,29.198854207992554
105,120,25.179110765457153
105,140,23.815304040908813
105,160,22.670621871948242
105,180,22.166439056396484
105,200,22.038839101791382
105,220,21.753974676132202
105,240,22.534015655517578
105,260,21.560932397842407
110,100,29.1652193069458
110,120,25.06993007659912
110,140,23.564621686935425
110,160,23.04696488380432
110,180,21.965657234191895
110,200,21.778552055358887
110,220,21.67135262489319
110,240,21.68448519706726
110,260,21.47249960899353
115,100,29.074329376220703
115,120,24.866692304611206
115,140,23.27397632598877
115,160,22.431659936904907
115,180,21.87158226966858
115,200,21.60219717025757
115,220,21.41950273513794
115,240,21.427459955215454
115,260,21.19041419029236
120,100,29.198991775512695
120,120,24.732243299484253
120,140,23.108011484146118
120,160,22.30285620689392
120,180,21.739824295043945
120,200,21.45848250389099
120,220,21.330788612365723
120,240,21.25209403038025
120,260,21.107030868530273
125,100,29.03714942932129
125,120,24.751952648162842
125,140,23.106098890304565
125,160,22.296586275100708
125,180,21.7457332611084
125,200,21.452270030975342
125,220,21.312506675720215
125,240,21.171620845794678
125,260,21.15988039970398
