CPU Cap (W),GPU Cap (W),Runtime (s)
65,100,82.30289840698242
65,120,81.98158597946167
65,140,81.78056693077087
65,160,82.30825757980347
65,180,81.90530824661255
65,200,81.37597966194153
65,220,81.51965975761414
65,240,81.97489666938782
65,260,81.76662731170654
70,100,70.17952561378479
70,120,69.59169030189514
70,140,70.19177961349487
70,160,69.78345656394958
70,180,68.44702005386353
70,200,70.03460884094238
70,220,70.3495876789093
70,240,68.34477090835571
70,260,68.75606799125671
75,100,60.748541593551636
75,120,65.33557510375977
75,140,64.0881769657135
75,160,60.107595682144165
75,180,62.63697528839111
75,200,64.54104685783386
75,220,61.073267698287964
75,240,61.2829475402832
75,260,63.17598366737366
80,100,58.6948504447937
80,120,58.39216375350952
80,140,57.94175982475281
80,160,63.17326378822327
80,180,57.9154486656189
80,200,57.38823318481445
80,220,58.30767297744751
80,240,57.84563088417053
80,260,57.741905212402344
85,100,62.053709506988525
85,120,62.55772829055786
85,140,62.88264322280884
85,160,63.1661102771759
85,180,63.18272089958191
85,200,60.801746129989624
85,220,62.46670484542847
85,240,62.48420190811157
85,260,60.245797872543335
90,100,58.28750920295715
90,120,59.45008206367493
90,140,60.16309833526611
90,160,58.18390870094299
90,180,58.65673470497131
90,200,58.539849519729614
90,220,59.32074189186096
90,240,60.485300064086914
90,260,60.732744455337524
95,100,49.41636872291565
95,120,52.84360313415527
95,140,57.39987635612488
95,160,53.481940507888794
95,180,50.46609330177307
95,200,55.205652475357056
95,220,51.793994188308716
95,240,55.363996267318726
95,260,53.46356201171875
100,100,50.94004821777344
100,120,49.67685317993164
100,140,50.53732347488403
100,160,49.564552545547485
100,180,50.12290143966675
100,200,50.43015241622925
100,220,49.8725311756134
100,240,49.64902329444885
100,260,50.0899224281311
105,100,46.35225319862366
105,120,46.23503541946411
105,140,46.81989502906799
105,160,46.671393632888794
105,180,46.74835419654846
105,200,46.207475900650024
105,220,46.67586636543274
105,240,46.42398285865784
105,260,46.163512229919434
110,100,46.89580535888672
110,120,48.19911575317383
110,140,47.3369038105011
110,160,47.89382791519165
110,180,46.28087639808655
110,200,46.90087056159973
110,220,45.409789085388184
110,240,46.739912271499634
110,260,45.60652780532837
115,100,44.839423179626465
115,120,45.07595610618591
115,140,44.761369943618774
115,160,44.75119924545288
115,180,44.8996422290802
115,200,44.715871810913086
115,220,44.76844930648804
115,240,44.871336221694946
115,260,44.83551263809204
120,100,46.76369047164917
120,120,44.363481521606445
120,140,44.381415367126465
120,160,44.42393970489502
120,180,44.345322608947754
120,200,44.36772012710571
120,220,44.35025668144226
120,240,44.48434090614319
120,260,44.75215983390808
125,100,44.707754135131836
125,120,44.45906090736389
125,140,45.11504864692688
125,160,44.50103497505188
125,180,44.51172208786011
125,200,45.03658199310303
125,220,44.482343435287476
125,240,44.489023208618164
125,260,44.51704931259155
