CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,947.64,857.32,10.71
105,240,980.9,882.05,11.06
105,220,915.34,808.18,10.34
105,200,891.37,793.37,10.06
105,180,958.81,844.51,10.83
105,160,1038.82,909.81,11.75
105,140,911.83,798.49,10.29
105,120,969.72,850.55,10.95
105,100,931.49,819.92,10.65
100,260,937.54,847.4,11.08
100,240,1041.59,957.52,12.32
100,220,971.69,864.58,11.5
100,200,1089.1,980.75,12.86
100,180,1021.44,914.93,12.07
100,160,1028.09,912.98,12.27
100,140,1028.98,920.72,12.19
100,120,1040.64,925.24,12.43
100,100,1004.8,888.72,11.9
95,260,878.43,816.36,10.85
95,240,878.4,826.32,11.04
95,220,862.57,806.41,10.7
95,200,913.02,851.08,11.34
95,180,833.35,774.01,10.33
95,160,861.29,794.75,10.66
95,140,860.78,805.28,10.65
95,120,901.34,848.12,11.36
95,100,916.24,857.61,11.38
90,260,979.32,965.19,12.81
90,240,977.58,964.63,12.78
90,220,988.67,965.12,12.9
90,200,986.36,964.26,12.85
90,180,936.06,921.41,12.22
90,160,950.95,921.99,12.35
90,140,955.19,935.57,12.47
90,120,949.97,934.91,12.41
90,100,991.46,976.93,13.0
85,260,910.53,944.1,12.51
85,240,920.7,958.02,12.68
85,220,916.66,941.41,12.61
85,200,917.65,953.1,12.66
85,180,953.08,988.05,13.09
85,160,928.57,962.33,12.79
85,140,934.3,963.0,12.85
85,120,938.69,974.36,12.93
85,100,962.99,994.16,13.26
80,260,949.14,1065.0,14.13
80,240,932.9,1041.38,13.87
80,220,908.54,1009.43,13.47
80,200,933.39,1043.72,13.9
80,180,880.69,969.42,13.0
80,160,955.22,1075.09,14.25
80,140,838.16,921.36,12.28
80,120,1032.28,1117.04,14.87
80,100,896.17,1000.74,13.27
75,260,940.46,1132.54,15.09
75,240,943.14,1134.12,15.14
75,220,946.68,1145.13,15.24
75,200,915.89,1103.0,14.66
75,180,949.61,1148.6,15.2
75,160,943.59,1141.94,15.12
75,140,940.31,1134.23,15.11
75,120,939.64,1137.61,15.07
75,100,937.57,1135.63,15.08
70,260,1005.12,1270.28,16.79
70,240,1003.38,1256.64,16.79
70,220,976.49,1218.62,16.27
70,200,1014.18,1276.25,16.98
70,180,1002.51,1266.52,16.79
70,160,1003.51,1253.79,16.78
70,140,1009.63,1264.88,16.9
70,120,997.51,1253.93,16.66
70,100,994.12,1246.92,16.61
65,260,930.95,1158.99,15.58
65,240,1097.23,1415.72,18.88
65,220,1102.87,1420.68,18.98
65,200,1095.02,1413.3,18.85
65,180,1102.44,1419.26,18.98
65,160,1104.85,1426.63,19.0
65,140,948.18,1189.29,15.91
65,120,1102.29,1424.35,18.96
65,100,1107.61,1425.95,19.04
105,260,924.38,834.11,10.43
105,240,858.9,770.76,9.7
105,220,987.9,890.11,11.18
105,200,914.91,807.3,10.34
105,180,925.1,814.12,10.46
105,160,939.66,822.39,10.61
105,140,1028.25,908.09,11.63
105,120,1014.33,894.99,11.57
105,100,907.62,795.1,10.26
100,260,1010.5,937.05,11.97
100,240,985.03,903.59,11.67
100,220,1007.81,920.79,11.95
100,200,1096.16,997.19,12.92
100,180,1019.0,942.04,12.09
100,160,992.15,895.49,11.72
100,140,989.17,908.51,11.73
100,120,1036.51,940.66,12.27
100,100,1034.62,949.86,12.26
95,260,849.08,795.17,10.54
95,240,972.5,912.04,12.08
