Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 21:16:25,232.068,201.35,433.418
2024-09-18 21:16:25,277.736,209.045,486.781
2024-09-18 21:16:25,21.104,23.8547,44.9587
2024-09-18 21:16:25,85.3551,76.9939,162.349
2024-09-18 21:16:26,1069.82,804.209,1874.02
2024-09-18 21:16:26,62.3653,36.31,98.6753
2024-09-18 21:16:26,897.424,652.684,1550.11
2024-09-18 21:16:26,272.285,223.369,495.654
2024-09-18 21:16:26,288.573,228.781,517.354
2024-09-18 21:16:26,312.729,251.908,564.637
2024-09-18 21:16:26,303.616,249.503,553.119
2024-09-18 21:16:26,281.62,228.448,510.068
2024-09-18 21:16:26,279.806,223.521,503.328
2024-09-18 21:16:27,375.053,300.171,675.224
2024-09-18 21:16:27,330.928,267.817,598.745
2024-09-18 21:16:27,271.241,219.331,490.571
2024-09-18 21:16:27,273.654,219.995,493.649
2024-09-18 21:16:27,307.154,249.457,556.611
2024-09-18 21:16:27,346.577,277.183,623.761
2024-09-18 21:16:27,277.797,228.035,505.832
2024-09-18 21:16:27,320.979,261.828,582.807
2024-09-18 21:16:27,276.429,224.188,500.617
2024-09-18 21:16:27,274.408,222.042,496.45
2024-09-18 21:16:28,307.149,247.982,555.131
2024-09-18 21:16:28,276.218,226.234,502.452
2024-09-18 21:16:28,270.501,217.45,487.951
2024-09-18 21:16:28,295.946,242.326,538.272
2024-09-18 21:16:28,283.467,229.778,513.246
2024-09-18 21:16:28,323.607,271.185,594.792
2024-09-18 21:16:28,305.844,244.281,550.126
2024-09-18 21:16:28,282.918,229.95,512.868
2024-09-18 21:16:28,270.997,218.419,489.416
2024-09-18 21:16:29,281.805,227.613,509.417
2024-09-18 21:16:29,305.599,243.476,549.076
2024-09-18 21:16:29,270.767,218.538,489.305
2024-09-18 21:16:29,271.217,219.395,490.612
2024-09-18 21:16:29,306.743,251.558,558.301
2024-09-18 21:16:29,320.404,270.157,590.561
2024-09-18 21:16:29,272.809,222.043,494.852
2024-09-18 21:16:29,301.341,242.836,544.177
2024-09-18 21:16:29,275.142,222.087,497.229
2024-09-18 21:16:29,282.706,224.728,507.434
2024-09-18 21:16:30,326.495,258.397,584.892
2024-09-18 21:16:30,275.322,224.063,499.386
2024-09-18 21:16:30,286.026,232.012,518.038
2024-09-18 21:16:30,288.418,236.899,525.317
2024-09-18 21:16:30,282.666,231.043,513.709
2024-09-18 21:16:30,322.807,270.511,593.318
2024-09-18 21:16:30,286.045,233.426,519.471
2024-09-18 21:16:30,282.586,230.365,512.952
2024-09-18 21:16:30,271.638,219.746,491.384
2024-09-18 21:16:31,284.04,227.352,511.392
2024-09-18 21:16:31,348.915,275.374,624.289
2024-09-18 21:16:31,282.074,231.153,513.226
2024-09-18 21:16:31,270.147,218.086,488.233
2024-09-18 21:16:31,308.452,254.933,563.385
2024-09-18 21:16:31,314.937,260.968,575.905
2024-09-18 21:16:31,275.139,223.823,498.962
2024-09-18 21:16:31,291.484,237.87,529.353
2024-09-18 21:16:31,276.376,224.174,500.549
2024-09-18 21:16:31,273.78,221.926,495.706
2024-09-18 21:16:32,303.704,245.538,549.241
2024-09-18 21:16:32,269.152,218.229,487.381
2024-09-18 21:16:32,266.997,215.029,482.026
2024-09-18 21:16:32,288.415,234.827,523.242
2024-09-18 21:16:32,291.816,237.833,529.649
2024-09-18 21:16:32,304.721,252.682,557.403
2024-09-18 21:16:32,289.74,235.258,524.997
2024-09-18 21:16:32,279.672,225.252,504.923
2024-09-18 21:16:32,274.36,222.395,496.754
2024-09-18 21:16:33,278.906,224.709,503.615
2024-09-18 21:16:33,283.579,230.03,513.609
2024-09-18 21:16:33,269.002,216.695,485.697
2024-09-18 21:16:33,292.996,244.707,537.703
2024-09-18 21:16:33,294.513,243.884,538.396
2024-09-18 21:16:33,311.241,258.819,570.06
2024-09-18 21:16:33,266.936,214.905,481.841
2024-09-18 21:16:33,296.27,241.292,537.562
2024-09-18 21:16:33,273.27,222.429,495.699
2024-09-18 21:16:33,270.01,218.437,488.446
2024-09-18 21:16:34,300.415,241.468,541.883
2024-09-18 21:16:34,275.827,224.001,499.828
2024-09-18 21:16:34,272.242,220.884,493.126
2024-09-18 21:16:34,296.866,241.811,538.677
2024-09-18 21:16:34,280.772,226.465,507.238
2024-09-18 21:16:34,317.867,266.062,583.929
2024-09-18 21:16:34,286.047,234.108,520.156
2024-09-18 21:16:34,281.834,229.484,511.318
2024-09-18 21:16:34,271.258,219.482,490.739
2024-09-18 21:16:35,292.438,230.713,523.151
2024-09-18 21:16:35,319.259,252.17,571.43
2024-09-18 21:16:35,269.514,217.793,487.306
2024-09-18 21:16:35,269.347,217.268,486.615
2024-09-18 21:16:35,308.029,251.93,559.959
2024-09-18 21:16:35,310.6,256.899,567.499
2024-09-18 21:16:35,272.3,221.753,494.053
2024-09-18 21:16:35,292.801,238.644,531.445
2024-09-18 21:16:35,279.951,226.132,506.083
2024-09-18 21:16:35,272.936,220.287,493.223
2024-09-18 21:16:36,293.767,242.274,536.042
2024-09-18 21:16:36,278.429,228.064,506.493
2024-09-18 21:16:36,273.062,220.572,493.634
2024-09-18 21:16:36,294.516,237.844,532.36
2024-09-18 21:16:36,289.998,238.91,528.908
2024-09-18 21:16:36,316.024,263.338,579.362
2024-09-18 21:16:36,314.717,245.121,559.838
2024-09-18 21:16:36,292.265,240.799,533.064
2024-09-18 21:16:36,273.832,222.115,495.947
2024-09-18 21:16:37,270.2,218.483,488.682
2024-09-18 21:16:37,301.458,242.096,543.554
2024-09-18 21:16:37,282.107,229.666,511.773
2024-09-18 21:16:37,265.49,213.748,479.238
2024-09-18 21:16:37,285.916,232.091,518.008
2024-09-18 21:16:37,320.254,268.746,589
2024-09-18 21:16:37,272.727,220.92,493.647
2024-09-18 21:16:37,289.944,236.215,526.159
2024-09-18 21:16:37,269.647,217.802,487.449
2024-09-18 21:16:37,275.729,223.833,499.562
2024-09-18 21:16:38,291.468,238.675,530.143
2024-09-18 21:16:38,282.082,230.19,512.271
2024-09-18 21:16:38,270.199,218.632,488.83
2024-09-18 21:16:38,298.766,241.105,539.871
2024-09-18 21:16:38,272.291,220.61,492.9
2024-09-18 21:16:38,316.894,267.983,584.877
2024-09-18 21:16:38,331.057,265.641,596.698
2024-09-18 21:16:38,307.903,252.763,560.666
2024-09-18 21:16:38,267.26,215.474,482.734
2024-09-18 21:16:39,271.741,219.937,491.678
2024-09-18 21:16:39,299.743,246.026,545.769
2024-09-18 21:16:39,306.589,243.852,550.441
2024-09-18 21:16:39,269.641,217.878,487.519
2024-09-18 21:16:39,291.751,241.049,532.799
2024-09-18 21:16:39,314.413,262.251,576.664
2024-09-18 21:16:39,274.656,222.85,497.507
2024-09-18 21:16:39,301.364,246.674,548.038
2024-09-18 21:16:39,274.548,223.34,497.887
2024-09-18 21:16:40,270.445,219.91,490.355
2024-09-18 21:16:40,292.105,237.424,529.529
2024-09-18 21:16:40,278.602,225.34,503.941
2024-09-18 21:16:40,269.1,217.363,486.463
2024-09-18 21:16:40,289.584,234.907,524.491
2024-09-18 21:16:40,339.366,269.777,609.143
2024-09-18 21:16:40,299.128,247.773,546.902
2024-09-18 21:16:40,283.21,229.538,512.748
2024-09-18 21:16:40,287.729,236.85,524.578
2024-09-18 21:16:40,269.982,217.633,487.615
2024-09-18 21:16:41,270.249,218.323,488.572
2024-09-18 21:16:41,303.85,248.764,552.614
2024-09-18 21:16:41,282.575,227.169,509.744
2024-09-18 21:16:41,271.215,218.846,490.062
2024-09-18 21:16:41,291.283,238.155,529.438
2024-09-18 21:16:41,324.059,272.023,596.082
2024-09-18 21:16:41,270.577,218.51,489.087
2024-09-18 21:16:41,295.721,241.19,536.912
2024-09-18 21:16:41,274.041,222.253,496.294
2024-09-18 21:16:42,267.909,216.21,484.12
2024-09-18 21:16:42,285.709,231.811,517.52
2024-09-18 21:16:42,317.261,246.829,564.09
2024-09-18 21:16:42,269.524,217.049,486.573
2024-09-18 21:16:42,294.054,238.9,532.954
2024-09-18 21:16:42,315.639,265.822,581.461
2024-09-18 21:16:42,275.544,224.118,499.662
2024-09-18 21:16:42,283.018,230.245,513.262
2024-09-18 21:16:42,276.555,223.06,499.615
2024-09-18 21:16:42,268.636,216.207,484.843
