Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 20:04:16,778.071,717.882,1495.95
2024-09-18 20:04:16,697.085,646.706,1343.79
2024-09-18 20:04:16,2510.59,907.443,3418.03
2024-09-18 20:04:16,655.627,598.78,1254.41
2024-09-18 20:04:16,817.446,866.563,1684.01
2024-09-18 20:04:16,917.206,703.799,1621
2024-09-18 20:04:16,1690.5,1630.76,3321.26
2024-09-18 20:04:16,1947.78,1852.66,3800.44
2024-09-18 20:04:16,1977.16,1860.53,3837.7
2024-09-18 20:04:17,2050.83,1917.06,3967.89
2024-09-18 20:04:17,1893.3,1796.7,3689.99
2024-09-18 20:04:17,2159.85,2062.82,4222.67
2024-09-18 20:04:17,2121.81,2007.01,4128.82
2024-09-18 20:04:17,1962.56,1839.23,3801.79
2024-09-18 20:04:17,1970.52,1845.95,3816.47
2024-09-18 20:04:17,1990.55,1870.08,3860.63
2024-09-18 20:04:17,2026.81,1907.08,3933.89
2024-09-18 20:04:17,2026.54,1911.94,3938.48
2024-09-18 20:04:18,1953.66,1843.15,3796.81
2024-09-18 20:04:18,1998.08,1881.24,3879.32
2024-09-18 20:04:18,2065.29,1929.88,3995.17
2024-09-18 20:04:18,1928.72,1824.4,3753.11
2024-09-18 20:04:18,1921.01,1821.16,3742.17
2024-09-18 20:04:18,2039.74,1911.56,3951.3
2024-09-18 20:04:18,1964.67,1826.03,3790.7
2024-09-18 20:04:18,1990.59,1885.68,3876.27
2024-09-18 20:04:18,1908.14,1820.66,3728.8
2024-09-18 20:04:18,2008.57,1893.39,3901.96
2024-09-18 20:04:19,2071.49,1938.3,4009.8
2024-09-18 20:04:19,1970.05,1857.49,3827.53
2024-09-18 20:04:19,1986.01,1875.49,3861.51
2024-09-18 20:04:19,2125.9,2037.94,4163.84
2024-09-18 20:04:19,2022.99,1874.49,3897.48
2024-09-18 20:04:19,1994.77,1880.48,3875.25
2024-09-18 20:04:19,1965.96,1869.04,3835
2024-09-18 20:04:19,2040.12,1922.94,3963.07
2024-09-18 20:04:19,1970.27,1883.71,3853.99
2024-09-18 20:04:19,2061.18,1925.51,3986.69
2024-09-18 20:04:20,2070.41,1917.03,3987.44
2024-09-18 20:04:20,1375.81,1310.18,2685.99
2024-09-18 20:04:20,778.815,524.959,1303.77
2024-09-18 20:04:20,6158.12,3545.72,9703.83
2024-09-18 20:04:20,9133.2,4644.83,13778
2024-09-18 20:04:20,10611.2,4913.25,15524.5
2024-09-18 20:04:20,10671.1,4944.16,15615.3
2024-09-18 20:04:20,10637.4,4937.14,15574.5
2024-09-18 20:04:20,10473.6,4936.13,15409.7
2024-09-18 20:04:21,10515.9,4926.69,15442.6
2024-09-18 20:04:21,10484.1,4936.04,15420.1
2024-09-18 20:04:21,10594.9,5050.51,15645.4
2024-09-18 20:04:21,10988.8,5362.16,16350.9
2024-09-18 20:04:21,10988.8,5491,16479.8
2024-09-18 20:04:21,10870.9,5240.88,16111.8
2024-09-18 20:04:21,10846.2,5263.22,16109.5
2024-09-18 20:04:21,724.809,422.856,1147.67
2024-09-18 20:04:21,962.615,418.12,1380.73
2024-09-18 20:04:21,1294.08,961.435,2255.52
2024-09-18 20:04:22,945.332,795.494,1740.83
