Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
0.000100805,232.716,220.068,452.785
0.100686,115.164,108.064,223.228
0.200249,177.162,151.077,328.239
0.300731,170.91,132.762,303.672
0.400227,92.5479,83.2802,175.828
0.499729,127.738,103.267,231.005
0.600235,95.7728,93.3094,189.082
0.700743,40.5261,43.625,84.151
0.800254,151.582,132.475,284.058
0.899759,128.185,110.969,239.154
1.00027,84.8013,79.6147,164.416
1.10077,45.0931,50.3514,95.4445
1.20028,102.851,101.536,204.387
1.30074,79.545,82.4019,161.947
1.40126,69.2902,61.2992,130.589
1.50175,53.088,49.248,102.336
1.60125,82.631,75.4432,158.074
1.70173,62.8608,61.401,124.262
1.80221,78.8339,86.1939,165.028
1.90273,40.512,42.137,82.649
2.00224,213.092,150.012,363.104
2.10274,72.2586,67.7037,139.962
2.20321,78.5267,82.5376,161.064
2.30274,59.8891,57.4015,117.291
2.40222,66.4486,66.4896,132.938
2.50272,43.2102,46.2778,89.488
2.60325,67.9974,62.2899,130.287
2.70277,127.58,117.636,245.216
2.80228,92.5363,94.263,186.799
2.90281,56.2854,54.6112,110.897
3.0033,60.2778,55.9213,116.199
3.10278,73.4944,63.7658,137.26
3.20326,94.7347,90.9242,185.659
3.30375,63.8752,59.0406,122.916
3.40425,44.5658,45.3645,89.9302
3.50371,47.3562,43.623,90.9792
3.60417,62.6342,59.9379,122.572
3.70461,73.8867,63.3261,137.213
3.80511,99.3984,97.5085,196.907
3.90461,79.6608,68.7834,148.444
4.00511,68.1126,64.6707,132.783
4.10562,45.9206,47.6442,93.5648
4.20616,82.2176,85.0003,167.218
4.30563,86.6349,70.6739,157.309
4.4061,50.6061,49.2653,99.8714
4.5066,51.8739,53.5226,105.396
4.60611,83.5471,72.5172,156.064
4.70561,51.4259,55.001,106.427
4.80613,112.491,107.746,220.237
4.90665,103.847,91.1366,194.984
5.00626,47.8028,48.0737,95.8765
5.10575,75.9091,79.879,155.788
5.20628,133.554,124.85,258.404
5.30573,75.9454,76.4787,152.424
5.40519,101.311,76.0883,177.399
5.50571,101.439,91.017,192.456
5.60623,108.586,91.5155,200.102
5.7057,69.9171,69.6747,139.592
5.8052,100.838,105.224,206.062
5.9057,85.7594,81.001,166.76
6.00622,88.5216,88.768,177.29
6.10576,37.6217,39.7679,77.3896
6.20527,94.1728,90.0755,184.248
6.30573,75.0182,73.5469,148.565
6.40624,64.7488,65.7107,130.46
6.50575,49.4515,51.0246,100.476
6.60627,70.6925,71.6973,142.39
6.70678,65.1469,64.6118,129.759
6.8063,87.7595,96.7997,184.559
6.90576,56.3558,58.2285,114.584
7.00626,67.6,62.7078,130.308
7.10678,67.1386,69.5027,136.641
7.20628,115.043,111.128,226.171
7.30574,55.1942,51.0541,106.248
7.40625,52.9043,56.2797,109.184
7.50675,58.7686,59.9053,118.674
7.60626,120.365,123.589,243.953
7.70574,29.031,33.4022,62.4333
7.80626,107.08,105.974,213.054
7.90673,70.5811,69.9174,140.499
8.0062,56.9939,55.8861,112.88
8.10671,56.1997,55.6307,111.83
8.20721,119.829,108.868,228.698
8.3077,56.3066,61.9712,118.278
8.40721,53.8189,53.3805,107.199
8.5077,44.7469,49.1654,93.9123
8.60818,89.9648,79.7837,169.748
8.70868,84.2502,79.7139,163.964
8.80818,101.116,100.847,201.963
8.90868,56.3424,49.2909,105.633
9.00917,70.2195,63.6954,133.915
9.10967,224.678,314.044,538.723
9.20915,202.701,165.459,368.16
9.30965,29.2403,34.0973,63.3376
9.41019,115.099,99.6474,214.746
9.50968,76.7993,68.6584,145.458
9.6091,67.8438,64.1914,132.035
9.70952,50.7437,50.88,101.624
9.81002,99.1674,100.244,199.411
9.91052,48.1613,52.4211,100.582
10.01,66.6195,61.1002,127.72
10.1105,33.4202,37.2947,70.7149
10.211,71.5117,76.1971,147.709
10.3105,62.0839,59.1935,121.277
10.4101,71.9245,67.2544,139.179
10.5106,39.0266,40.8474,79.8739
10.6111,268.483,161.635,430.118
10.7106,104.895,78.6553,183.551
10.8101,97.6102,92.1504,189.761
10.9106,119.69,85.5603,205.25
11.0111,49.9226,52.5965,102.519
11.1105,91.8522,73.3843,165.236
11.211,95.8528,88.5261,184.379
11.3115,35.8675,36.6118,72.4794
11.412,59.0746,56.6662,115.741
11.5115,124.228,119.245,243.473
11.612,42.0314,49.3638,91.3952
11.7124,38.6662,40.4474,79.1136
11.8129,81.481,82.5722,164.053
11.9124,50.3014,52.2673,102.569
12.0119,57.8707,53.6288,111.5
12.1123,42.7078,38.8237,81.5315
12.2129,64.5658,70.2477,134.813
12.3123,45.335,48.8672,94.2022
12.4128,32.7917,36.2675,69.0592
12.5133,30.1811,32.7091,62.8902
12.6137,42.3507,44.777,87.1277
12.7131,54.3418,56.7783,111.12
12.8127,113.073,95.248,208.321
12.9131,49.5379,51.8758,101.414
13.0136,68.8141,61.2378,130.052
13.1141,34.7206,38.2541,72.9747
13.2136,59.607,66.4294,126.036
13.314,33.7856,35.4419,69.2275
13.4145,38.7302,39.9955,78.7258
13.514,58.1392,52.4535,110.593
13.6135,35.2294,37.9552,73.1846
13.714,81.2115,76.1037,157.315
13.8144,74.7962,80.823,155.619
13.9149,45.2787,49.9066,95.1853
14.0144,27.1866,31.2486,58.4352
14.1149,97.1322,106.052,203.185
14.2153,107.708,110.823,218.531
14.3158,47.191,49.5245,96.7155
14.4154,32.8582,36.4198,69.2781
14.516,37.616,40.7507,78.3667
14.6165,91.1008,82.8186,173.919
14.716,65.2852,65.737,131.022
14.8156,73.3677,75.0298,148.397
14.9161,80.0614,84.7667,164.828
15.0156,65.7467,70.4517,136.198
15.1151,60.7603,58.7405,119.501
15.2156,67.4048,74.3885,141.793
15.316,86.1722,74.2413,160.413
15.4156,71.9328,78.8027,150.736
15.5152,62.6426,61.6736,124.316
15.6157,84.256,80.2394,164.495
15.7153,72.1939,77.6753,149.869
15.8148,97.7888,100.889,198.678
15.9153,83.4253,61.4304,144.856
16.0158,58.1792,54.7002,112.879
16.1153,43.4696,44.8731,88.3426
16.2148,75.4662,84.6637,160.13
16.3153,40.6374,45.5328,86.1702
16.4158,41.241,46.2163,87.4573
16.5153,73.4592,72.2995,145.759
16.6158,54.3392,60.5056,114.845
16.7162,39.5059,42.8429,82.3488
16.8168,80.425,78.5984,159.023
16.9161,91.9328,81.3088,173.242
17.0165,49.8778,55.7837,105.661
17.117,34.505,36.6317,71.1366
17.2176,59.5456,64.7539,124.3
17.3171,58.5102,58.1773,116.688
17.4166,44.4538,47.8515,92.3053
17.5171,34.5869,40.8531,75.44
17.6177,49.8496,52.048,101.898
17.7172,50.3226,54.6374,104.96
17.8177,64.2074,73.0957,137.303
17.9183,49.6762,48.9197,98.5958
18.0178,90.9754,89.4362,180.412
18.1184,58.7846,60.8819,119.667
18.2189,61.5808,71.8157,133.396
18.3184,46.2274,47.5985,93.8259
18.4179,56.6118,50.6586,107.27
18.5184,45.4739,50.199,95.673
18.6189,49.3696,49.751,99.1206
18.7184,64.0448,60.8448,124.89
18.819,78.759,87.9213,166.68
18.9194,41.1027,45.3107,86.4134
19.019,44.1128,42.8916,87.0044
19.1185,42.5549,45.5373,88.0922
19.2191,74.2317,80.633,154.865
19.3196,60.3091,56.2643,116.573
19.4191,23.7926,28.3309,52.1235
19.5196,67.7786,64.199,131.978
19.62,50.7021,55.0291,105.731
19.7204,70.176,66.0646,136.241
19.8199,67.0041,74.209,141.213
19.9194,70.0486,68.1805,138.229
20.0199,61.1597,64.4973,125.657
20.1204,36.4256,40.9901,77.4157
20.22,85.671,100.152,185.823
20.3204,76.569,82.8941,159.463
20.4209,52.5216,50.1389,102.66
20.5214,52.0032,52.3181,104.321
20.6209,44.3008,41.5283,85.8291
20.7214,82.5798,80.3571,162.937
20.8218,89.2294,89.0355,178.265
20.9224,58.4026,54.3008,112.703
21.0219,97.2083,67.8317,165.04
21.1224,71.6198,70.9818,142.602
21.2229,79.3818,82.9408,162.323
21.3225,49.556,50.0629,99.6189
21.422,29.8643,34.4934,64.3578
21.5225,53.575,56.4045,109.98
21.6229,50.8499,48.6886,99.5386
21.7224,49.4591,51.5387,100.998
21.8219,75.0797,78.0371,153.117
21.9224,49.3248,47.4483,96.7731
22.0229,88.6112,77.7958,166.407
22.1223,45.1607,48.5249,93.6857
22.2219,82.6899,81.4701,164.16
22.3223,40.1357,44.0704,84.2061
22.4228,47.6499,49.5642,97.2141
22.5223,53.5021,56.2638,109.766
22.6217,35.3811,37.767,73.1482
22.7222,42.4205,43.3549,85.7754
22.8227,82.5229,86.7085,169.231
22.9222,45.4458,47.7615,93.2073
23.0217,25.9648,29.4214,55.3862
23.1223,34.8838,37.6634,72.5472
23.2228,122.412,127.622,250.035
23.3223,63.8099,57.2,121.01
23.4229,60.9581,57.769,118.727
23.5234,71.5226,68.1254,139.648
23.6228,55.4447,54.1892,109.634
23.7223,55.7248,50.8326,106.557
23.8228,105.865,102.158,208.023
23.9233,81.0778,72.025,153.103
24.0229,54.7329,56.5476,111.28
24.1224,37.5494,37.392,74.9414
24.2229,72.4947,74.032,146.527
24.3234,74.1542,67.9597,142.114
24.4229,58.4307,57.5456,115.976
24.5235,52.6752,55.5987,108.274
24.624,49.8598,48.016,97.8758
24.7235,63.018,56.1629,119.181
24.823,127.051,116.688,243.739
24.9235,32.807,34.8288,67.6358
25.024,45.8029,47.015,92.8179
25.1234,52.2091,48.2043,100.413
25.223,78.7334,80.1376,158.871
25.3234,41.3702,39.0336,80.4038
25.4239,49.6877,49.0035,98.6912
25.5234,48.6285,49.7658,98.3942
25.6239,67.3408,60.681,128.022
25.7244,27.7498,34.1126,61.8624
25.8249,108.271,102.308,210.579
25.9244,52.2592,52.8115,105.071
26.0249,60.2931,57.0368,117.33
26.1254,71.4694,47.9994,119.469
26.2258,69.5168,75.4483,144.965
26.3253,50.1542,52.6618,102.816
26.4258,44.041,46.9459,90.9869
26.5263,27.2678,31.6058,58.8736
26.6268,68.9485,59.2832,128.232
26.7263,52.3834,55.1046,107.488
26.8268,124.698,135.053,259.751
26.9273,23.0298,27.1053,50.135
27.0268,48.0414,45.2984,93.3398
27.1263,48.055,48.4211,96.4762
27.2268,89.8362,89.0355,178.872
27.3273,31.2032,32.3962,63.5994
27.4269,48.0194,51.9919,100.011
27.5264,48.8877,49.0624,97.9501
27.6269,66.2752,59.3242,125.599
27.7274,32.1146,37.0765,69.191
27.827,96.6432,96.7648,193.408
27.9274,53.7638,57.8867,111.651
28.0278,41.7619,43.5245,85.2864
28.1283,36.937,37.1667,74.1037
28.2278,64.0506,72.5702,136.621
28.3283,43.5622,45.232,88.7942
28.4288,30.3539,32.615,62.969
28.5283,29.3288,31.3102,60.639
28.6278,36.6707,36.624,73.2947
28.7283,41.8912,44.7117,86.6029
28.8288,66.5773,75.0432,141.62
28.9283,34.4016,36.2479,70.6495
29.0278,51.1846,54.9843,106.169
29.1283,52.1523,50.9184,103.071
29.2288,54.4902,63.6883,118.179
29.3283,38.956,43.6622,82.6182
29.4279,48.3552,49.977,98.3322
29.5284,37.6845,40.8634,78.5478
29.6289,40.4365,42.0819,82.5184
29.7284,32.327,36.0192,68.3462
29.8289,72.0518,80.3942,152.446
29.9293,85.6614,80.1171,165.779
30.0298,47.4054,50.0397,97.4451
30.1293,44.9562,40.2938,85.2499
30.2298,69.1994,73.8861,143.085
30.3303,48.0986,49.9718,98.0704
30.4299,42.5936,45.2338,87.8274
30.5294,67.0298,70.4973,137.527
30.6298,106.392,100.924,207.315
30.7309,46.5818,48.032,94.6138
30.8305,75.9648,79.136,155.101
30.93,97.004,84.8718,181.876
31.0295,50.2157,54.2387,104.454
31.13,66.7469,59.4317,126.179
31.2306,90.9722,75.3894,166.362
31.3301,38.1005,40.2394,78.3398
31.4306,45.2077,46.3437,91.5514
31.5315,47.9955,49.1546,97.1501
31.6311,55.4643,59.6442,115.108
31.7316,38.1984,40.0211,78.2195
