CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,2559.52,3635.67,44.57
65,120,2472.02,3439.07,43.31
65,140,2431.78,3359.55,42.71
65,160,2450.11,3391.21,43.04
65,180,2558.21,3592.94,45.56
65,200,2434.87,3443.07,42.79
65,220,2462.45,3459.47,43.29
65,240,2458.76,3447.79,43.26
65,260,2461.42,3462.38,43.29
70,100,2288.39,2923.45,38.43
70,120,2356.24,3051.98,39.81
70,140,2333.72,3091.42,39.46
70,160,2325.94,3134.7,39.26
70,180,2373.98,3269.62,40.8
70,200,2360.31,3248.2,40.0
70,220,2359.56,3233.26,39.97
70,240,2264.43,3089.19,38.0
70,260,2318.66,3182.99,38.93
75,100,2114.8,2534.51,32.53
75,120,2137.46,2636.06,33.08
75,140,2100.53,2635.4,32.38
75,160,2091.32,2663.25,32.25
75,180,2083.59,2713.24,32.21
75,200,2068.93,2697.74,31.84
75,220,2075.54,2720.23,32.05
75,240,2061.05,2699.5,31.81
75,260,2102.37,2744.46,32.54
80,100,2306.63,2614.02,33.76
80,120,2226.64,2482.97,30.87
80,140,2267.86,2703.17,33.25
80,160,2247.86,2728.04,33.3
80,180,2229.74,2775.46,33.15
80,200,2243.66,2716.62,31.88
80,220,2284.88,2759.85,32.49
80,240,2292.34,2844.93,33.99
80,260,2255.59,2815.28,33.49
85,100,2306.22,2502.86,31.87
85,120,-259911.36,2521.14,30.94
85,140,2408.75,2719.59,33.83
85,160,2020.21,2327.7,26.78
85,180,2224.23,2624.25,30.85
85,200,2006.85,2358.97,26.4
85,220,2024.44,2380.91,26.84
85,240,2318.94,2753.62,32.46
85,260,2098.05,2454.1,28.07
90,100,2208.4,2319.03,29.14
90,120,2391.25,2448.9,30.32
90,140,2288.04,2489.33,30.11
90,160,2305.23,2548.54,30.23
90,180,2230.1,2535.37,29.38
90,200,2254.4,2586.71,29.57
90,220,2348.19,2582.05,29.91
90,240,2202.12,2450.91,27.63
