CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,2509.94,2031.17,43.32
65,120,2298.58,1887.56,38.54
65,140,2453.74,2002.84,42.61
65,160,2507.82,2030.7,43.64
65,180,2451.5,1958.25,41.53
65,200,2500.66,2042.14,43.66
65,220,2464.72,2026.06,43.03
65,240,2459.73,1985.6,42.97
65,260,2466.67,2010.31,43.13
70,100,2277.42,1809.73,36.27
70,120,2348.12,1854.06,38.95
70,140,2219.18,1789.38,35.19
70,160,2277.56,1827.96,37.67
70,180,2238.87,1827.15,35.46
70,200,2353.35,1903.03,39.22
70,220,2309.79,1864.15,38.31
70,240,2211.04,1782.02,34.91
70,260,2227.51,1757.1,35.2
75,100,2107.84,1710.93,32.31
75,120,2106.47,1725.49,32.24
75,140,2114.86,1738.96,32.46
75,160,2282.45,1764.53,34.17
75,180,2241.21,1712.67,33.42
75,200,2331.8,1756.39,35.03
75,220,2238.49,1762.41,33.36
75,240,2105.0,1734.03,32.2
75,260,2295.11,1746.31,34.4
80,100,2226.48,1701.23,32.44
80,120,-259899.76,1715.55,31.84
80,140,2238.25,1708.6,32.53
80,160,2229.49,1709.62,31.62
80,180,2128.16,1730.34,30.79
80,200,2244.11,1709.31,32.22
80,220,2227.13,1702.06,32.42
80,240,2253.32,1682.4,32.02
80,260,2109.56,1699.3,30.6
85,100,2255.81,1678.09,31.22
85,120,2020.68,1593.42,26.77
85,140,2026.14,1595.63,26.84
85,160,2253.28,1682.26,31.12
85,180,2231.4,1694.28,30.76
85,200,2022.4,1572.0,26.82
85,220,2041.05,1575.43,27.02
85,240,2045.79,1593.25,27.18
85,260,2132.97,1612.6,29.27
90,100,2162.23,1594.9,28.23
90,120,2122.28,1599.22,27.54
90,140,2232.87,1678.74,29.23
90,160,2304.75,1644.47,29.31
90,180,2143.52,1591.36,27.97
90,200,2325.29,1630.35,29.59
90,220,2300.41,1640.18,29.47
90,240,2221.65,1582.68,28.03
90,260,2194.92,1591.06,27.8
95,100,2230.31,1614.72,26.99
95,120,2069.2,1534.96,25.64
95,140,2068.29,1531.33,25.61
95,160,2058.8,1571.92,25.41
95,180,2061.96,1538.56,25.57
95,200,2051.61,1543.55,25.42
95,220,2144.29,1502.06,25.51
95,240,2038.48,1536.93,25.29
95,260,2042.53,1530.59,25.27
110,100,2186.29,1510.07,24.08
110,120,2228.67,1495.54,24.61
110,140,2261.52,1495.16,24.35
110,160,2176.68,1494.24,24.0
110,180,2251.32,1525.53,24.1
110,200,2259.95,1494.89,24.4
110,220,2177.71,1497.05,24.05
110,240,2253.79,1523.94,24.15
110,260,2180.17,1498.1,24.04
120,100,2174.53,1525.6,23.97
120,120,2270.53,1519.1,24.39
120,140,2181.09,1494.36,24.03
120,160,2249.09,1523.15,24.06
120,180,2226.71,1499.68,23.99
120,200,2188.92,1541.46,24.07
120,220,2184.18,1496.89,24.02
120,240,2243.32,1518.23,23.99
120,260,2184.21,1505.92,24.07
65,100,-259822.51,1910.49,38.97
65,120,2491.99,2026.92,43.2
65,140,2503.84,2042.41,43.87
65,160,2468.85,2025.11,43.25
65,180,2470.13,1992.4,43.25
65,200,2433.3,1990.61,42.63
65,220,2438.16,1996.53,42.73
65,240,2344.03,1896.21,39.5
65,260,2440.07,2029.13,42.76
70,100,2237.02,1789.48,35.59
70,120,2206.41,1762.03,35.01
70,140,2234.2,1758.07,35.33
70,160,2280.22,1798.81,36.24
70,180,2319.61,1855.39,38.68
70,200,2287.18,1860.18,37.92
70,220,2292.6,1882.84,38.09
70,240,2289.02,1829.78,37.98
70,260,2303.06,1877.8,38.26
75,100,2112.45,1701.89,32.43
75,120,2143.7,1715.67,32.99
75,140,2114.49,1736.03,32.43
75,160,2107.58,1733.94,32.36
75,180,2129.72,1761.26,32.84
75,200,2233.89,1737.06,33.34
75,220,2155.59,1764.49,33.11
75,240,2141.6,1723.18,32.79
75,260,2188.83,1706.71,32.58
80,100,2117.61,1658.17,30.7
80,120,2167.17,1743.57,31.52
80,140,2132.64,1712.66,30.89
80,160,2174.76,1677.3,30.82
80,180,2229.07,1683.2,31.63
80,200,2249.18,1703.29,32.79
80,220,2220.72,1726.57,32.27
80,240,2177.85,1655.57,31.57
80,260,2145.06,1716.05,31.09
85,100,2193.37,1654.24,30.11
85,120,2221.32,1704.17,30.55
85,140,2244.34,1715.22,30.99
85,160,2270.07,1689.06,31.41
85,180,2305.81,1716.57,31.92
85,200,2310.73,1715.96,32.01
85,220,2294.47,1722.33,31.7
85,240,2261.79,1686.67,31.31
85,260,2020.57,1624.94,26.73
90,100,2188.87,1603.54,28.44
90,120,2180.64,1572.21,27.55
90,140,2217.5,1676.61,29.0
90,160,2223.66,1583.09,28.13
90,180,2189.73,1653.87,28.66
90,200,2164.9,1617.98,28.14
90,220,2162.31,1637.81,28.14
90,240,2232.68,1642.02,29.25
90,260,2151.15,1572.81,27.1
95,100,2083.3,1569.08,25.72
95,120,2040.31,1533.5,25.22
95,140,2045.85,1570.66,25.34
95,160,2075.2,1528.95,25.65
95,180,2034.06,1541.38,25.19
95,200,2038.7,1535.98,25.26
95,220,2092.24,1546.32,25.8
95,240,2280.3,1572.51,27.55
95,260,2072.93,1541.91,25.67
110,100,2227.88,1492.82,24.24
110,120,2213.55,1508.27,24.07
110,140,2237.63,1530.88,24.32
110,160,2237.82,1485.63,23.9
110,180,2222.79,1525.07,23.85
110,200,2216.61,1506.51,23.84
110,220,2227.68,1495.49,24.0
110,240,2259.76,1510.85,24.15
110,260,2209.45,1483.57,23.86
120,100,2243.17,1532.01,24.03
120,120,2248.95,1502.67,24.06
120,140,2232.59,1543.15,23.89
120,160,2175.68,1497.88,24.0
120,180,2248.32,1482.36,24.02
120,200,2239.82,1496.41,24.0
120,220,2221.19,1483.03,23.86
120,240,2222.7,1521.54,23.84
120,260,2251.19,1495.02,24.14
