CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,3283.16,5677.97,57.52
65,120,2905.74,6044.51,51.06
65,140,2807.15,6795.71,49.32
65,160,2768.12,7677.64,48.66
65,180,2728.17,8526.94,48.52
65,200,2759.36,9011.67,48.41
65,220,2751.02,9257.48,48.38
65,240,2751.91,9325.99,48.39
65,260,2751.04,9348.0,48.39
70,100,3730.09,6123.44,62.68
70,120,3051.09,6081.38,51.39
70,140,2929.2,6814.64,49.38
70,160,2853.9,7671.22,48.68
70,180,2858.91,8563.54,48.44
70,200,2898.41,9040.95,48.37
70,220,2866.18,9284.04,48.39
70,240,2889.19,9348.06,48.36
70,260,2867.27,9241.38,48.36
75,100,4012.17,6058.95,61.89
75,120,3326.8,6083.8,51.34
75,140,3179.01,6818.02,49.33
75,160,3149.65,7676.0,48.65
75,180,3124.15,8578.72,48.37
75,200,3134.4,9056.7,48.39
75,220,3113.17,9298.43,48.32
75,240,3080.53,9265.82,48.35
75,260,3136.21,9219.25,48.44
80,100,4332.87,6188.58,63.48
80,120,3503.01,6080.57,51.34
80,140,3352.62,6819.42,49.36
80,160,3313.57,7671.43,48.64
80,180,3294.92,8562.51,48.37
80,200,3300.34,9007.18,48.36
80,220,3289.48,9254.46,48.32
80,240,3291.03,9215.13,48.33
80,260,3302.82,9193.83,48.39
85,100,4562.83,6162.76,63.15
85,120,3710.29,6084.34,51.37
85,140,3244.47,6233.67,49.1
85,160,3496.21,7670.21,48.55
85,180,3492.43,8556.79,48.37
85,200,3487.08,9024.95,48.31
85,220,3483.16,9303.07,48.29
85,240,3495.09,9249.03,48.29
85,260,3498.4,9230.82,48.35
90,100,4751.53,6134.64,62.58
90,120,3906.43,6098.49,51.38
90,140,3767.36,6830.65,49.34
90,160,3703.3,7690.93,48.61
90,180,3684.4,8554.35,48.35
90,200,3682.54,9052.8,48.32
90,220,3683.22,9280.44,48.31
90,240,3688.41,9265.75,48.35
90,260,3673.41,9255.05,48.34
95,100,5117.05,6211.82,63.51
95,120,4133.98,6098.78,51.38
95,140,3964.53,6821.53,49.37
95,160,3926.62,7687.23,48.63
95,180,3870.96,8574.63,48.39
95,200,3868.43,9036.44,48.28
95,220,3875.11,9231.26,48.32
95,240,3881.61,9258.45,48.39
95,260,3877.49,9285.98,48.33
110,100,5863.71,6274.83,64.39
110,120,4705.61,6107.44,51.43
110,140,4510.3,6844.08,49.39
110,160,4434.3,7698.36,48.63
110,180,4436.33,8583.28,48.38
110,200,-257717.03,9071.75,48.3
110,220,4417.95,9279.06,48.33
110,240,4413.85,9310.38,48.33
110,260,4403.15,9325.54,48.33
120,100,5882.79,6268.96,64.2
120,120,4742.65,6115.35,51.48
120,140,4553.36,6837.78,49.44
120,160,4479.05,7682.71,48.63
120,180,4458.77,8598.85,48.39
120,200,4445.44,9093.2,48.33
120,220,4450.08,9265.43,48.34
120,240,4427.68,9311.38,48.31
120,260,4450.81,9324.18,48.35
65,100,3332.97,5707.99,57.87
65,120,2919.63,6055.91,51.15
65,140,2809.55,6806.03,49.36
65,160,2774.31,7666.4,48.65
65,180,2756.94,8559.31,48.46
65,200,2848.34,9018.37,48.42
65,220,2752.96,9285.47,48.38
65,240,2754.34,9328.83,48.39
65,260,2832.9,9350.77,48.37
70,100,3714.87,6148.83,62.94
70,120,3072.08,6078.32,51.4
70,140,2956.94,6819.23,49.41
70,160,2912.06,7670.25,48.68
70,180,2843.04,8557.94,48.41
70,200,2896.97,9037.1,48.37
70,220,2879.71,9295.09,48.38
70,240,2894.02,9348.57,48.38
70,260,2899.15,9376.3,48.35
75,100,4117.52,6188.79,63.35
75,120,3321.98,6094.12,51.4
75,140,3200.45,6832.86,49.41
75,160,3139.57,7677.63,48.61
75,180,3133.07,8568.13,48.39
75,200,3127.21,9037.03,48.33
75,220,3128.61,9311.74,48.32
75,240,3123.12,9365.12,48.32
75,260,3104.92,9379.64,48.32
80,100,4295.9,6147.96,62.97
80,120,3513.11,6094.51,51.37
80,140,3361.47,6811.82,49.34
80,160,3309.58,7680.62,48.62
