CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,0,195.15,0,1.16
230,0,188.08,0,1.13
210,0,201.53,0,1.28
190,0,181.83,0,1.21
170,0,187.23,0,1.34
150,0,190.77,0,1.52
130,0,197.65,0,1.74
110,0,190.34,0,1.94
90,0,195.16,0,2.44
70,0,253.6,0,3.98
250,0,197.59,0,1.2
230,0,183.1,0,1.11
210,0,185.47,0,1.14
190,0,186.9,0,1.22
170,0,180.68,0,1.29
150,0,197.53,0,1.52
130,0,200.99,0,1.76
110,0,203.44,0,2.08
90,0,203.07,0,2.54
70,0,274.89,0,4.28
250,0,179.1,0,1.09
230,0,194.99,0,1.21
210,0,187.91,0,1.19
190,0,179.32,0,1.18
170,0,166.96,0,1.19
150,0,184.01,0,1.43
130,0,188.88,0,1.67
110,0,195.25,0,2.01
90,0,191.19,0,2.41
70,0,252.92,0,3.97
