CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,0,1321.81,0,6.46
230,0,1333.58,0,6.98
210,0,1283.55,0,7.08
190,0,1310.54,0,7.75
170,0,1352.62,0,8.82
150,0,1593.8,0,12.19
130,0,1641.34,0,13.54
110,0,1416.53,0,13.79
90,0,1290.72,0,15.33
70,0,2403.91,0,36.66
250,0,1276.96,0,6.21
230,0,1320.66,0,6.84
210,0,1297.18,0,7.13
190,0,1314.59,0,7.74
170,0,1355.39,0,8.83
150,0,1606.16,0,12.28
130,0,1636.28,0,13.48
110,0,1415.77,0,13.77
90,0,1255.34,0,14.86
70,0,2215.54,0,33.75
250,0,1336.39,0,6.48
230,0,1318.44,0,6.8
210,0,1303.69,0,7.2
190,0,1288.43,0,7.61
170,0,1352.05,0,8.82
150,0,1587.92,0,11.98
130,0,1632.37,0,13.45
110,0,1421.65,0,13.78
90,0,1239.66,0,14.69
70,0,2308.96,0,35.09
