CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,0,2427.54,0,10.49
230,0,2264.29,0,10.65
210,0,2158.02,0,11.07
190,0,2039.17,0,11.54
170,0,1947.41,0,12.28
150,0,2006.63,0,14.35
130,0,1877.98,0,15.44
110,0,1931.7,0,18.78
90,0,1980.36,0,23.48
70,0,3494.72,0,53.06
250,0,2392.49,0,10.39
230,0,-259805.78,0,10.96
210,0,2170.21,0,11.1
190,0,2030.28,0,11.49
170,0,1971.51,0,12.44
150,0,1983.34,0,14.22
130,0,1989.97,0,16.45
110,0,1951.25,0,18.95
90,0,2029.17,0,24.05
70,0,3521.97,0,53.48
250,0,2365.75,0,10.29
230,0,2286.1,0,10.74
210,0,2169.84,0,11.13
190,0,2106.38,0,11.97
170,0,1931.74,0,12.17
150,0,2020.6,0,14.52
130,0,1884.87,0,15.54
110,0,2080.62,0,20.23
90,0,2054.94,0,24.34
70,0,3679.48,0,55.91
