Timestamp, Graphics Clock (MHz), SM Clock (MHz), Memory Clock (MHz)
2024-08-20 17:14:08, 1328, 1328, 715
2024-08-20 17:14:08, 1328, 1328, 715
2024-08-20 17:14:08, 1328, 1328, 715
2024-08-20 17:14:08, 1328, 1328, 715
2024-08-20 17:14:08, 1328, 1328, 715
2024-08-20 17:14:08, 1328, 1328, 715
2024-08-20 17:14:08, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:09, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:10, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:11, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:12, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:13, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:14, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:15, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:16, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:17, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:18, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:19, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:20, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:21, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:22, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:23, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:24, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:25, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:26, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
2024-08-20 17:14:27, 1328, 1328, 715
