CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,532.72,577.54,9.27
65,120,531.97,576.62,9.2
65,140,530.19,576.27,9.22
65,160,527.32,578.88,9.19
65,180,529.7,575.53,9.22
65,200,517.66,565.98,9.06
65,220,524.35,567.07,9.12
65,240,523.84,565.47,9.13
65,260,516.52,563.02,9.06
70,100,530.49,564.4,9.07
70,120,646.24,622.16,10.11
70,140,539.39,578.0,9.2
70,160,532.01,555.53,9.01
70,180,525.43,557.39,9.0
70,200,513.46,546.79,8.74
70,220,534.84,565.59,9.11
70,240,520.85,545.76,8.84
70,260,539.82,572.62,9.22
75,100,508.22,517.51,8.27
75,120,520.04,525.15,8.41
75,140,470.51,471.79,7.53
75,160,417.59,408.62,6.53
75,180,455.37,453.32,7.19
75,200,508.08,520.51,8.24
75,220,443.11,435.32,7.03
75,240,494.55,491.26,7.95
75,260,454.21,451.26,7.2
80,100,439.26,408.56,6.56
80,120,451.44,419.18,6.84
80,140,403.03,362.61,5.92
80,160,453.32,416.07,6.72
80,180,441.48,405.73,6.54
80,200,409.11,368.82,5.96
80,220,402.22,361.7,5.92
80,240,422.55,380.57,6.2
80,260,444.58,415.66,6.62
85,100,461.46,405.07,6.46
85,120,449.45,388.77,6.27
85,140,461.53,404.98,6.45
85,160,400.4,351.73,5.6
85,180,442.11,388.93,6.23
85,200,441.5,386.08,6.21
85,220,434.47,378.92,6.11
85,240,440.81,387.13,6.17
85,260,434.5,379.56,6.07
90,100,444.05,371.12,5.92
90,120,494.55,415.48,6.58
90,140,418.05,324.11,5.36
90,160,470.7,396.28,6.27
90,180,448.4,376.69,5.97
90,200,511.18,423.08,6.78
90,220,465.87,387.0,6.19
90,240,469.88,380.06,6.17
90,260,429.72,360.01,5.69
95,100,397.56,310.07,5.04
95,120,403.3,313.43,5.06
95,140,419.04,331.13,5.3
95,160,397.48,314.97,5.03
95,180,402.73,313.85,5.06
95,200,404.39,315.37,5.11
95,220,403.1,313.37,5.06
95,240,405.05,315.01,5.14
95,260,400.02,378.96,5.4
110,100,435.32,294.01,4.81
110,120,434.71,294.88,4.81
110,140,434.69,293.77,4.8
110,160,441.31,303.65,4.85
110,180,436.3,295.68,4.82
110,200,436.79,293.55,4.8
110,220,435.07,302.79,4.81
110,240,435.91,293.55,4.8
110,260,448.39,308.08,5.0
120,100,437.17,292.91,4.77
120,120,438.63,292.73,4.78
120,140,438.42,293.82,4.8
110,160,442.74,370.93,4.81
120,180,437.23,294.58,4.76
120,200,439.93,294.12,4.77
120,220,440.45,294.67,4.81
120,240,443.47,294.53,4.8
120,260,442.01,294.1,4.79
65,100,524.84,569.63,9.17
65,120,525.65,570.73,9.15
65,140,523.53,578.28,9.18
65,160,524.38,569.24,9.18
65,180,517.3,569.97,9.08
65,200,521.86,568.33,9.16
65,220,521.1,578.22,9.19
65,240,599.55,611.63,9.92
65,260,519.7,575.03,9.18
70,100,521.79,558.7,8.95
70,120,538.54,585.82,9.28
70,140,531.31,577.54,9.16
70,160,534.05,576.63,9.18
70,180,526.93,567.1,9.08
70,200,645.74,627.01,10.13
70,220,543.39,586.24,9.31
70,240,552.45,584.89,9.45
70,260,538.96,584.16,9.29
75,100,552.54,565.39,8.94
75,120,431.26,410.35,6.71
75,140,423.67,411.47,6.6
75,160,425.29,408.58,6.65
75,180,425.04,407.87,6.62
75,200,473.02,475.55,7.56
75,220,518.85,523.85,8.39
75,240,468.52,463.96,7.45
75,260,-261623.11,529.94,8.39
80,100,427.1,391.69,6.33
80,120,407.33,372.09,6.0
80,140,430.35,400.1,6.36
80,160,432.17,392.98,6.37
80,180,440.79,399.87,6.53
80,200,421.58,382.15,6.24
80,220,604.13,528.74,8.5
80,240,414.41,383.89,6.14
80,260,419.53,380.59,6.17
85,100,441.42,390.93,6.23
85,120,426.05,373.34,5.96
85,140,408.23,352.56,5.68
85,160,447.65,388.22,6.29
85,180,428.27,373.03,6.03
85,200,440.66,391.65,6.19
85,220,454.67,397.52,6.36
85,240,420.46,372.31,5.93
85,260,436.58,380.7,6.1
90,100,424.06,352.03,5.64
90,120,486.3,405.5,6.48
90,140,474.59,389.71,6.25
90,160,505.01,418.04,6.66
90,180,436.71,361.51,5.77
90,200,466.74,378.78,6.17
90,220,434.4,341.82,5.6
90,240,519.11,435.41,6.95
90,260,437.07,362.53,5.83
95,100,397.49,308.92,5.04
95,120,409.39,323.22,5.15
95,140,403.99,313.76,5.07
95,160,404.11,317.02,5.13
95,180,401.44,316.55,5.08
95,200,427.81,331.58,5.38
95,220,408.16,322.31,5.14
95,240,403.26,312.44,5.08
95,260,400.02,378.96,5.34
110,100,441.41,304.58,4.84
110,120,440.8,304.2,4.85
110,140,442.9,296.44,4.85
110,160,435.51,303.49,4.82
110,180,435.84,304.69,4.84
110,200,444.59,298.38,4.87
110,220,443.52,305.42,4.89
110,240,441.33,304.75,4.85
110,260,443.23,303.79,4.89
120,100,444.68,296.02,4.81
120,120,445.02,294.73,4.79
120,140,446.65,302.94,4.88
120,160,442.93,296.87,4.77
120,180,438.67,294.0,4.78
120,200,437.69,294.81,4.8
120,220,444.2,295.92,4.8
120,240,437.51,293.55,4.76
120,260,439.73,293.74,4.77
65,100,524.33,568.28,9.12
65,120,517.97,567.86,9.03
65,140,518.64,564.05,9.08
65,160,523.47,575.61,9.16
65,180,520.85,567.69,9.15
65,200,516.37,557.21,9.03
65,220,523.13,564.89,9.19
65,240,519.4,562.95,9.15
65,260,515.46,564.09,9.1
70,100,455.36,464.4,7.64
70,120,525.28,566.1,9.01
