CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,1024.72,1457.85,17.82
65,120,1476.06,2590.09,25.8
65,140,1378.1,2642.59,24.26
65,160,1354.18,2673.86,23.73
65,180,1386.91,2780.49,24.31
65,200,1444.46,2954.95,25.46
65,220,1262.3,2473.89,22.15
65,240,1246.27,2423.71,21.9
65,260,1479.59,3087.4,26.04
70,100,1829.05,2803.6,30.57
70,120,1123.31,1752.48,18.71
70,140,1777.02,3448.95,29.77
70,160,1277.65,2391.8,21.33
70,180,1659.1,3415.85,27.97
70,200,1563.83,3176.33,26.26
70,220,1466.11,2911.58,24.42
70,240,1466.94,2900.44,24.51
70,260,1665.25,3422.84,27.7
75,100,1695.76,2400.24,26.37
75,120,1352.56,2100.04,21.16
75,140,1558.03,2755.34,24.43
75,160,1532.24,2870.37,23.72
75,180,1768.84,3442.01,27.37
75,200,1771.8,3408.37,27.62
75,220,1737.63,3319.33,26.96
75,240,1533.06,2794.61,23.92
75,260,1809.23,3417.88,28.33
80,100,2298.07,3169.09,33.71
80,120,1877.35,2947.57,27.55
80,140,1615.71,2743.36,23.73
80,160,1779.64,3235.82,26.23
80,180,-260250.67,3615.65,27.73
80,200,1646.92,3015.93,24.3
80,220,1892.55,3595.32,27.88
80,240,1557.79,2769.46,22.91
80,260,1599.51,2910.55,23.51
85,100,1892.38,2456.46,26.3
85,120,1559.91,2296.16,21.69
85,140,1902.74,3260.99,26.35
85,160,1897.64,3415.86,26.44
85,180,1971.53,3582.19,27.36
85,200,1679.87,2928.06,23.27
85,220,1849.91,3346.56,25.78
85,240,1959.53,3581.58,27.17
85,260,2005.42,3725.72,27.92
90,100,2427.03,3044.89,31.84
90,120,1894.55,2687.9,24.95
90,140,1531.35,2342.31,20.2
90,160,1447.81,2315.66,18.98
90,180,1174.03,1767.58,15.44
90,200,2249.55,3883.73,29.51
90,220,2116.68,3750.92,27.79
90,240,2092.35,3619.35,27.54
90,260,2266.01,4049.55,29.85
95,100,2335.48,2798.2,29.24
95,120,1191.83,1521.49,14.95
95,140,1569.91,2294.0,19.66
95,160,1823.41,2954.44,22.8
95,180,2196.84,3684.38,27.36
95,200,2099.62,3482.41,26.22
95,220,2073.8,3435.79,25.9
95,240,2047.56,3474.79,25.53
95,260,2285.5,3856.87,28.54
110,100,2911.41,3091.16,32.01
110,120,2677.25,3345.79,29.37
110,140,2587.44,3684.9,28.37
110,160,2214.9,3338.83,24.34
110,180,1255.01,1682.6,13.79
110,200,1556.63,2176.52,17.05
110,220,2554.22,3932.01,27.93
110,240,2432.24,3762.91,26.61
110,260,1802.16,2617.02,19.73
120,100,1549.39,1578.85,16.91
120,120,2745.4,3386.59,29.75
120,140,2622.54,3732.13,28.6
120,160,2514.46,3818.04,27.38
120,180,2563.57,3961.59,28.01
120,200,2482.57,3793.56,26.99
120,220,2483.13,3828.69,27.09
120,240,2161.65,3281.77,23.55
120,260,1718.85,2448.44,18.61
65,100,1446.39,2228.4,25.35
65,120,1451.66,2558.6,25.5
65,140,1394.55,2661.78,24.44
65,160,1363.25,2686.71,23.95
65,180,1368.51,2730.62,24.06
65,200,1400.64,2830.78,24.56
65,220,1496.52,3121.77,26.32
65,240,1410.47,2859.72,24.79
65,260,1406.31,2660.68,23.33
70,100,1578.49,2386.28,26.33
70,120,1729.1,3041.15,28.85
70,140,1698.64,3313.47,28.44
70,160,1487.69,2938.73,24.89
70,180,1490.46,2956.94,25.08
70,200,1681.64,3462.0,28.17
70,220,1734.12,3586.52,29.07
70,240,1712.59,3560.06,28.83
70,260,1653.59,3401.52,27.78
