CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,556.89,908.81,9.79
65,120,556.76,942.92,9.79
65,140,560.24,931.38,9.81
65,160,558.99,928.68,9.72
65,180,560.3,919.68,9.79
65,200,559.34,920.92,9.76
65,220,557.38,921.34,9.71
65,240,558.48,914.51,9.76
65,260,558.93,923.04,9.8
70,100,560.49,863.1,9.42
70,120,512.73,812.8,8.58
70,140,533.12,834.31,8.92
70,160,512.82,796.47,8.5
70,180,511.59,796.01,8.54
70,200,580.64,874.62,9.87
70,220,572.67,882.37,9.75
70,240,534.42,806.63,8.96
70,260,510.84,803.98,8.55
75,100,512.39,738.03,7.94
75,120,518.14,758.8,8.07
75,140,523.22,752.76,8.09
75,160,522.22,767.34,8.14
75,180,512.21,747.12,7.95
75,200,511.98,750.76,7.98
75,220,511.91,755.97,7.96
75,240,522.72,767.33,8.13
75,260,504.88,752.13,7.84
80,100,551.95,753.97,8.14
80,120,542.36,760.41,7.99
80,140,537.08,760.53,7.94
80,160,552.98,773.35,8.16
80,180,554.46,774.82,8.16
80,200,558.39,777.8,8.21
80,220,553.51,773.38,8.1
80,240,568.55,790.17,8.39
80,260,549.91,775.06,8.12
85,100,588.52,763.04,8.17
85,120,582.03,768.3,8.12
85,140,607.47,763.16,8.11
85,160,599.07,796.94,8.38
85,180,573.6,770.53,8.02
85,200,581.83,769.85,8.15
85,220,575.27,758.61,7.99
85,240,560.89,744.94,7.77
85,260,575.43,756.89,7.97
90,100,573.36,708.06,7.53
90,120,582.58,731.44,7.67
90,140,578.66,720.42,7.57
90,160,583.72,746.08,7.75
90,180,568.02,721.88,7.52
90,200,571.68,722.99,7.53
90,220,572.5,723.91,7.56
90,240,570.43,707.04,7.51
90,260,578.49,722.69,7.63
95,100,581.28,695.36,7.34
95,120,582.32,693.27,7.29
95,140,591.3,706.13,7.46
95,160,548.09,657.73,6.85
95,180,566.28,680.77,7.08
95,200,569.41,670.97,7.06
95,220,565.64,683.85,7.09
95,240,572.47,695.55,7.21
95,260,575.36,694.76,7.23
110,100,608.7,625.33,6.69
110,120,601.53,642.38,6.64
110,140,599.92,645.13,6.62
110,160,607.16,643.22,6.65
110,180,609.07,640.17,6.67
110,200,600.46,646.82,6.63
110,220,601.48,630.18,6.6
110,240,602.64,631.26,6.62
110,260,598.27,632.11,6.63
120,100,606.16,620.4,6.65
120,120,604.69,645.74,6.64
120,140,611.34,644.54,6.67
120,160,602.94,634.48,6.63
120,180,603.6,634.26,6.59
