Time (s),Core 0 Uncore Frequency (GHz),Core 1 Uncore Frequency (GHz)
0.10017871856689453,2.2,2.2
0.2739603519439697,2.2,2.2
0.44791698455810547,2.2,2.2
0.6207430362701416,2.2,2.2
0.7938497066497803,2.2,2.2
0.9666457176208496,2.2,2.2
1.1411089897155762,2.2,2.2
1.3153297901153564,2.2,2.2
1.491182804107666,2.2,2.2
1.6655452251434326,2.2,2.2
1.839510202407837,2.2,2.2
2.016397476196289,2.2,2.2
2.188333749771118,2.2,2.2
2.36167049407959,2.2,2.2
2.5359671115875244,2.2,2.2
2.7072207927703857,2.2,2.2
2.8804712295532227,2.2,2.2
3.0548295974731445,2.2,2.2
3.228473663330078,2.2,2.2
3.401609182357788,2.2,2.2
3.571043014526367,2.2,2.2
3.7449443340301514,2.2,2.2
3.922731399536133,2.2,2.2
4.095991849899292,2.2,2.2
4.271080255508423,2.2,2.2
4.443168640136719,2.2,2.2
4.615658283233643,2.2,2.2
4.786680698394775,2.2,2.2
4.963567018508911,2.2,2.2
5.141150951385498,2.2,2.2
5.319267749786377,2.2,2.2
5.4908928871154785,2.2,2.2
5.668665170669556,2.2,2.2
5.845656156539917,2.2,2.2
6.023566007614136,2.2,2.2
6.198558330535889,2.2,2.2
6.371566534042358,2.2,2.2
6.563302516937256,2.2,2.2
6.738086700439453,2.2,2.2
6.913825511932373,2.2,2.2
7.086544513702393,2.2,2.2
7.258881092071533,2.2,2.2
7.435206413269043,2.2,2.2
7.646606683731079,2.2,2.2
7.8193254470825195,2.2,2.2
7.989980936050415,2.2,2.2
8.168821334838867,2.2,2.2
8.342108488082886,2.2,2.2
8.515308141708374,2.2,2.2
8.688524007797241,2.2,2.2
8.86118745803833,2.2,2.2
9.037386417388916,2.2,2.2
9.215024948120117,2.2,2.2
9.391873598098755,2.2,2.2
9.563956499099731,2.2,2.2
9.735689640045166,2.2,2.2
9.909387111663818,2.2,2.2
10.085332155227661,2.2,2.2
10.256779909133911,2.2,2.2
10.430087089538574,2.2,2.2
10.605306625366211,2.2,2.2
10.7811279296875,2.2,2.2
10.955981254577637,2.2,2.2
11.127670049667358,2.2,2.2
11.304848909378052,2.2,2.2
11.477904796600342,2.2,2.2
11.652549028396606,2.2,2.2
11.82613730430603,2.2,2.2
12.002422332763672,2.2,2.2
12.175378561019897,2.2,2.2
12.352068424224854,2.2,2.2
12.524625778198242,2.2,2.2
12.704308032989502,2.2,2.2
12.887988567352295,2.2,2.2
13.083829164505005,2.2,2.2
13.257771968841553,2.2,2.2
13.43563437461853,2.2,2.2
13.6104416847229,2.2,2.2
13.786545276641846,2.2,2.2
13.96147108078003,2.2,2.2
14.135162115097046,2.2,2.2
14.308577299118042,2.2,2.2
14.482564210891724,2.2,2.2
14.655717849731445,2.2,2.2
14.831067323684692,2.2,2.2
15.005898714065552,2.2,2.2
15.1790030002594,2.2,2.2
15.35419511795044,2.2,2.2
15.527325868606567,2.2,2.2
15.698945045471191,2.2,2.2
15.872352600097656,2.2,2.2
16.04614233970642,2.2,2.2
16.221899032592773,2.2,2.2
16.397467613220215,2.2,2.2
16.571361541748047,2.2,2.2
16.74513530731201,2.2,2.2
16.91886806488037,2.2,2.2
17.09152913093567,2.2,2.2
17.266209840774536,2.2,2.2
17.4442036151886,2.2,2.2
17.619998931884766,2.2,2.2
17.79724645614624,2.2,2.2
17.970211029052734,2.2,2.2
18.14256262779236,2.2,2.2
18.318242073059082,2.2,2.2
18.49352216720581,2.2,2.2
18.671314001083374,2.2,2.2
18.845219135284424,2.2,2.2
19.0167019367218,2.2,2.2
19.188472747802734,2.2,2.2
19.363484382629395,2.2,2.2
19.53806757926941,2.2,2.2
19.711682319641113,2.2,2.2
19.88234543800354,2.2,2.2
20.054672479629517,2.2,2.2
20.232391357421875,2.2,2.2
20.40599775314331,2.2,2.2
