Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
5.6513e-05,812.351,701.718,1514.07
0.100719,1123.76,899.779,2023.54
0.201236,653.237,456.589,1109.83
0.301879,732.7,530.971,1263.67
0.401495,622.943,484.489,1107.43
0.502146,649.032,423.968,1073
0.601696,521.135,332.168,853.304
0.701223,459.643,322.281,781.924
0.801765,857.414,484.843,1342.26
0.901384,465.651,295.477,761.128
1.00096,520.965,392.868,913.833
1.10167,473.197,315.647,788.845
1.2013,1309.44,577.57,1887.01
1.30167,791.317,593.308,1384.63
1.40247,318.323,228.254,546.578
1.50315,147.471,95.3971,242.868
1.60379,659.905,441.105,1101.01
1.70338,1224.79,990.845,2215.63
1.80388,527.731,423.6,951.331
1.90449,837.441,599.969,1437.41
2.00414,1754.69,1986.31,3741.01
2.10484,2368.94,2150.52,4519.45
2.20434,1964.77,1757.86,3722.63
2.30392,1804.29,1916.94,3721.23
2.40451,777.479,772.106,1549.59
2.50409,290.634,224.107,514.74
2.60355,126.64,101.229,227.869
2.70414,80.7616,86.8147,167.576
2.82476,2288.27,1798.63,4086.9
2.91152,3279.48,2496.99,5776.47
3.01217,117.683,104.276,221.958
3.11178,168.191,144.997,313.188
3.2124,159.581,128.787,288.369
3.312,152.202,110.779,262.981
3.41156,247.162,179.356,426.518
3.51211,95.7888,78.6374,174.426
3.61168,147.672,87.799,235.471
3.71129,86.5274,72.8179,159.345
3.81185,117.671,103.414,221.085
3.91141,92.2634,84.4735,176.737
4.01105,81.5226,69.3376,150.86
4.11168,1155.56,399.286,1554.85
4.21126,368.83,145.407,514.237
4.31182,60.5715,44.4429,105.014
4.4124,205.009,208.263,413.272
4.51196,276.497,194.395,470.892
4.61245,152.854,145.473,298.328
4.713,38.0563,41.7747,79.831
4.8126,156.305,145.396,301.701
4.91222,321.107,274.801,595.908
5.01283,209.44,181.855,391.295
5.11243,137.624,116.726,254.35
5.213,137.622,116.598,254.221
5.31357,97.9616,84.9299,182.892
5.41315,210.918,182.387,393.305
5.51378,115.298,112.542,227.84
5.61434,85.0554,84.329,169.384
5.7139,104.305,102.024,206.33
5.81443,152.036,142.138,294.173
5.91498,135.318,121.64,256.958
6.0145,154.848,91.5398,246.388
6.11505,78.5082,63.9949,142.503
