System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
15:54:41.798,0.0,1.02,0.0,0.0,13.35,14.89,4.04,0.21,0.6
15:54:41.898,0.0,1.0,0.0,0.0,12.61,14.65,3.49,0.16,0.39
15:54:41.999,0.0,1.0,0.0,0.0,5.82,7.97,3.19,0.11,0.3
15:54:42.111,0.01,1.3,0.02,0.04,99.35,14.93,6.86,0.87,1.22
15:54:42.212,0.15,0.85,0.43,0.19,1921.8,50.83,8.0,1.24,1.07
15:54:42.312,0.18,0.9,0.45,0.13,2241.46,52.52,7.57,1.23,0.8
15:54:42.412,0.18,0.9,0.45,0.13,2261.75,52.6,7.57,1.24,0.8
15:54:42.512,0.18,0.9,0.45,0.13,2258.51,52.51,7.58,1.23,0.8
15:54:42.613,0.18,0.9,0.45,0.13,2263.87,52.65,7.58,1.23,0.8
15:54:42.713,0.18,0.9,0.46,0.13,2261.12,52.48,7.53,1.22,0.8
15:54:42.813,0.18,0.91,0.45,0.13,2258.1,52.6,7.54,1.23,0.8
15:54:42.913,0.18,0.9,0.46,0.14,2263.13,52.48,7.57,1.23,0.8
15:54:43.013,0.18,0.9,0.45,0.14,2242.32,52.5,7.59,1.23,0.8
15:54:43.113,0.18,0.9,0.45,0.13,2243.71,51.91,7.49,1.21,0.8
15:54:43.214,0.18,0.9,0.46,0.14,2260.73,52.5,7.66,1.24,0.8
15:54:43.314,0.18,0.9,0.46,0.14,2272.5,52.49,7.58,1.23,0.8
15:54:43.414,0.18,0.9,0.45,0.13,2238.31,52.53,7.54,1.22,0.8
15:54:43.514,0.18,0.9,0.46,0.14,2285.0,52.64,7.57,1.23,0.8
15:54:43.615,0.18,0.9,0.45,0.13,2235.01,52.61,7.55,1.23,0.8
15:54:43.715,0.18,0.9,0.45,0.13,2288.03,52.62,7.58,1.23,0.8
15:54:43.816,0.18,0.9,0.46,0.13,2263.5,52.56,7.61,1.24,0.8
15:54:43.916,0.18,0.9,0.46,0.14,2260.38,52.56,7.54,1.23,0.8
15:54:44.016,0.18,0.9,0.45,0.13,2247.43,52.45,7.59,1.23,0.8
15:54:44.116,0.17,0.9,0.44,0.13,2160.3,50.17,7.49,1.22,0.8
15:54:44.216,0.17,0.97,0.45,0.17,2161.66,47.08,7.57,1.27,0.88
15:54:44.317,0.19,0.95,0.47,0.15,2396.09,52.5,7.65,1.27,0.85
15:54:44.417,0.18,0.91,0.45,0.14,2269.56,52.58,7.51,1.25,0.81
15:54:44.517,0.18,0.91,0.45,0.13,2267.42,52.72,7.58,1.25,0.81
15:54:44.617,0.18,0.91,0.45,0.13,2280.56,52.65,7.58,1.26,0.81
