System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
01:55:13.339,0.0,1.1,0.0,0.0,3.06,12.22,3.39,0.09,0.23
01:55:13.439,0.0,1.0,0.0,0.0,6.06,23.08,3.2,0.05,0.14
01:55:13.540,0.0,1.0,0.0,0.0,6.02,24.11,3.0,0.03,0.09
01:55:13.641,0.01,1.27,0.01,0.02,131.83,10.73,5.83,0.61,1.02
01:55:13.754,0.02,0.92,0.1,0.55,308.38,4.07,7.85,1.33,1.22
01:55:13.842,0.03,0.98,0.1,0.58,316.33,3.46,7.66,1.32,1.15
01:55:13.941,0.03,1.06,0.11,0.62,341.21,3.41,7.5,1.33,1.04
01:55:14.042,0.03,1.05,0.11,0.62,340.35,3.4,7.57,1.34,1.05
01:55:14.142,0.03,1.05,0.11,0.62,339.4,3.41,7.58,1.35,1.05
01:55:14.244,0.03,1.05,0.11,0.62,338.37,3.4,7.57,1.35,1.07
01:55:14.342,0.03,1.04,0.11,0.61,337.05,3.39,7.55,1.34,1.05
01:55:14.444,0.03,1.05,0.11,0.62,339.92,3.4,7.65,1.36,1.06
01:55:14.542,0.03,1.06,0.11,0.62,348.11,3.47,7.46,1.33,1.04
01:55:14.642,0.03,1.08,0.09,0.62,399.52,5.05,7.37,1.31,1.06
01:55:14.743,0.25,0.86,0.74,0.86,3168.31,46.15,7.75,1.54,1.02
01:55:14.850,0.22,0.85,1.28,1.52,2786.01,38.19,7.86,1.8,0.87
01:55:14.947,0.25,0.74,1.62,1.99,3107.31,58.45,7.44,1.88,0.71
01:55:15.045,0.33,0.7,0.77,0.57,4097.19,75.29,7.46,1.46,0.7
01:55:15.145,0.33,0.7,0.78,0.58,4118.63,75.65,7.56,1.5,0.71
01:55:15.245,0.33,0.7,0.78,0.57,4133.9,75.4,7.53,1.49,0.69
01:55:15.345,0.28,0.8,0.63,0.47,3484.71,53.93,7.46,1.41,0.75
