CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
70,260,15113.06,3920.2,241.39
90,260,14555.2,3037.77,186.12
110,260,13168.68,2243.75,137.96
130,260,13507.82,2101.57,129.36
150,260,13710.43,2132.85,131.15
170,260,13331.75,2114.66,130.14
190,260,13647.01,2106.78,129.15
210,260,13682.99,2089.24,128.61
230,260,13780.22,2121.15,129.71
250,260,-248451.09,2111.24,128.81
70,260,15885.76,4273.17,261.17
90,260,14488.42,3098.83,189.45
110,260,13216.03,2249.75,137.76
130,260,13486.11,2160.92,132.75
150,260,13820.15,2175.97,132.9
170,260,13509.42,2154.47,131.8
190,260,13967.92,2169.46,133.02
210,260,13600.87,2141.13,131.28
230,260,-248037.28,2154.0,131.76
250,260,14181.65,2169.36,132.58
70,260,15635.56,4154.53,256.16
90,260,14281.26,3025.1,186.86
110,260,13883.43,2334.31,145.28
130,260,13803.86,2179.35,134.87
150,260,13897.27,2178.37,134.26
170,260,13782.12,2161.64,132.6
190,260,13625.56,2146.22,132.51
210,260,14031.35,2167.15,132.71
230,260,13961.44,2146.92,131.12
250,260,14022.93,2137.08,130.72
