CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
250,0,4351.78,0,19.06
230,0,4349.88,0,20.6
210,0,4332.21,0,22.42
190,0,4312.2,0,24.77
170,0,4439.85,0,28.38
150,0,4532.28,0,33.12
130,0,4220.98,0,35.78
110,0,4325.25,0,43.76
90,0,4954.35,0,59.62
70,0,7070.81,0,107.17
250,0,4415.51,0,19.5
230,0,4537.28,0,22.03
210,0,4294.49,0,22.22
190,0,4294.66,0,24.63
170,0,4260.1,0,27.17
150,0,4565.0,0,33.42
130,0,4168.45,0,35.36
110,0,4388.52,0,44.44
90,0,5016.63,0,60.64
70,0,7202.08,0,109.36
250,0,4307.22,0,18.74
230,0,4191.62,0,19.71
210,0,4194.9,0,21.5
190,0,4125.79,0,23.48
170,0,4270.19,0,27.12
150,0,4386.56,0,31.94
130,0,4056.81,0,34.14
110,0,4159.12,0,41.88
90,0,4818.31,0,58.0
70,0,6942.75,0,105.25
