CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
70,0,13545.67,0,206.65
90,0,5293.28,0,63.02
110,0,4858.96,0,47.28
130,0,4680.12,0,38.84
150,0,4570.2,0,33.36
170,0,4594.79,0,29.88
190,0,4658.82,0,27.28
210,0,4889.71,0,26.22
230,0,5072.56,0,24.83
250,0,5765.93,0,27.41
70,0,12639.57,0,192.72
90,0,4989.11,0,59.3
110,0,4622.93,0,44.98
130,0,5273.73,0,44.16
150,0,4448.26,0,32.36
170,0,4657.21,0,30.47
190,0,5398.32,0,32.86
210,0,5393.38,0,29.6
230,0,5688.13,0,29.22
250,0,5533.54,0,25.47
70,0,14219.04,0,216.69
90,0,5084.54,0,60.44
110,0,4987.36,0,48.51
130,0,4622.67,0,38.27
150,0,4688.65,0,34.24
170,0,4788.8,0,31.54
190,0,4743.93,0,27.85
210,0,4995.37,0,26.85
230,0,5860.94,0,30.12
250,0,5161.55,0,23.21
