Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
9.5275e-05,320.695,250.962,571.656
0.101083,1125.94,878.657,2004.6
0.201485,108.872,78.688,187.56
0.301256,532.455,343.968,876.423
0.401757,689.284,409.476,1098.76
0.50125,257.761,250.164,507.925
0.601752,61.831,43.0694,104.9
0.702254,604.955,624.402,1229.36
0.802826,2667.52,2517.54,5185.07
0.90229,60.6522,56.0256,116.678
1.00278,34.6061,32.0813,66.6874
1.10328,94.3942,51.0336,145.428
1.20278,37.3094,32.4079,69.7173
1.30229,127.028,110.586,237.614
1.4028,115.441,101.938,217.379
1.5033,97.7766,89.9789,187.756
1.6028,139.095,103.473,242.568
1.70238,772.624,709.196,1481.82
1.80601,2390.59,1666.09,4056.68
1.90612,2841.66,2512.01,5353.67
2.00664,2930.78,2892.09,5822.87
2.10615,2937.04,2908.58,5845.62
2.20667,2925.96,2913.39,5839.36
2.30828,3022.31,2548.96,5571.27
2.41029,2713.56,2521.05,5234.62
2.51809,4412.9,4263.54,8676.43
2.62181,4427.56,4402.43,8830
2.72195,4540.87,4511.88,9052.75
2.82243,3952.38,3524.7,7477.08
2.92188,2912.87,2892.93,5805.8
3.02142,2869.82,2859.91,5729.74
3.12195,2918.81,2909.33,5828.14
3.22248,2905.03,2895.02,5800.06
3.32202,2873.48,2862.35,5735.83
3.42255,2927.04,2906.75,5833.8
3.52307,2916.2,2908.05,5824.25
3.62258,2899.69,2890.53,5790.22
3.72209,2908.55,2895.93,5804.48
3.82255,2966.73,2936.32,5903.05
3.92307,2899.98,2890.99,5790.97
4.02259,2876.06,2867.5,5743.56
4.12311,2932.82,2917.35,5850.17
4.22364,2933.81,2915.58,5849.39
4.3232,2915.99,2898.83,5814.82
4.42274,2886.09,2876.84,5762.93
4.52327,2939.16,2862.74,5801.9
4.62377,2906.38,2895.37,5801.75
4.7233,2876.37,2869.01,5745.38
4.82379,3003.66,2977.85,5981.51
4.92428,2906.8,2900.8,5807.6
5.02381,2908.13,2897.92,5806.05
5.12337,2918.73,2896.15,5814.88
5.2239,2950.18,2874.92,5825.1
5.32433,2951.35,2926.95,5878.3
5.42373,2868.01,2860.75,5728.76
5.52425,2919.66,2907.66,5827.32
5.62479,2905.97,2898.27,5804.24
5.72532,2912.65,2908.42,5821.07
5.8248,2940.25,2883.67,5823.92
5.9253,2899.48,2879.69,5779.17
6.02582,2903.07,2897.99,5801.06
6.12634,2674.4,2555.76,5230.16
6.22667,3518.97,2286.54,5805.5
6.3265,2548.54,2128.13,4676.67
6.4269,2386.35,1654.01,4040.36
6.52981,853.509,647.073,1500.58
6.63635,536.958,390.157,927.115
6.74662,529.434,379.235,908.669
6.84973,442.188,267.257,709.445
6.95136,408.234,234.891,643.125
7.05383,479.225,289.836,769.061
7.15548,709.638,398.036,1107.67
7.256,532.503,310.68,843.183
7.35781,418.019,239.11,657.129
7.45893,453.47,264.775,718.245
7.55947,470.363,282.426,752.79
7.659,625.102,350.131,975.233
7.76979,746.054,454.253,1200.31
7.86988,473.064,262.999,736.063
7.97342,939.014,519.498,1458.51
8.07389,534.376,280.176,814.552
8.17341,401.343,225.892,627.235
8.28983,2185.56,905.258,3090.82
8.3938,657.577,326.585,984.161
8.4978,579.679,215.604,795.283
8.59789,543.893,182.106,725.999
8.69744,533.778,184.823,718.601
8.79692,562.423,227.366,789.789
8.89742,507.956,161.921,669.877
8.99813,1892.91,415.27,2308.18
9.09771,5769.23,3187.8,8957.04
9.1983,2966.55,1815.58,4782.13
9.29787,4757.65,2241.65,6999.3
9.39747,4155.85,1107.83,5263.68
9.5018,1119.92,666.914,1786.83
9.60191,710.941,317.857,1028.8
9.70246,620.189,247.167,867.357
9.80295,670.983,296.753,967.736
9.90241,527.319,168.404,695.723
10.0029,525.62,168.945,694.565
10.1035,518.312,153.123,671.435
10.2117,3230.42,1212.22,4442.64
10.3124,5760.3,3265.47,9025.77
10.4121,3731.14,2077.56,5808.7
10.5127,4496.01,1157.04,5653.05
10.6138,2427.36,1234.67,3662.03
10.7178,821.084,426.316,1247.4
10.8178,748.918,356.975,1105.89
10.9181,615.539,259.951,875.489
11.0185,532.317,176.269,708.586
11.1191,531.685,170.845,702.529
11.2186,531.951,177.51,709.462
11.3191,529.328,167.131,696.459
11.4193,7281.88,3497.93,10779.8
11.5194,3462.34,2004.12,5466.45
11.6197,4906.4,2050.1,6956.49
11.7204,3614.49,1107.71,4722.21
11.8219,2191.33,1658.31,3849.65
11.9259,3323.62,2382.86,5706.48
12.0299,908.396,707.545,1615.94
12.1338,289.33,215.624,504.954
12.2339,230.454,175.076,405.53
12.3344,230.682,175.407,406.09
12.435,210.51,157.003,367.513
12.5346,212.287,151.304,363.592
12.6341,196.168,147.679,343.847
12.7345,294.777,232.918,527.695
12.8349,222.545,164.43,386.975
12.9344,222.136,158.188,380.324
13.0339,210.567,149.175,359.742
13.1344,195.83,141.004,336.834
13.235,189.159,136.696,325.855
13.3345,188.957,136.463,325.42
13.435,211.803,155.862,367.665
13.5355,193.08,138.169,331.249
13.6378,2129.2,837.26,2966.46
13.7418,840.6,475.449,1316.05
13.8419,631.707,253.949,885.656
13.9424,542.685,187.108,729.793
14.0429,522.056,165.301,687.357
14.1424,528.926,179.503,708.429
14.2429,499.187,153.579,652.766
14.3435,603.31,185.452,788.762
14.4432,6655.11,3153.75,9808.86
14.5592,3522.9,2065.71,5588.61
14.6586,4942.89,1983.51,6926.4
14.7618,3545.73,1231.32,4777.05
14.8619,876.73,472.983,1349.71
14.9614,741.47,320.922,1062.39
15.062,704.161,309.116,1013.28
15.1625,574.82,207.092,781.912
15.2621,524.996,168.108,693.104
15.3626,532.372,179.091,711.463
15.4631,521.487,164.352,685.839
15.5642,4841.82,2157.02,6998.84
15.6642,4738.09,2689.99,7428.08
15.7658,4491.23,2491.1,6982.33
15.8653,4476.36,913.776,5390.14
15.9649,3455.69,1928.99,5384.69
16.0654,4984.27,2661.59,7645.85
16.1659,5047.14,2691.17,7738.31
16.2655,4963.03,2653.37,7616.4
16.3907,5626.33,3189.15,8815.48
16.5177,3021.89,2056.02,5077.91
16.6216,868.123,663.111,1531.23
16.7258,308.987,238.662,547.649
16.8259,281.737,232.031,513.768
16.9264,224.777,167.604,392.381
17.0269,225.577,160.883,386.46
17.1264,270.593,191.135,461.729
17.2269,209.996,150.728,360.724
17.3275,236.931,167.193,404.124
17.427,203.935,141.417,345.352
17.5265,214.836,150.873,365.709
17.6271,191.155,133.635,324.79
17.7276,233.244,171.456,404.7
17.827,336.003,238.205,574.209
17.9275,212.549,144.66,357.21
18.0281,221.603,152.609,374.212
18.1286,212.676,149.334,362.01
18.2378,1996.01,777.957,2773.97
18.3379,574.632,229.512,804.144
18.4375,894.833,410.663,1305.5
18.537,583.243,248.74,831.983
18.6376,553.967,190.836,744.804
18.737,558.213,217.013,775.226
18.8365,545.643,185.481,731.124
18.9369,503.586,160.99,664.576
19.0375,7101.31,3380.3,10481.6
19.1411,3424.11,2043.73,5467.84
19.2403,5039.62,2078.01,7117.62
19.3403,3740.39,1093.71,4834.11
19.4406,2118.14,1606.5,3724.64
19.5939,2553.18,1852.28,4405.45
19.6978,510.009,380.534,890.543
19.7978,381.927,315.785,697.712
19.8983,264.433,182.154,446.587
19.9988,262.932,183.964,446.895
20.0983,210.603,142.368,352.971
20.1978,243.045,170.742,413.787
20.2984,234.541,162.518,397.059
20.3989,243.618,173.034,416.652
20.4985,199.477,140.341,339.818
20.599,278.138,176.914,455.052
20.6996,204.121,139.695,343.816
20.799,264.122,204.419,468.541
20.8995,215.977,145.265,361.242
21,213.072,150.225,363.297
21.1005,225.251,153.898,379.149
21.2018,1648.99,553.845,2202.83
21.3058,1174.3,687.066,1861.37
21.4059,612.015,276.253,888.267
21.5064,556.544,202.578,759.122
21.606,540.724,188.868,729.593
21.7065,522.753,163.982,686.735
21.807,619.862,251.306,871.167
21.9064,523.985,160.458,684.444
22.0076,3339.95,1245,4584.95
22.1086,5753.29,3264.23,9017.52
22.2084,3911.17,2215.03,6126.19
22.3091,4517.28,1139.67,5656.95
22.4096,3594.47,2074.35,5668.82
22.5092,2173.51,1701.22,3874.72
22.6098,2135.87,1473.93,3609.8
22.7138,571.514,431.446,1002.96
22.8177,311.529,255.022,566.551
22.9178,237.822,173.681,411.503
23.0174,278.535,199.26,477.795
23.1179,208.846,148.531,357.377
23.2184,227.604,163.614,391.219
23.3179,237.435,166.828,404.263
23.4175,206.548,150.355,356.904
23.5181,227.784,161.495,389.279
23.6176,260.496,184.509,445.004
23.7171,209.398,150.594,359.992
23.8176,280.108,232.216,512.324
23.9182,256.845,189.368,446.213
24.0177,224.33,148.327,372.657
24.1183,206.618,143.641,350.259
24.2338,1543.89,542.045,2085.94
24.3378,1055.03,594.486,1649.51
24.4379,541.43,209.373,750.803
24.5384,658.827,240.167,898.994
24.638,579.113,219.258,798.371
24.7374,573.057,224.661,797.718
24.8378,524.578,176.929,701.507
24.9382,524.285,161.104,685.389
25.0394,3987.46,1642.22,5629.68
25.1418,5268.26,2978.8,8247.06
25.2434,4325.62,2405.48,6731.1
25.343,4385.96,902.128,5288.08
