Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
8.7435e-05,467.616,460.131,927.747
0.0997087,1146.19,935.387,2081.57
0.200251,302.817,171.871,474.688
0.299856,1014.49,764.468,1778.95
0.400439,422.52,407.31,829.83
0.500965,303.873,256.362,560.236
0.600527,373.33,315.55,688.88
0.701109,429.131,422.379,851.51
0.801774,403.642,334.241,737.883
0.901329,396.792,327.544,724.337
1.00187,400.58,353.77,754.35
1.10246,472.432,458.343,930.775
1.20197,364.974,296.876,661.85
1.30257,439.449,361.823,801.272
1.40316,409.018,400.106,809.124
1.50274,442.984,390.797,833.781
1.60331,357.447,293.782,651.229
1.70387,382.85,341.631,724.481
1.80347,565.807,525.722,1091.53
1.90404,317.097,266.817,583.914
2.00457,375.958,306.673,682.631
2.10416,355.734,338.512,694.246
2.20475,450.826,425.226,876.052
2.30533,392.635,310.318,702.953
2.40491,366.786,326.696,693.482
2.50553,484.07,444.42,928.49
2.60512,379.55,304.871,684.421
2.70468,403.353,335.066,738.419
2.80521,571.583,635.248,1206.83
2.90577,429.708,376.694,806.401
3.00532,360.687,289.315,650.002
3.1059,401.206,353.066,754.273
3.20649,408.625,394.961,803.587
3.30608,474.369,484.863,959.231
3.40663,518.331,414.228,932.559
3.50719,416.323,371.54,787.864
3.60678,484.215,455.732,939.948
3.70737,486.467,398.52,884.987
3.80698,755.672,733.638,1489.31
3.90661,425.8,405.243,831.043
4.00718,394.336,322.328,716.664
4.10674,406.673,336.225,742.898
4.20625,509.35,391.844,901.194
4.30685,451.764,422.892,874.656
4.40642,385.263,302.751,688.014
4.50598,395.907,361.864,757.772
4.60649,430.9,396.605,827.506
4.70596,361.599,308.116,669.715
4.80542,374.415,301.453,675.868
4.90597,428.472,375.822,804.294
5.00654,478.248,445.811,924.058
5.10605,320.728,267.378,588.106
5.20556,352.427,288.567,640.994
5.30618,481.121,426.859,907.98
5.40573,409.58,353.648,763.228
5.50527,333.418,273.353,606.771
5.60582,429.793,371.223,801.016
5.70539,412.389,396.181,808.57
5.80488,367.951,319.756,687.706
5.90541,386.38,328.038,714.417
6.00598,391.031,386.319,777.35
6.10575,362.36,304.209,666.569
6.20631,339.909,277.321,617.23
6.30586,418.802,368.113,786.916
6.40544,376.767,367.384,744.151
6.50601,332.073,278.336,610.409
6.6056,368.806,316.722,685.528
6.70505,402.509,393.718,796.227
6.8056,397.876,339.434,737.309
6.90619,424.522,351.976,776.497
7.00575,430.471,379.245,809.716
7.10636,538.764,614.76,1153.52
7.2059,396.326,314.021,710.346
7.3055,415.651,354.401,770.053
7.40608,457.38,417.568,874.948
7.50559,345.475,291.98,637.456
7.60507,401.243,316.533,717.776
7.70567,420.977,361.979,782.956
7.80626,507.907,478.828,986.734
7.90577,339.718,277.219,616.937
8.00636,430.569,365.546,796.115
8.10696,388.648,373.854,762.502
8.20648,334.395,283.956,618.351
8.30699,404.847,324.957,729.804
8.40756,398.683,355.365,754.047
8.50722,436.347,430.435,866.781
8.60779,362.403,292.624,655.027
8.70839,446.017,382.954,828.97
8.80804,456.38,430.5,886.88
8.90852,340.895,287.359,628.254
9.00898,442.131,343.165,785.295
9.10854,387.834,354.702,742.536
9.21105,421.78,393.268,815.048
9.30961,309.564,257.313,566.876
9.40918,393.697,354.109,747.806
9.50876,413.274,387.057,800.331
9.60935,378.687,312.404,691.091
9.70891,339.028,279.75,618.778
9.80852,477.339,435.226,912.564
9.90913,442.498,420.409,862.907
10.0087,342.614,277.422,620.036
10.1092,401.892,361.935,763.827
10.2098,411.305,393.713,805.018
10.3093,328.47,278.045,606.515
10.4098,357.869,286.765,644.634
10.5103,432.904,407.756,840.66
10.6099,374.484,352.779,727.263
10.7095,338.143,275.83,613.972
10.81,426.639,381.651,808.29
10.9106,441.112,412.78,853.891
11.01,325.709,277.107,602.816
11.1105,350.958,281.969,632.927
11.2111,426.784,377.204,803.988
11.3107,396.58,389.154,785.733
11.4103,335.772,278.817,614.589
11.5109,389.138,345.481,734.619
11.6104,398.541,382.94,781.481
11.7108,315.137,270.799,585.935
11.8113,375.907,315.167,691.073
11.9119,452.472,409.101,861.573
12.0115,443.863,412.692,856.555
12.112,370.344,306.298,676.643
12.2126,491.359,556.131,1047.49
12.3122,415.972,396.036,812.008
12.4127,360.201,289.538,649.739
12.5132,455.402,361.322,816.724
12.6127,415.959,395.133,811.092
12.7123,387.437,355.946,743.382
12.8128,397.823,326.359,724.182
12.9124,368.213,322.467,690.68
13.012,448.835,420.703,869.539
13.1125,345.51,283.485,628.995
13.212,354.2,288.79,642.99
13.3115,339.45,307.978,647.428
13.4121,445.247,425.921,871.168
13.5127,328.632,279.487,608.119
13.6122,357.79,312.326,670.116
13.7128,383.207,347.782,730.989
13.8134,385.485,346.676,732.161
13.9129,334.388,275.023,609.411
14.0135,383.233,334.476,717.709
14.1141,528.964,469.833,998.797
14.2136,302.338,256.208,558.546
14.3141,375.521,304.944,680.465
14.4152,475.747,453.766,929.513
14.5147,358.458,305.899,664.356
14.6153,381.248,314.684,695.932
14.7149,361.67,318.744,680.414
14.8155,613.169,552.799,1165.97
14.915,389.459,321.367,710.825
15.0145,425.885,364.766,790.652
15.1151,405.11,383.988,789.098
15.2157,371.232,326.481,697.713
15.3152,333.999,279.611,613.61
15.4158,359.834,323.167,683
15.5164,432.597,415.364,847.961
15.6159,311.265,259.448,570.713
15.7165,462.193,406.814,869.007
15.817,416.613,404.51,821.123
15.9166,389.449,322.23,711.679
16.0171,342.872,276.283,619.155
16.1177,409.978,368.552,778.531
16.2173,464.473,428.335,892.808
16.3178,351.032,285.8,636.833
16.4181,444.445,366.982,811.427
16.5185,408.256,395.927,804.183
16.6181,382.274,331.519,713.793
16.7176,381.893,303.304,685.197
16.8182,480.714,421.589,902.303
16.9178,392.658,384.608,777.266
17.0174,417.859,330.386,748.245
17.1179,482.825,409.049,891.874
17.2175,417.473,385.748,803.221
17.317,352.486,308.808,661.294
17.4176,374.785,293.848,668.633
17.5182,470.2,407.801,878.001
17.6178,385.186,371.194,756.38
17.7183,403.691,333.244,736.935
17.8178,465.797,361.363,827.161
17.9174,415.003,399.244,814.247
18.018,419.701,376.013,795.714
18.1175,392.28,309.838,702.117
18.217,396.039,355.151,751.19
18.3177,460.111,436.54,896.65
18.4173,361.811,294.576,656.387
18.5169,383.446,303.132,686.578
18.6175,411.133,393.958,805.091
18.7171,373.905,337.411,711.316
18.8166,419.172,340.918,760.09
18.9171,399.833,353.089,752.922
19.0176,467.606,436.673,904.279
19.1172,364.329,310.645,674.973
19.2177,469.529,367.757,837.286
19.3182,401.338,366.236,767.574
19.4179,420.236,399.791,820.027
19.5184,343.171,277.402,620.573
19.619,420.468,349.486,769.954
19.7185,453.469,401.011,854.481
19.8191,410.272,372.256,782.528
19.9197,458.02,356.558,814.578
20.0192,363.331,324.381,687.712
20.1198,439.948,421.699,861.646
20.2203,341.752,282.137,623.889
20.3198,617.503,607.394,1224.9
20.4194,390.516,372.863,763.379
20.52,430.83,341.293,772.123
20.6196,413.854,339.282,753.136
20.7192,341.845,313.579,655.425
20.8198,509.524,482.391,991.915
20.9194,319.483,261.905,581.388
21.0199,413.921,351.153,765.075
21.1205,382.848,370.383,753.231
21.2201,357.342,305.188,662.531
21.3206,350.589,279.822,630.412
21.4212,350.177,313.146,663.323
21.5207,421.769,396.623,818.392
21.6203,308.883,258.132,567.015
21.7209,495.622,413.561,909.183
21.8205,448.847,417.617,866.464
21.921,387.014,320.368,707.382
22.0215,415.646,325.332,740.979
22.1211,366.641,322.841,689.482
22.2207,445.08,416.074,861.154
22.3212,383.471,311.594,695.065
22.4207,445.971,360.471,806.443
22.5203,386.34,374.232,760.573
22.6209,388.576,323.169,711.745
22.7204,387.102,306.641,693.744
22.82,474.976,422.965,897.941
22.9205,413.025,390.267,803.292
23.0201,335.86,273.879,609.738
23.1196,373.458,295.506,668.964
23.2202,392.881,362.346,755.226
23.3207,413.607,371.585,785.192
23.4203,320.293,258.357,578.65
23.5209,426.578,367.088,793.666
23.6214,420.277,390.34,810.617
23.7209,332.749,265.71,598.459
23.8214,462.902,371.899,834.801
23.922,420.197,391.997,812.195
24.0216,393.634,360.915,754.548
24.1222,389.13,305.907,695.037
24.2228,419.677,369.607,789.284
24.3222,392.345,372.277,764.622
24.4228,324.171,272.67,596.841
24.5233,395.77,311.251,707.021
24.6229,505.224,414.754,919.978
24.7226,452.974,420.525,873.499
24.8231,447.953,357.824,805.777
24.9227,431.521,372.182,803.703
25.0222,417.703,384.86,802.563
25.1229,359.407,298.845,658.252
25.2225,381.519,297.36,678.879
25.323,434.42,379.363,813.783
25.4236,412.719,385.758,798.477
25.5233,337.994,270.93,608.924
25.6239,387.345,341.813,729.158
25.7235,417.257,386.64,803.896
25.823,396.647,326.236,722.883
25.9235,352.855,280.697,633.552
26.024,452.735,406.353,859.089
26.1236,381.359,352.89,734.249
26.2241,359.852,286.499,646.35
