CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,855.63,607.13,9.43
105,240,849.18,614.09,9.71
105,220,855.32,605.95,9.44
105,200,853.4,605.97,9.45
105,180,854.53,604.63,9.43
105,160,854.29,607.25,9.43
105,140,855.14,605.31,9.43
105,120,850.75,603.21,9.42
105,100,850.31,607.35,9.42
100,260,908.73,675.66,10.61
100,240,901.5,674.88,10.5
100,220,894.56,671.08,10.43
100,200,908.22,681.76,10.58
100,180,847.69,636.71,9.89
100,160,922.45,691.58,10.72
100,140,918.5,688.08,10.68
100,120,857.25,648.19,9.98
100,100,863.74,643.82,10.01
95,260,832.24,635.95,10.09
95,240,828.38,650.31,10.04
95,220,863.18,674.98,10.52
95,200,826.87,647.52,10.03
95,180,835.57,653.99,10.16
95,160,831.21,651.07,10.08
95,140,946.15,751.78,11.58
95,120,828.81,638.16,10.08
95,100,831.04,655.58,10.1
90,260,908.16,757.12,11.86
90,240,828.03,672.33,10.58
90,220,786.03,637.54,10.02
90,200,817.8,669.73,10.42
90,180,799.94,648.56,10.2
90,160,804.21,658.28,10.24
90,140,801.2,658.9,10.21
90,120,788.23,640.06,10.04
90,100,802.67,645.76,10.22
85,260,834.79,725.03,11.33
85,240,839.16,739.88,11.75
85,220,850.23,738.75,11.51
85,200,813.78,696.16,10.91
85,180,830.19,716.99,11.16
85,160,797.93,676.18,10.66
85,140,840.67,725.52,11.27
85,120,824.09,726.91,11.17
85,100,835.1,713.52,11.23
80,260,844.87,771.54,12.05
80,240,833.5,758.57,11.84
80,220,839.69,774.03,12.01
80,200,833.19,758.6,11.91
80,180,855.22,781.75,12.22
80,160,873.41,793.53,12.52
80,140,832.66,755.82,11.9
80,120,874.17,807.7,12.55
80,100,852.42,771.6,12.14
75,260,827.49,800.08,12.48
75,240,831.77,795.0,12.5
75,220,802.81,771.97,12.06
75,200,823.07,789.76,12.37
75,180,849.87,814.68,12.8
75,160,802.8,766.68,12.01
75,140,819.46,786.51,12.25
75,120,836.08,820.08,12.84
75,100,833.8,788.64,12.51
70,260,891.12,920.49,14.34
70,240,888.29,909.55,14.37
70,220,927.65,972.32,15.37
70,200,886.32,914.87,14.26
70,180,864.11,882.13,13.89
70,160,868.39,884.28,13.91
70,140,859.48,879.04,13.79
70,120,875.75,897.72,14.09
70,100,840.46,854.75,13.42
65,260,920.27,989.14,15.64
65,240,874.48,946.43,14.8
65,220,869.59,926.66,14.73
65,200,885.73,948.88,15.02
65,180,911.91,985.07,15.57
65,160,869.94,929.76,14.78
65,140,901.78,982.19,15.33
65,120,1030.56,1121.5,17.74
65,100,885.46,950.89,14.96
105,260,852.09,606.9,9.45
105,240,853.39,611.52,9.45
105,220,853.69,615.82,9.48
105,200,857.66,618.51,9.52
105,180,874.71,643.01,9.88
105,160,855.05,614.82,9.63
105,140,852.38,602.26,9.43
105,120,846.79,608.36,9.41
105,100,851.19,607.78,9.44
100,260,869.9,669.2,10.32
100,240,922.26,685.81,10.74
100,220,900.81,673.24,10.49
100,200,886.74,661.24,10.29
100,180,904.85,696.26,10.99
100,160,886.74,664.12,10.31
100,140,883.69,651.36,10.28
100,120,879.96,665.81,10.24
100,100,903.02,685.43,10.53
95,260,838.55,655.34,10.18
95,240,840.8,648.79,10.18
95,220,847.5,664.03,10.28
95,200,955.76,744.74,11.66
95,180,926.11,728.19,11.3
95,160,872.84,683.76,10.62
95,140,949.68,742.93,11.58
95,120,968.29,759.69,11.82
95,100,904.77,703.0,11.04
90,260,794.57,644.38,10.12
90,240,814.13,664.27,10.38
90,220,808.23,664.16,10.28
90,200,806.73,656.02,10.27
90,180,811.11,664.08,10.36
90,160,849.87,694.21,10.81
90,140,794.9,648.7,10.13
90,120,839.24,677.08,10.67
90,100,808.39,656.26,10.29
85,260,851.53,744.6,11.57
85,240,839.95,722.45,11.25
85,220,827.03,712.63,11.04
85,200,855.69,743.05,11.49
85,180,815.8,704.87,10.92
85,160,833.67,712.18,11.16
85,140,823.27,700.75,11.06
85,120,906.74,797.98,12.58
85,100,857.92,750.38,11.57
80,260,844.62,771.64,12.03
80,240,847.58,779.25,12.11
80,220,840.33,761.15,11.97
80,200,831.96,768.75,11.86
80,180,813.65,740.19,11.6
80,160,830.88,756.66,11.86
80,140,823.12,758.9,11.76
80,120,823.58,756.5,11.73
80,100,824.92,755.24,11.76
75,260,803.67,766.66,12.04
75,240,815.19,779.73,12.22
75,220,803.76,770.63,12.04
75,200,827.88,796.31,12.44
75,180,857.79,846.0,13.09
75,160,796.87,765.08,11.93
75,140,802.69,773.33,12.03
75,120,810.13,779.69,12.16
75,100,819.3,791.58,12.28
70,260,894.8,928.2,14.5
70,240,875.98,900.92,14.07
70,220,894.71,926.6,14.44
70,200,892.28,917.29,14.34
70,180,896.34,913.71,14.38
70,160,880.04,904.96,14.1
70,140,898.75,919.45,14.46
70,120,872.26,889.21,13.97
70,100,888.9,918.39,14.32
65,260,868.25,932.07,14.64
65,240,902.81,979.42,15.26
65,220,880.48,945.93,14.84
65,200,880.64,939.58,14.83
65,180,888.23,953.29,15.01
65,160,889.98,947.8,15.02
65,140,887.66,955.31,15.02
65,120,892.33,952.03,15.09
