CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,724.38,933.16,8.01
105,240,726.91,933.23,8.04
105,220,724.4,953.27,8.02
105,200,725.41,955.63,8.04
105,180,725.96,951.18,8.03
105,160,723.63,957.05,8.03
105,140,754.03,970.0,8.35
105,120,733.36,884.52,8.1
105,100,763.38,799.75,8.46
100,260,713.84,989.47,8.35
100,240,719.83,1015.43,8.4
100,220,733.61,1021.93,8.56
100,200,724.55,1009.64,8.46
100,180,721.57,1008.08,8.42
100,160,729.25,1015.91,8.54
100,140,735.09,986.21,8.6
100,120,735.9,951.99,8.6
100,100,778.02,855.7,9.08
95,260,686.83,996.52,8.33
95,240,669.31,973.33,8.11
95,220,679.25,988.79,8.22
95,200,723.13,1048.05,8.78
95,180,705.13,1026.67,8.57
95,160,679.32,990.27,8.26
95,140,680.68,964.49,8.24
95,120,690.3,928.49,8.37
95,100,713.14,815.1,8.63
90,260,648.49,992.87,8.3
90,240,647.94,990.61,8.29
90,220,661.81,1013.22,8.46
90,200,657.84,1005.31,8.38
90,180,658.05,1006.26,8.42
90,160,650.23,999.36,8.32
90,140,658.99,987.13,8.42
90,120,661.93,928.89,8.46
90,100,728.47,887.61,9.41
85,260,644.34,1036.56,8.92
85,240,653.46,1033.99,8.73
85,220,633.76,1016.56,8.47
85,200,643.96,1029.53,8.63
85,180,640.36,1027.46,8.62
85,160,640.22,1026.38,8.56
85,140,638.27,987.01,8.54
85,120,645.66,944.92,8.61
85,100,679.36,863.57,9.13
80,260,613.84,1034.04,8.75
80,240,594.79,1008.46,8.46
80,220,599.17,1019.33,8.62
80,200,600.18,1018.66,8.5
80,180,-261544.35,1006.95,8.57
80,160,605.91,1020.74,8.62
80,140,597.98,980.71,8.5
80,120,600.51,931.76,8.53
80,100,626.87,847.41,8.94
75,260,596.86,1042.36,8.97
75,240,601.03,1060.14,9.05
75,220,599.53,1059.45,9.0
75,200,578.08,1024.91,8.66
75,180,584.16,1038.79,8.79
75,160,579.67,1021.07,8.68
75,140,586.24,1010.13,8.81
75,120,582.41,963.83,8.74
75,100,607.47,869.71,9.43
70,260,576.76,1091.92,9.64
70,240,577.03,1060.46,9.24
70,220,584.96,1087.64,9.43
70,200,577.83,1073.35,9.25
70,180,585.25,1096.62,9.4
70,160,572.13,1058.1,9.18
70,140,573.53,1067.07,9.55
70,120,575.72,1005.79,9.27
70,100,589.17,883.97,9.45
65,260,565.38,1088.96,9.66
65,240,543.16,1062.58,9.25
65,220,-261572.36,1105.63,9.82
65,200,541.48,1068.62,9.24
65,180,542.82,1068.56,9.26
65,160,557.79,1111.09,9.81
65,140,545.82,1055.43,9.35
65,120,559.78,1029.04,9.6
65,100,565.42,885.44,9.66
105,260,725.5,913.12,8.0
105,240,722.93,927.14,7.98
105,220,725.48,946.98,8.01
105,200,728.99,937.27,8.06
105,180,729.66,943.86,8.05
105,160,728.14,948.04,8.05
105,140,731.36,925.34,8.08
105,120,733.43,874.84,8.12
105,100,762.47,800.56,8.44
100,260,716.82,976.23,8.38
100,240,732.55,1000.35,8.55
100,220,714.0,981.5,8.32
100,200,733.21,994.24,8.57
100,180,734.65,991.23,8.57
100,160,739.5,1013.46,8.64
100,140,727.25,978.27,8.48
100,120,739.96,942.38,8.61
100,100,757.86,839.46,8.82
95,260,676.66,969.28,8.29
95,240,689.74,988.22,8.36
95,220,683.02,971.22,8.3
95,200,685.21,978.21,8.31
95,180,692.54,1002.77,8.39
95,160,673.33,972.74,8.16
95,140,691.24,977.47,8.39
95,120,695.07,920.91,8.43
95,100,740.13,855.29,9.1
90,260,653.14,989.69,8.33
90,240,649.23,967.48,8.24
90,220,652.02,997.99,8.33
90,200,656.83,997.47,8.37
90,180,659.08,999.77,8.41
90,160,678.02,1021.0,8.63
90,140,663.46,995.61,8.55
90,120,654.01,907.45,8.32
90,100,702.06,827.41,8.95
85,260,641.51,1032.7,8.59
85,240,640.81,1010.08,8.55
85,220,635.38,1003.8,8.5
85,200,633.06,1020.41,8.44
85,180,675.01,1049.28,9.05
85,160,684.94,1080.1,9.19
85,140,642.36,994.85,8.61
85,120,635.76,933.72,8.47
85,100,681.61,856.05,9.13
80,260,596.59,1007.88,8.45
80,240,600.65,1011.7,8.53
80,220,599.04,1002.46,8.51
80,200,605.41,1021.19,8.64
80,180,597.63,1003.66,8.47
80,160,600.84,1011.66,8.55
80,140,597.48,987.18,8.47
80,120,633.03,1006.52,9.28
80,100,628.73,833.0,8.94
75,260,581.15,1015.69,8.72
75,240,594.4,1042.01,8.9
75,220,588.38,1041.38,8.8
75,200,579.07,1015.49,8.67
75,180,579.22,1019.04,8.65
75,160,586.9,1028.08,8.8
75,140,591.65,1024.32,8.86
75,120,580.82,971.81,8.97
75,100,609.31,859.52,9.17
70,260,583.14,1066.12,9.36
70,240,576.23,1074.59,9.23
70,220,594.54,1092.89,9.56
70,200,594.07,1092.99,9.59
70,180,612.2,1129.72,9.89
70,160,576.09,1072.48,9.29
70,140,596.66,1082.02,9.66
70,120,574.29,998.1,9.26
70,100,641.61,987.25,10.49
65,260,546.14,1059.47,9.29
65,240,549.56,1071.62,9.31
65,220,549.26,1056.26,9.32
65,200,582.94,1116.01,9.89
65,180,571.64,1103.01,9.84
65,160,549.06,1060.77,9.34
65,140,549.35,1059.04,9.33
65,120,552.21,1010.24,9.4
65,100,568.27,883.96,9.64
105,260,727.44,936.67,8.03
105,240,729.93,939.84,8.06
105,220,746.63,976.81,8.28
105,200,723.7,956.04,7.99
105,180,727.47,946.55,8.06
105,160,728.82,952.67,8.07
105,140,730.3,928.6,8.05
105,120,735.9,898.31,8.12
105,100,768.68,801.02,8.47
100,260,727.0,985.62,8.45
100,240,730.26,1015.27,8.55
100,220,719.98,1002.2,8.42
100,200,709.85,994.72,8.31
100,180,723.59,1014.24,8.44
100,160,727.03,1018.54,8.51
100,140,722.06,976.41,8.39
100,120,725.23,932.78,8.45
100,100,764.36,842.27,8.91
95,260,682.7,988.72,8.27
95,240,691.2,1001.27,8.38
95,220,701.71,1019.33,8.52
95,200,689.88,997.64,8.38
95,180,683.17,996.51,8.3
95,160,672.72,985.14,8.15
95,140,674.41,961.79,8.2
95,120,681.09,916.47,8.26
95,100,714.42,804.02,8.64
90,260,659.5,1003.78,8.4
90,240,655.08,1001.1,8.34
90,220,659.81,1004.49,8.4
90,200,670.2,1040.63,8.66
90,180,665.68,1024.6,8.74
90,160,642.66,980.92,8.19
90,140,657.26,977.07,8.38
90,120,654.88,923.86,8.35
90,100,682.3,814.32,8.72
85,260,641.19,1019.77,8.6
85,240,636.89,1002.42,8.54
85,220,641.34,1025.97,8.58
85,200,647.15,1033.04,8.67
85,180,645.01,1033.8,8.62
85,160,644.05,1038.07,8.63
85,140,648.51,1031.84,8.83
85,120,644.18,957.86,8.61
85,100,674.71,843.8,9.06
80,260,602.59,1020.25,8.58
80,240,593.77,1009.69,8.44
80,220,603.68,1023.47,8.6
80,200,596.67,1023.72,8.48
80,180,600.86,1010.68,8.53
80,160,597.56,1032.18,8.5
80,140,607.34,1008.54,8.62
80,120,610.82,958.2,8.68
80,100,626.13,832.69,8.91
75,260,578.05,1020.5,8.69
75,240,582.02,1035.94,8.7
75,220,587.68,1028.34,8.82
75,200,582.93,1032.64,8.75
75,180,599.54,1074.38,9.26
75,160,594.47,1061.37,9.22
75,140,584.31,1013.86,8.75
75,120,584.27,958.89,8.75
75,100,603.93,850.71,9.07
70,260,576.87,1070.52,9.21
70,240,578.72,1102.88,9.73
70,220,587.85,1084.04,9.38
70,200,589.98,1108.88,9.53
70,180,567.21,1066.54,9.18
70,160,577.95,1077.4,9.24
70,140,579.65,1062.96,9.37
70,120,565.02,981.41,9.05
70,100,605.19,952.4,10.23
65,260,547.81,1064.41,9.29
65,240,550.26,1065.07,9.32
65,220,566.79,1115.0,9.92
65,200,548.74,1064.88,9.29
65,180,545.86,1066.49,9.25
65,160,561.53,1089.15,9.53
65,140,562.35,1102.18,9.82
65,120,550.71,996.69,9.34
65,100,572.34,898.75,9.69
