CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,2230.18,5551.32,24.28
105,240,2197.38,5441.56,23.88
105,220,2184.23,5046.71,23.94
105,200,2193.32,4593.02,23.95
105,180,2213.62,4196.91,24.22
105,160,2231.4,3783.63,24.4
105,140,2310.12,3428.94,25.21
105,120,2494.7,3186.97,27.24
105,100,6517.22,6008.73,70.75
100,260,2048.37,5501.07,23.73
100,240,2072.75,5453.7,23.9
100,220,2075.19,5052.64,24.06
100,200,2064.25,4574.22,23.91
100,180,2089.0,4176.6,24.19
100,160,2110.17,3787.93,24.47
100,140,2175.45,3412.25,25.16
100,120,2362.73,3196.16,27.37
100,100,6149.93,5982.13,70.49
95,260,2011.62,5597.91,24.11
95,240,1991.15,5436.04,23.88
95,220,1979.94,5074.63,24.07
95,200,1998.86,4624.75,24.01
95,180,1923.41,4216.03,24.28
95,160,2030.34,3768.23,24.35
95,140,2107.37,3418.87,25.33
95,120,2273.25,3191.0,27.3
95,100,5762.1,5866.75,69.03
90,260,1896.28,5597.85,23.97
90,240,1891.64,5502.89,23.99
90,220,1894.42,5059.33,23.97
90,200,1906.1,4640.93,24.07
90,180,1914.01,4182.36,24.19
90,160,1929.44,3783.38,24.41
90,140,1974.43,3420.08,25.09
90,120,2130.06,3190.32,27.3
90,100,5253.64,5682.03,66.25
85,260,1791.85,5595.74,23.93
85,240,1789.12,5465.98,23.89
85,220,1794.96,5046.59,23.95
85,200,1792.67,4600.69,23.95
85,180,1822.95,4208.88,24.34
85,160,1829.44,3769.32,24.41
85,140,1882.35,3405.58,25.05
85,120,1979.86,3155.29,27.32
85,100,5151.11,5827.91,68.71
80,260,1686.58,5560.3,23.97
80,240,1685.99,5473.4,24.04
80,220,1701.99,5079.36,24.14
80,200,1694.91,4618.54,24.03
80,180,1695.35,4179.15,24.06
80,160,1713.46,3761.6,24.37
80,140,1763.39,3404.23,25.1
80,120,1930.19,3187.33,27.39
80,100,5057.58,6060.69,71.55
75,260,1592.8,5514.77,23.75
75,240,1623.39,5477.17,24.17
75,220,1601.9,5020.1,23.93
75,200,1602.77,4580.17,23.93
75,180,1625.32,4192.02,24.25
75,160,1655.07,3808.96,24.67
75,140,1687.79,3394.21,25.19
75,120,1831.73,3181.77,27.31
75,100,4615.62,5910.98,69.64
70,260,1473.38,5549.66,23.95
70,240,1496.9,5510.37,24.1
70,220,1485.8,4996.58,23.86
70,200,1493.83,4622.97,24.09
70,180,1517.79,4211.11,24.37
70,160,1504.0,3798.77,24.64
70,140,1562.91,3408.32,25.33
70,120,1687.99,3162.31,27.34
70,100,4441.68,6024.4,71.24
65,260,1422.73,5545.98,24.11
65,240,1413.01,5391.1,23.83
65,220,1432.59,5020.07,24.11
65,200,1424.4,4586.76,24.06
65,180,1428.85,4145.68,24.1
65,160,1450.71,3747.76,24.48
65,140,1485.69,3383.96,25.19
65,120,1623.23,3169.62,27.33
65,100,4265.65,6036.18,71.78
105,260,2184.99,5498.18,23.85
105,240,2161.48,5449.46,23.92
105,220,2179.1,5037.16,23.97
105,200,2203.84,4638.27,24.04
105,180,2180.9,4198.57,24.14
105,160,2240.96,3770.92,24.38
105,140,2300.71,3406.44,25.05
105,120,2501.72,3171.9,27.18
105,100,6485.47,5975.76,70.46
100,260,2072.44,5634.04,24.04
100,240,2061.74,5451.23,23.89
100,220,2069.02,5057.75,24.0
100,200,2071.96,4633.24,24.06
100,180,2086.8,4187.07,24.18
100,160,2112.06,3788.58,24.36
100,140,2160.54,3400.62,25.05
100,120,2347.68,3192.39,27.22
100,100,6053.83,5943.61,69.93
95,260,1992.76,5613.03,23.92
95,240,1986.0,5424.99,23.85
95,220,1996.52,5062.17,24.02
95,200,2008.1,4635.09,24.09
95,180,2001.01,4170.63,24.06
95,160,2047.14,3794.85,24.51
95,140,2098.23,3432.57,25.16
95,120,2273.0,3188.71,27.31
95,100,5730.27,5846.69,68.56
90,260,1890.93,5586.31,23.93
90,240,1889.06,5428.08,23.87
90,220,1906.26,5077.31,24.1
90,200,1901.64,4613.88,24.0
90,180,1919.64,4198.97,24.25
90,160,1926.35,3771.54,24.37
90,140,1986.87,3396.66,25.25
90,120,2160.52,3190.24,27.35
90,100,5564.69,5964.53,70.19
85,260,1787.43,5579.56,23.85
85,240,1785.4,5432.47,23.88
85,220,1794.51,5052.29,24.0
85,200,1797.44,4601.35,24.05
85,180,1803.49,4206.19,24.23
85,160,1829.25,3764.45,24.46
85,140,1888.68,3431.47,25.17
85,120,2027.69,3136.52,27.04
85,100,5275.16,5973.15,70.19
80,260,1684.91,5595.04,23.94
80,240,1662.93,5442.13,24.0
