CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,630.12,672.61,6.94
105,240,599.87,656.18,6.89
105,220,641.38,665.58,7.1
105,200,631.72,666.09,6.97
105,180,633.59,680.77,7.09
105,160,633.58,661.03,6.97
105,140,635.25,668.9,7.0
105,120,625.38,668.74,6.92
105,100,665.21,675.14,7.34
100,260,607.45,668.41,7.04
100,240,605.14,668.77,7.01
100,220,612.25,686.83,7.15
100,200,609.07,663.96,7.07
100,180,608.33,670.68,7.03
100,160,604.9,667.89,6.99
100,140,606.86,669.0,7.0
100,120,605.43,670.41,7.0
100,100,611.9,653.16,7.07
95,260,601.3,702.55,7.33
95,240,611.43,719.16,7.45
95,220,589.65,677.94,7.12
95,200,597.24,691.98,7.19
95,180,591.96,680.66,7.14
95,160,589.32,675.64,7.1
95,140,601.86,681.25,7.25
95,120,592.2,677.75,7.12
95,100,589.07,667.39,7.09
90,260,563.69,684.14,7.12
90,240,571.49,682.26,7.22
90,220,570.17,684.16,7.22
90,200,568.45,683.04,7.18
90,180,571.04,683.39,7.24
90,160,580.11,697.62,7.36
90,140,565.63,671.04,7.15
90,120,566.43,684.2,7.16
90,100,573.19,680.26,7.24
85,260,547.85,696.58,7.32
85,240,553.87,698.32,7.38
85,220,560.82,711.39,7.5
85,200,551.73,695.03,7.39
85,180,549.22,692.88,7.33
85,160,547.63,697.26,7.3
85,140,553.24,709.72,7.4
85,120,556.25,707.38,7.46
85,100,560.38,696.93,7.46
80,260,612.23,822.89,8.77
80,240,588.48,788.25,8.43
80,220,578.02,769.37,8.24
80,200,587.39,801.7,8.47
80,180,599.05,810.17,8.6
80,160,585.25,790.49,8.34
80,140,585.69,785.64,8.38
80,120,599.08,810.05,8.61
80,100,595.25,791.81,8.51
75,260,564.14,802.59,8.48
75,240,550.44,771.35,8.26
75,220,550.31,773.25,8.27
75,200,545.34,773.88,8.21
75,180,550.5,774.3,8.27
75,160,547.37,771.64,8.22
75,140,554.5,787.38,8.35
75,120,550.83,774.13,8.27
75,100,553.96,777.27,8.36
70,260,553.95,826.22,8.86
70,240,544.39,803.34,8.66
70,220,554.82,828.76,8.88
70,200,562.67,839.48,9.01
70,180,582.0,875.8,9.88
70,160,559.21,839.47,8.94
70,140,579.57,867.36,9.33
70,120,546.32,814.68,8.72
70,100,548.65,807.41,8.77
65,260,531.81,829.63,9.02
65,240,532.72,842.77,9.07
65,220,532.46,843.67,9.06
65,200,534.99,831.2,9.08
65,180,531.5,829.75,9.03
65,160,534.09,843.83,9.07
65,140,536.06,838.45,9.11
65,120,534.95,842.45,9.08
65,100,536.13,840.65,9.09
105,260,636.18,672.48,7.01
105,240,627.93,676.63,6.93
105,220,628.72,667.8,6.93
105,200,629.1,667.22,6.94
105,180,629.4,663.32,6.94
105,160,631.11,670.32,6.95
105,140,630.24,663.36,6.95
105,120,628.58,663.69,6.92
105,100,633.91,649.53,6.97
100,260,598.48,651.75,6.95
100,240,596.74,661.95,6.93
