CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
65,100,3865.8,2333.99,67.72
65,120,3167.47,1997.12,55.59
65,140,3338.04,2058.2,58.8
65,160,3418.21,2125.83,60.26
65,180,3435.42,2142.85,60.59
65,200,3349.55,2142.99,59.64
65,220,3453.36,2146.84,60.97
65,240,3314.14,2096.33,58.42
65,260,3333.89,2114.29,58.76
70,100,3021.31,1987.46,50.64
70,120,3041.03,1878.98,49.13
70,140,3266.37,1989.04,53.96
70,160,2928.51,1895.15,49.0
70,180,3041.71,1910.02,51.18
70,200,3127.48,1911.31,50.83
70,220,2978.23,1904.16,50.09
70,240,2988.16,1923.03,50.22
70,260,3126.65,2016.98,52.93
75,100,2781.97,1846.07,42.99
75,120,2710.88,1720.45,42.1
75,140,2664.65,1724.97,41.3
75,160,2665.76,1760.31,41.38
75,180,2734.15,1737.53,41.15
75,200,2696.96,1757.79,41.94
75,220,2873.39,1827.94,45.21
75,240,2707.11,1763.8,42.17
75,260,2654.34,1781.37,41.2
80,100,2780.56,1795.62,40.62
80,120,2615.76,1694.31,38.19
80,140,2639.04,1670.77,38.59
80,160,2692.5,1675.51,39.32
80,180,2628.11,1683.69,38.39
80,200,2679.82,1704.54,39.19
80,220,2589.51,1691.37,37.77
80,240,2721.89,1759.6,40.56
80,260,2613.41,1730.31,38.14
85,100,2913.3,1821.48,40.43
85,120,2863.07,1674.89,39.82
85,140,2762.96,1703.8,38.39
85,160,2685.05,1678.08,37.21
85,180,2793.43,1690.12,38.8
85,200,2823.23,1693.11,39.23
85,220,2695.02,1656.62,37.37
85,240,2801.6,1702.64,38.91
85,260,2875.2,1733.45,39.9
90,100,3000.55,1801.4,39.38
90,120,2952.91,1687.02,38.77
90,140,2924.69,1686.33,38.42
90,160,2917.74,1689.59,38.29
90,180,2922.28,1674.44,38.46
90,200,2836.16,1674.68,37.13
90,220,2798.93,1682.5,36.72
90,240,3178.72,1754.12,41.48
90,260,2795.24,1688.94,36.7
95,100,2708.1,1666.3,33.67
95,120,2582.99,1599.25,32.14
95,140,2552.76,1548.23,31.8
95,160,2550.73,1532.34,31.8
95,180,2545.44,1581.75,31.66
95,200,2551.59,1586.83,31.8
95,220,2622.56,1610.03,33.07
95,240,3019.61,1731.78,37.02
95,260,2560.28,1607.48,31.9
110,100,2954.16,1629.53,32.27
110,120,2775.23,1518.63,30.33
110,140,2771.81,1520.53,30.3
110,160,2784.07,1556.04,30.41
110,180,2756.65,1563.03,30.16
110,200,2792.64,1533.02,30.47
110,220,2819.14,1579.19,30.81
110,240,2763.62,1537.31,30.24
110,260,2774.43,1542.72,30.25
120,100,2953.93,1663.2,32.09
120,120,2790.27,1512.72,30.33
120,140,2779.22,1512.17,30.17
120,160,2782.19,1517.78,30.16
120,180,2779.27,1551.28,30.16
120,200,2775.19,1513.97,30.07
120,220,2778.57,1554.56,30.13
120,240,2773.29,1547.48,30.11
120,260,2776.34,1563.71,30.08
65,100,3419.78,2096.58,58.08
65,120,3356.7,2086.67,58.93
65,140,3277.79,2028.98,57.65
65,160,3295.75,2081.43,57.95
65,180,3347.26,2081.75,58.9
65,200,3310.43,2097.73,58.25
65,220,3093.15,1933.52,52.24
65,240,3388.89,2107.0,59.61
65,260,3329.26,2107.55,58.51
70,100,3090.42,2011.13,51.91
70,120,3068.44,1902.94,51.78
70,140,2941.06,1884.43,49.31
70,160,3010.18,1921.81,50.58
70,180,3315.71,2040.9,56.6
70,200,3208.55,1933.89,52.45
70,220,3108.14,1924.28,50.54
70,240,2972.25,1932.74,50.0
70,260,3008.48,1927.84,50.66
75,100,2803.16,1852.88,43.47
75,120,2733.45,1715.92,42.55
75,140,2698.57,1715.81,42.0
75,160,2816.79,1800.98,44.12
75,180,2778.32,1771.58,43.47
75,200,2704.23,1696.86,40.54
75,220,2707.39,1753.71,42.05
75,240,2710.92,1781.87,42.14
75,260,2835.27,1814.44,44.45
80,100,2829.24,1798.41,41.41
80,120,2693.86,1685.29,39.39
80,140,2769.51,1701.27,40.61
80,160,2773.93,1703.29,40.62
80,180,2781.1,1718.83,40.83
80,200,2747.51,1732.81,40.28
80,220,2714.21,1695.56,39.68
80,240,2645.01,1678.7,38.62
80,260,2701.9,1716.41,39.55
85,100,3006.29,1806.03,41.8
85,120,2770.39,1674.04,38.45
85,140,2775.22,1695.23,38.44
85,160,2757.8,1640.15,38.12
85,180,2715.78,1672.33,37.63
85,200,2697.75,1675.9,37.48
85,220,2757.69,1702.96,38.24
85,240,2744.39,1723.07,38.08
85,260,2782.47,1719.87,38.68
90,100,3009.94,1755.25,39.51
90,120,2913.98,1644.63,38.81
90,140,2880.25,1675.13,37.97
90,160,2921.19,1656.16,38.32
90,180,2864.41,1668.7,37.68
90,200,2831.42,1677.17,37.28
90,220,2965.96,1725.12,39.02
90,240,2837.72,1677.26,37.21
90,260,2876.02,1698.11,37.86
95,100,2718.26,1685.72,33.89
95,120,2566.28,1532.04,32.0
95,140,2549.36,1550.89,31.81
95,160,2649.78,1581.98,33.44
95,180,2555.8,1549.32,31.83
95,200,2548.72,1555.45,31.83
95,220,2547.6,1591.29,31.81
95,240,2585.61,1596.59,32.4
95,260,2555.67,1576.84,31.9
110,100,3004.74,1651.69,32.91
110,120,2784.13,1538.62,30.46
110,140,2780.45,1526.44,30.37
110,160,2772.53,1497.6,30.31
110,180,3233.39,1593.36,35.4
110,200,2782.12,1530.1,30.34
110,220,2790.34,1544.45,30.53
110,240,2809.08,1559.37,30.65
110,260,2771.36,1532.4,30.25
120,100,2960.81,1651.59,32.13
120,120,2843.56,1542.28,31.0
120,140,2799.99,1504.74,30.32
120,160,2780.15,1522.52,30.1
120,180,-258896.39,1600.33,35.32
120,200,2771.58,1507.78,30.04
120,220,2776.15,1556.33,30.16
120,240,2766.18,1536.13,30.05
120,260,2769.15,1558.17,30.12
