Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
9.7793e-05,1492.01,1390.06,2882.07
0.0997985,1208.25,1143.89,2352.14
0.200373,1158.53,1115.33,2273.86
0.299974,1282.03,1263.35,2545.38
0.399563,13613.7,7319.73,20933.4
0.500143,8586.94,2805.01,11392
0.599738,4301.92,48.4021,4350.33
0.69929,4135.96,43.7645,4179.72
0.799806,4199.79,75.6064,4275.4
0.899361,4205.88,38.2293,4244.11
0.998919,4104.78,62.6355,4167.42
1.09948,4119.93,21.0701,4141
1.199,4131.29,26.4262,4157.72
1.29852,4039.64,46.7597,4086.4
1.39905,4134.86,38.6496,4173.51
1.49956,4074.93,18.8307,4093.76
1.59907,4049.33,29.417,4078.75
1.69867,4150.55,38.1,4188.65
1.79922,4177.9,66.5728,4244.47
1.89875,4167.92,20.6791,4188.59
1.99828,4127.66,46.6195,4174.28
2.09884,4087,21.5827,4108.59
2.19838,4086.8,13.8686,4100.67
2.29794,4123.86,62.3283,4186.19
2.39852,4065.81,28.4781,4094.29
2.49907,4112.56,14.4838,4127.04
2.59863,4024.46,34.5299,4058.99
2.69928,4049.29,33.3952,4082.69
2.7989,4122.69,59.862,4182.55
2.89846,4081.43,19.1718,4100.6
2.99913,4162.28,54.1478,4216.43
3.09873,4111.99,28.5869,4140.58
3.19932,4136.11,25.4022,4161.51
3.29992,4127.92,38.2323,4166.15
3.39952,4092.44,36.0166,4128.46
3.50009,4092.64,23.4944,4116.13
3.60065,4088.25,23.4784,4111.73
3.7003,4095.83,42.0442,4137.88
3.80077,4138.67,71.2486,4209.91
3.90131,4068.92,18.4064,4087.33
4.00086,4119.06,45.9686,4165.03
4.10143,4099.89,20.5562,4120.45
4.202,4127.24,17.417,4144.66
4.30166,4135.57,33.4957,4169.07
4.40228,4113.31,33.7498,4147.06
4.50188,4099.07,21.4116,4120.49
4.60157,4066.01,32.4902,4098.5
4.70214,4096.18,27.9194,4124.1
4.80165,4103.68,59.4803,4163.16
4.90215,4134.17,29.328,4163.5
5.00273,4066.36,38.967,4105.33
5.10228,4036.89,16.5728,4053.46
5.2018,4014.71,16.0256,4030.74
5.30242,4105.39,39.0579,4144.45
5.40194,4173.87,45.471,4219.34
5.50147,4096.19,14.9594,4111.15
5.602,4193.48,77.511,4270.99
5.70256,4151.92,43.2595,4195.18
5.8021,4074.4,60.6118,4135.01
5.90262,4096.99,29.001,4125.99
6.00318,4209.05,109.817,4318.87
6.10274,4012.43,16.5606,4028.99
6.20328,4067.97,13.993,4081.96
6.3038,4150.62,63.8278,4214.45
6.40335,4097.23,27.6506,4124.88
6.5029,4047.12,15.3805,4062.5
6.60342,4178.2,41.5917,4219.79
6.70302,4156.23,48.7279,4204.96
6.80254,4159.84,83.0022,4242.84
6.90302,4105.33,20.2099,4125.54
7.0035,4108.53,78.6445,4187.18
7.10306,4040.11,24.6554,4064.77
7.2026,4100.21,13.665,4113.88
7.30317,4108.25,52.2707,4160.52
7.40276,4135.44,47.6962,4183.13
7.50232,3913.19,36.5197,3949.71
7.60296,3802.83,48.535,3851.37
7.70251,3825.02,57.4586,3882.48
7.80308,3918.53,79.5603,3998.09
7.90363,3862.37,21.7312,3884.1
8.00323,3868.36,67.4765,3935.84
8.10378,3873.59,25.0931,3898.68
8.20432,3853.78,17.9386,3871.72
8.30392,3865.37,49.3126,3914.68
8.40447,3865.9,28.9203,3894.82
8.50504,3831.14,22.6899,3853.83
8.60464,3842.52,61.0413,3903.56
8.70527,4283.3,223.924,4507.23
8.80595,3931.24,104.707,4035.95
8.9055,3793.07,20.5184,3813.58
9.00611,4166.83,108.452,4275.28
9.10562,3961.1,38.6812,3999.78
9.20511,3833.14,20.4454,3853.59
9.30572,3886.6,86.0774,3972.67
9.40633,3822.77,38.6643,3861.44
9.50589,3764.33,26.8877,3791.22
9.60649,3840.26,50.3309,3890.59
9.70607,3824.78,42.4527,3867.23
9.80562,3827.49,67.0854,3894.58
9.90614,2616.9,2798.82,5415.72
10.0067,2516.82,5860.27,8377.09
10.1064,657.4,762.847,1420.25
