Time (s),DRAM Power (W),IPC
0.0002,0.12,1.50
0.8397,53.95,1.10
1.8030,57.09,1.77
2.7458,64.02,0.68
3.7246,88.40,1.53
4.6888,117.15,1.45
5.6454,135.98,1.34
6.5908,139.01,1.73
7.5270,134.72,1.13
8.3842,120.34,1.36
9.2350,118.13,0.99
10.1703,132.91,1.36
11.0920,134.95,1.30
11.9233,118.72,1.05
12.8724,135.60,1.66
13.8076,136.07,1.40
14.7606,143.69,1.22
15.7314,139.93,1.29
16.6607,139.26,1.04
17.5035,122.60,1.90
18.4651,129.55,1.25
19.4096,149.55,1.26
20.3392,141.76,1.51
21.2646,140.84,1.22
22.1968,147.31,1.01
23.0393,118.67,1.25
23.9902,129.92,1.17
24.9302,144.35,1.17
25.8512,143.81,1.01
26.6997,120.82,1.01
27.6783,141.28,1.16
28.5889,139.14,1.50
29.4434,120.46,0.99
30.3116,125.83,1.92
31.2654,131.84,1.21
32.1949,142.11,1.35
33.1487,134.85,1.18
34.0793,147.67,1.21
35.0187,142.76,1.03
35.8635,122.15,1.04
36.8283,135.86,1.17
37.7798,147.16,1.00
38.6233,121.92,1.00
39.4674,122.62,1.02
40.3164,117.09,0.97
41.2626,133.06,1.17
42.1657,138.41,1.35
43.0913,141.36,1.01
44.0518,139.81,1.35
45.0012,145.59,1.01
45.8597,124.29,1.52
46.8276,119.75,0.64
