CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,3254.51,1912.3,36.56
105,240,3212.9,1869.42,36.09
105,220,3202.46,1836.66,35.86
105,200,3213.19,1821.53,36.03
105,180,3244.56,1853.29,36.33
105,160,3282.98,1885.05,36.8
105,140,3329.22,1847.64,37.3
105,120,3394.09,1840.61,38.28
105,100,3394.91,1777.26,38.03
100,260,3127.34,1809.13,36.39
100,240,3146.4,1823.02,36.61
100,220,3247.15,1834.32,38.0
100,200,3221.91,1788.5,37.51
100,180,3119.51,1781.24,36.28
100,160,3122.95,1792.19,36.26
100,140,3156.86,1825.26,36.73
100,120,3234.6,1809.49,37.75
100,100,3133.89,1755.52,36.52
95,260,3214.33,1834.44,39.63
95,240,3082.2,1811.2,37.86
95,220,3050.88,1855.77,37.47
95,200,3068.22,1874.94,37.68
95,180,3092.33,1845.4,37.95
95,160,3110.83,1790.47,38.29
95,140,3116.02,1814.79,38.34
95,120,3105.25,1843.55,38.13
95,100,3071.22,1775.55,37.69
90,260,3195.15,1840.16,41.33
90,240,3203.11,1858.76,41.39
90,220,3232.76,1854.2,41.82
90,200,3237.48,1831.72,41.89
90,180,3193.33,1888.25,41.28
90,160,3194.86,1921.6,41.37
90,140,3165.59,1840.71,40.94
90,120,3202.47,1884.33,41.4
90,100,3154.85,1861.2,40.71
85,260,3552.34,1937.35,47.56
85,240,3199.25,1904.34,43.43
85,220,3195.58,1915.57,43.44
85,200,3169.4,1901.59,43.1
85,180,3217.95,1870.66,43.81
85,160,3194.53,1935.96,43.45
85,140,3191.7,1905.5,43.45
85,120,3278.9,1902.6,44.65
85,100,3229.81,1869.22,43.93
80,260,3135.8,1902.1,45.34
80,240,3098.02,1927.3,44.79
80,220,3083.95,1916.4,44.63
80,200,3095.33,1894.44,44.76
80,180,3088.13,1872.73,44.57
80,160,3095.99,1887.55,44.75
80,140,3101.4,1922.19,44.84
80,120,3237.48,1925.44,45.18
80,100,3223.0,1901.7,44.82
75,260,3218.01,1961.04,49.28
75,240,3210.75,1985.41,49.24
75,220,3182.64,1896.68,48.8
75,200,3206.47,1957.88,49.27
75,180,3218.59,1923.63,49.4
75,160,3193.77,1932.05,49.0
75,140,3179.55,1946.66,48.77
75,120,3206.75,1936.47,49.34
75,100,3208.21,1923.07,49.41
70,260,3712.27,2073.67,61.48
70,240,3672.54,2039.6,60.93
70,220,3529.56,2032.07,58.22
70,200,3744.85,2054.39,62.19
70,180,3762.84,2061.71,62.54
70,160,3676.97,2071.82,60.91
70,140,3693.2,2056.01,61.17
70,120,3636.38,2066.74,60.04
70,100,3687.45,2005.91,61.09
65,260,4291.53,2244.45,73.84
65,240,4267.26,2218.49,73.42
65,220,4273.97,2214.14,73.49
65,200,4249.67,2226.75,73.11
65,180,4279.18,2249.01,73.65
65,160,4281.74,2227.36,73.73
65,140,4274.62,2210.35,73.58
65,120,4228.44,2172.63,72.73
65,100,4267.27,2208.54,73.4
105,260,3214.67,1855.18,35.91
105,240,3169.42,1858.33,35.47
105,220,3224.87,1872.95,36.29
105,200,3256.45,1789.75,36.4
105,180,3216.24,1834.37,36.09
105,160,3211.19,1835.85,36.06
105,140,3295.27,1796.64,36.97
105,120,3450.33,1842.31,38.64
105,100,3502.42,1843.68,39.19
100,260,3124.4,1853.25,36.35
100,240,3321.12,1799.23,38.85
100,220,3120.13,1822.48,36.27
100,200,3301.97,1804.49,38.66
100,180,3112.8,1765.62,36.21
100,160,3318.76,1816.35,38.83
100,140,3203.14,1779.43,37.36
100,120,3302.09,1791.08,38.64
100,100,3297.17,1771.78,38.59
95,260,3445.25,1823.36,42.63
95,240,3304.77,1810.03,40.48
95,220,3040.09,1795.77,37.29
95,200,3085.32,1836.18,37.89
95,180,3164.49,1879.61,38.94
95,160,3082.13,1866.73,37.8
95,140,3077.86,1795.75,37.82
95,120,3220.36,1789.32,39.62
95,100,3124.09,1814.46,38.41
90,260,3164.87,1897.24,40.85
90,240,3267.37,1904.43,42.36
90,220,3296.69,1929.75,42.71
90,200,3172.05,1864.91,40.94
90,180,3251.27,1861.99,42.12
90,160,3120.49,1850.96,40.26
90,140,3165.06,1866.36,40.85
90,120,3274.94,1837.58,42.51
90,100,3261.75,1825.67,42.29
85,260,3150.57,1892.17,42.79
85,240,3161.08,1897.54,43.02
85,220,3258.25,1863.88,44.44
85,200,3260.58,1883.97,44.4
85,180,3182.5,1871.0,43.32
85,160,3239.61,1895.58,44.26
85,140,3472.94,1858.33,46.41
85,120,3267.04,1857.42,44.47
85,100,3167.33,1831.61,43.1
80,260,3085.91,1923.53,44.65
80,240,3079.59,1897.37,44.57
80,220,3089.21,1899.77,44.73
80,200,3098.43,1887.59,44.88
80,180,3111.32,1931.63,45.08
80,160,3089.48,1895.6,44.72
80,140,3088.98,1872.92,44.72
80,120,3097.49,1840.02,44.84
80,100,3094.95,1876.63,44.88
75,260,3174.42,1900.06,48.87
75,240,3183.31,1889.46,48.98
75,220,3207.7,1950.19,49.48
75,200,3189.72,1934.62,49.07
75,180,3190.72,1900.03,49.17
75,160,3178.76,1909.73,46.85
75,140,3205.69,1888.86,47.36
75,120,3334.28,1925.97,52.4
75,100,3238.0,1863.73,47.93
70,260,3694.33,2073.5,61.25
70,240,3560.93,2009.19,58.93
70,220,3601.83,2039.84,59.69
70,200,3684.66,2053.47,61.17
70,180,3579.81,2045.05,59.08
70,160,3802.78,1980.83,63.4
70,140,3689.29,2005.61,61.17
70,120,3574.16,2013.45,58.98
70,100,3489.26,1916.41,55.15
65,260,4260.86,2185.53,73.33
65,240,4262.57,2202.36,73.36
65,220,4269.56,2201.13,73.57
65,200,4267.36,2194.81,73.5
65,180,4275.69,2188.56,73.62
65,160,4281.98,2172.24,73.72
65,140,4286.39,2163.65,73.75
65,120,4250.13,2179.78,73.13
65,100,4276.39,2113.07,73.57
105,260,3176.04,1886.65,35.61
105,240,3195.63,1878.6,35.8
105,220,3204.56,1841.87,35.91
105,200,3189.01,1834.96,35.77
105,180,3242.23,1879.65,36.31
105,160,3332.55,1871.7,37.34
105,140,3360.91,1804.87,37.66
105,120,3553.42,1801.48,39.81
105,100,3387.72,1813.67,37.98
100,260,3169.35,1807.36,36.92
100,240,3227.15,1802.53,37.66
100,220,3246.46,1877.41,37.87
100,200,3214.95,1835.19,37.13
100,180,3157.08,1799.98,36.71
100,160,3126.0,1847.9,36.38
100,140,3188.86,1791.62,37.15
100,120,3141.38,1805.28,36.59
100,100,3191.97,1798.31,37.16
95,260,3342.1,1844.95,41.22
95,240,3273.05,1859.52,40.39
95,220,3309.13,1847.32,40.69
95,200,3199.94,1857.86,39.39
95,180,3199.42,1850.45,39.32
95,160,3213.73,1862.26,39.53
95,140,3198.73,1857.79,39.4
95,120,3197.9,1859.33,39.38
95,100,3361.37,1873.25,41.3
90,260,3157.93,1853.01,40.8
90,240,3116.79,1888.1,40.29
90,220,3165.22,1913.53,40.91
90,200,3173.12,1891.42,41.08
90,180,3131.75,1834.98,40.49
90,160,3256.14,1879.01,42.59
90,140,3118.56,1842.18,40.29
90,120,3142.35,1820.94,40.61
90,100,3179.74,1808.26,41.05
85,260,3183.98,1921.25,43.34
85,240,3174.98,1884.82,43.2
85,220,3224.31,1886.99,43.95
85,200,3187.3,1917.28,43.38
85,180,3239.54,1875.84,44.14
85,160,3211.91,1872.36,43.75
85,140,3135.53,1850.54,42.62
85,120,3195.21,1842.28,43.44
85,100,3224.38,1813.23,43.93
80,260,3181.04,1909.3,46.22
80,240,3094.77,1883.64,44.83
80,220,3146.26,1919.31,45.6
80,200,3088.08,1921.04,44.77
80,180,3062.71,1906.81,44.39
80,160,3087.58,1912.63,44.85
