CPU Cap (W),GPU Cap (W),CPU_E (J),GPU_E (J),Runtime (s)
105,260,2177.72,5253.34,24.28
105,240,2156.93,5312.65,24.28
105,220,2166.37,4897.61,24.24
105,200,2168.36,4479.39,24.18
105,180,2157.12,4035.89,24.08
105,160,2149.86,3590.92,23.98
105,140,2147.71,3158.07,23.98
105,120,2222.01,2822.64,24.87
105,100,4956.69,5059.8,55.78
100,260,2075.01,5236.0,24.34
100,240,2066.5,5325.22,24.31
100,220,2080.17,4897.65,24.35
100,200,2070.02,4488.02,24.26
100,180,2065.51,4040.64,24.15
100,160,2054.65,3602.21,24.13
100,140,2048.05,3158.76,23.99
100,120,2107.74,2839.76,24.79
100,100,-257379.93,5070.93,55.82
95,260,1993.48,5263.54,24.39
95,240,1988.23,5326.16,24.33
95,220,2003.52,4956.27,24.56
95,200,1990.67,4491.33,24.38
95,180,1971.55,4049.85,24.2
95,160,1963.39,3607.75,24.13
95,140,1961.5,3162.84,24.06
95,120,2012.21,2828.53,24.78
95,100,4552.27,5058.34,55.89
90,260,1927.03,5244.95,24.69
90,240,1923.82,5330.51,24.61
90,220,1922.05,4941.59,24.61
90,200,1924.85,4502.99,24.62
90,180,1902.01,4057.38,24.33
90,160,1903.21,3618.25,24.38
90,140,1896.57,3189.24,24.33
90,120,1926.19,2820.53,24.84
90,100,4354.17,5050.59,55.91
85,260,1878.97,5248.96,24.97
85,240,1877.75,5347.61,24.93
85,220,1866.9,4953.61,24.84
85,200,1862.89,4533.95,24.91
85,180,1861.04,4099.65,24.8
85,160,1838.09,3688.89,25.0
85,140,1861.38,3227.75,24.95
85,120,1886.1,2884.91,25.45
85,100,4198.58,5087.93,56.39
80,260,1797.44,5276.46,25.17
80,240,1814.77,5414.55,25.47
80,220,1803.18,4986.86,25.19
80,200,1780.54,4535.46,25.04
80,180,1774.13,4106.86,24.93
80,160,1761.04,3665.09,24.91
80,140,1831.5,3254.36,25.11
80,120,1769.74,2879.49,25.47
80,100,3970.39,5091.48,56.51
75,260,1728.57,5284.73,25.48
75,240,1749.07,5372.31,25.17
75,220,1723.96,5001.54,25.46
75,200,1715.7,4562.41,25.36
75,180,1751.52,4112.79,25.25
75,160,1711.03,3703.34,25.45
75,140,1676.47,3247.35,25.11
75,120,1711.43,2913.39,25.87
75,100,3819.97,5109.17,56.8
70,260,1663.94,5281.2,26.02
70,240,1663.27,5433.29,26.08
70,220,1658.68,5026.03,26.0
70,200,1656.49,4591.96,25.99
70,180,1677.8,4171.58,25.95
70,160,1632.03,3723.26,25.76
70,140,1639.23,3301.26,25.92
70,120,1656.28,2941.29,26.3
70,100,3694.54,5161.02,57.64
65,260,1610.51,5362.09,26.5
65,240,1655.39,5553.09,27.52
65,220,1640.53,5145.58,27.32
65,200,1604.41,4649.86,26.38
65,180,1598.53,4183.29,26.28
65,160,1626.09,3825.2,27.1
65,140,1628.52,3390.72,27.14
65,120,1658.77,3049.91,27.74
65,100,3569.26,5272.54,58.82
105,260,2174.83,5256.65,24.27
105,240,2171.48,5330.66,24.28
105,220,2168.29,4920.3,24.23
105,200,-259983.75,4472.94,24.12
105,180,2165.56,4044.05,24.19
105,160,2151.46,3604.73,24.02
105,140,2173.24,3162.77,24.07
105,120,2195.63,2799.96,24.57
105,100,5000.25,5021.77,55.69
100,260,2073.28,5217.7,24.28
100,240,2072.71,5329.88,24.3
100,220,2074.78,4928.37,24.31
100,200,2097.21,4480.06,24.28
100,180,2070.92,4039.58,24.25
100,160,2056.67,3605.59,24.08
100,140,2050.26,3157.34,24.01
100,120,2107.12,2812.37,24.65
100,100,4753.12,5042.88,55.76
95,260,2005.3,5261.23,24.8
95,240,1987.1,5310.33,24.34
95,220,1979.78,4937.23,24.56
95,200,2015.52,4495.01,24.45
95,180,1971.14,4031.98,24.17
95,160,1967.98,3590.74,24.13
95,140,1959.61,3176.51,24.04
95,120,2006.87,2823.23,24.71
95,100,4556.67,5032.73,55.84
90,260,1918.2,5225.03,24.44
90,240,1977.84,5343.83,24.67
90,220,1923.0,4918.1,24.53
90,200,1906.56,4471.74,24.39
90,180,1911.22,4059.35,24.48
90,160,1893.1,3616.48,24.25
90,140,1877.79,3172.03,24.13
90,120,1937.97,2853.09,25.03
90,100,4369.55,5066.55,56.25
85,260,1863.6,5258.51,24.88
85,240,1874.07,5360.66,24.94
85,220,1872.85,4946.89,24.9
85,200,1871.65,4552.37,24.98
85,180,1861.22,4103.05,24.86
85,160,1859.37,3668.06,24.79
85,140,1836.46,3233.1,24.96
85,120,1863.91,2852.58,25.2
85,100,4197.15,5084.02,56.48
80,260,1791.49,5276.6,25.02
80,240,1796.64,5369.76,25.05
80,220,1828.34,5073.38,26.05
80,200,1785.09,4538.32,24.95
80,180,1782.76,4120.98,25.1
80,160,1767.49,3662.06,24.9
80,140,1738.44,3224.73,24.74
80,120,1774.83,2872.99,25.52
80,100,3982.16,5085.33,56.59
75,260,1728.51,5289.75,25.48
75,240,1714.83,5372.71,25.4
75,220,1728.2,5000.39,25.62
75,200,1703.53,4599.93,25.65
75,180,1705.72,4114.45,25.37
75,160,1698.55,3683.91,25.2
75,140,1679.94,3250.89,25.24
75,120,1710.59,2900.51,25.88
75,100,3818.51,5109.78,56.9
70,260,1666.28,5328.18,26.07
70,240,1657.96,5414.51,26.12
70,220,1653.15,5020.67,25.96
70,200,1648.02,4585.26,25.87
70,180,1641.94,4155.86,25.88
70,160,1631.9,3732.64,25.89
70,140,1630.51,3288.63,25.85
70,120,1639.49,2937.79,26.29
70,100,3693.23,5157.17,57.72
65,260,1643.97,5409.18,27.39
65,240,1650.41,5508.96,27.52
65,220,1641.03,5141.98,27.36
65,200,1602.17,4609.23,26.35
65,180,1633.97,4285.16,27.25
65,160,1611.47,3818.12,26.94
65,140,1620.6,3386.99,27.07
65,120,1639.81,2986.5,27.01
65,100,3552.16,5244.94,58.61
105,260,2180.53,5294.91,24.35
105,240,2174.92,5336.1,24.25
105,220,2163.09,4907.83,24.18
105,200,2168.57,4479.02,24.18
105,180,2160.29,4038.9,24.09
105,160,2155.6,3594.23,24.07
105,140,2140.76,3154.1,23.94
105,120,2214.79,2839.16,24.75
105,100,4991.44,5047.21,55.67
100,260,2079.55,5261.11,24.59
100,240,2073.62,5323.83,24.26
100,220,2077.23,4918.8,24.28
100,200,2075.55,4478.55,24.28
100,180,2065.8,4040.56,24.16
100,160,2056.43,3607.41,24.14
100,140,2047.81,3165.7,23.97
100,120,2109.41,2831.39,24.78
100,100,4757.95,5058.83,55.76
95,260,2000.48,5251.76,24.5
95,240,1988.14,5338.0,24.33
95,220,2013.28,4977.26,24.9
95,200,1986.7,4491.38,24.37
95,180,1976.38,4041.08,24.2
95,160,1968.08,3595.91,24.1
95,140,1955.82,3149.67,24.06
95,120,2115.3,2868.65,25.32
95,100,4559.15,5048.21,55.83
90,260,1935.77,5312.07,25.12
90,240,1917.0,5340.69,24.52
90,220,1919.29,4936.26,24.5
90,200,1923.77,4544.56,24.96
90,180,1916.83,4063.91,24.56
90,160,1907.73,3620.66,24.43
90,140,1884.05,3160.3,24.14
90,120,1944.6,2848.51,25.09
90,100,4358.19,5066.15,55.95
85,260,1882.07,5271.94,25.05
85,240,1870.8,5358.72,24.87
85,220,1871.32,4970.88,24.92
85,200,1862.27,4531.42,24.82
85,180,1867.22,4091.54,24.85
85,160,1855.05,3652.04,24.72
85,140,1833.98,3199.28,24.62
85,120,1878.66,2871.51,25.39
85,100,4208.3,5095.44,56.46
80,260,1793.29,5280.59,25.06
80,240,1798.85,5383.06,25.16
80,220,1785.17,4963.78,25.0
80,200,1777.02,4536.8,25.01
80,180,1774.34,4110.13,25.0
80,160,1787.4,3678.26,25.2
80,140,1740.29,3217.09,24.79
80,120,1767.07,2876.67,25.4
