System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
14:32:58.604,0.0,1.16,0.0,0.0,2.53,12.27,2.92,0.04,0.21
14:32:58.705,0.0,1.0,0.0,0.0,5.68,24.21,2.66,0.01,0.18
14:32:58.805,0.0,1.0,0.0,0.0,5.87,22.54,2.58,0.01,0.15
14:32:58.905,0.0,1.0,0.0,0.0,5.52,24.79,2.51,0.01,0.07
14:32:59.005,0.0,1.0,0.0,0.0,9.15,26.26,2.68,0.03,0.18
14:32:59.105,0.01,1.42,0.01,0.01,134.79,45.67,5.65,0.36,1.24
14:32:59.205,0.01,2.1,0.03,0.04,181.27,36.02,6.0,0.52,1.25
14:32:59.306,0.01,1.25,0.01,0.02,79.49,40.0,5.96,0.38,1.36
14:32:59.406,0.0,1.02,0.0,0.0,12.37,27.15,5.44,0.32,1.2
14:32:59.505,0.01,1.3,0.0,0.0,65.67,3.52,5.68,0.35,1.2
14:32:59.606,0.05,2.65,0.01,0.06,617.37,8.34,9.2,0.73,1.68
14:32:59.706,0.06,3.46,0.11,0.06,739.99,96.52,9.44,0.68,2.34
14:32:59.806,0.02,2.77,0.01,0.04,240.61,38.62,9.03,0.6,2.31
14:32:59.907,0.01,3.4,0.02,0.19,125.63,16.02,9.45,0.73,2.35
14:33:00.021,0.06,2.72,0.19,1.44,743.63,3.96,16.4,1.29,2.38
14:33:00.107,0.08,3.29,0.23,1.83,1038.9,3.64,19.82,1.53,2.4
14:33:00.207,0.08,3.3,0.23,1.87,1048.53,3.39,20.35,1.56,2.4
14:33:00.307,0.08,3.3,0.22,1.83,1041.22,3.34,19.95,1.52,2.4
14:33:00.407,0.09,3.3,0.22,1.89,1072.25,3.73,20.2,1.56,2.4
14:33:00.507,0.06,2.95,0.11,1.04,776.67,4.68,15.15,1.16,2.38
14:33:00.607,0.01,3.53,0.02,0.19,124.61,16.18,9.67,0.72,2.35
14:33:00.707,0.01,3.44,0.02,0.19,124.53,16.16,9.49,0.7,2.35
14:33:00.806,0.11,1.42,0.05,0.21,1391.69,49.99,10.1,0.71,2.35
14:33:00.907,1.27,2.81,0.51,0.73,15976.0,59.25,20.05,1.24,2.33
14:33:01.007,0.06,3.26,0.28,0.67,726.82,10.59,11.16,1.04,2.28
