Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 18:52:30,423.251,324.788,748.038
2024-09-18 18:52:31,291.394,258.191,549.585
2024-09-18 18:52:31,767.271,591.159,1358.43
2024-09-18 18:52:31,856.849,529.387,1386.24
2024-09-18 18:52:31,903.864,762.641,1666.51
2024-09-18 18:52:31,417.898,352.088,769.986
2024-09-18 18:52:31,258.233,219.382,477.615
2024-09-18 18:52:31,502.064,433.614,935.678
2024-09-18 18:52:31,448.116,378.288,826.404
2024-09-18 18:52:31,476.55,400.985,877.535
2024-09-18 18:52:31,431.162,365.109,796.271
2024-09-18 18:52:32,341.196,288.537,629.732
2024-09-18 18:52:32,419.559,351.822,771.381
2024-09-18 18:52:32,486.941,421.974,908.914
2024-09-18 18:52:32,422.706,357.243,779.949
2024-09-18 18:52:32,374.76,318.847,693.607
2024-09-18 18:52:32,360.983,306.006,666.989
2024-09-18 18:52:32,448.062,382.194,830.256
2024-09-18 18:52:32,519.209,442.578,961.787
2024-09-18 18:52:32,438.371,374.152,812.523
2024-09-18 18:52:33,434.925,372.627,807.552
2024-09-18 18:52:33,318.448,267.65,586.098
2024-09-18 18:52:33,409.923,346.21,756.134
2024-09-18 18:52:33,470.165,407.161,877.326
2024-09-18 18:52:33,285.155,241.248,526.402
2024-09-18 18:52:33,400.644,340.042,740.686
2024-09-18 18:52:33,458.087,396.641,854.727
2024-09-18 18:52:33,415.563,352.961,768.524
2024-09-18 18:52:33,489.444,416.339,905.783
2024-09-18 18:52:33,376.485,320.231,696.716
2024-09-18 18:52:34,355.709,303.458,659.167
2024-09-18 18:52:34,409.57,345.254,754.824
2024-09-18 18:52:34,454.89,394.025,848.915
2024-09-18 18:52:34,419.888,356.279,776.167
2024-09-18 18:52:34,368.453,315.247,683.7
2024-09-18 18:52:34,357.404,302.755,660.159
2024-09-18 18:52:34,450.25,378.785,829.035
2024-09-18 18:52:34,496.488,425.627,922.115
2024-09-18 18:52:34,417.954,339.571,757.525
2024-09-18 18:52:35,406.918,348.129,755.047
2024-09-18 18:52:35,423.933,353.629,777.562
2024-09-18 18:52:35,409.749,346.2,755.949
2024-09-18 18:52:35,500.889,427.382,928.271
2024-09-18 18:52:35,378.231,322.575,700.807
2024-09-18 18:52:35,320.348,268.899,589.246
2024-09-18 18:52:35,512.438,448.443,960.881
2024-09-18 18:52:35,420.288,358.615,778.903
2024-09-18 18:52:35,486.685,415.044,901.729
2024-09-18 18:52:35,352.97,307.786,660.756
2024-09-18 18:52:36,414.472,348.762,763.234
2024-09-18 18:52:36,407.094,343.137,750.231
2024-09-18 18:52:36,445.861,385.497,831.358
2024-09-18 18:52:36,500.927,428.866,929.794
2024-09-18 18:52:36,335.378,279.91,615.288
2024-09-18 18:52:36,369.748,315.798,685.546
2024-09-18 18:52:36,471.004,405.298,876.302
2024-09-18 18:52:36,488.079,414.142,902.22
2024-09-18 18:52:36,428.163,361.671,789.834
2024-09-18 18:52:37,384.557,329.567,714.124
2024-09-18 18:52:37,362.191,306.974,669.165
2024-09-18 18:52:37,426.373,359.9,786.273
2024-09-18 18:52:37,475.187,413.178,888.366
2024-09-18 18:52:37,436.127,368.176,804.303
2024-09-18 18:52:37,379.242,324.892,704.135
2024-09-18 18:52:37,361.279,320.991,682.27
2024-09-18 18:52:37,421.281,352.293,773.574
2024-09-18 18:52:37,492.847,414.772,907.619
2024-09-18 18:52:37,464.036,400.15,864.186
2024-09-18 18:52:38,435.369,367.489,802.858
2024-09-18 18:52:38,280.158,237.036,517.194
2024-09-18 18:52:38,454.829,395.186,850.015
2024-09-18 18:52:38,453.357,386.115,839.472
2024-09-18 18:52:38,429.082,366.875,795.957
2024-09-18 18:52:38,290.638,248.707,539.345
2024-09-18 18:52:38,472.152,408.062,880.215
2024-09-18 18:52:38,489.231,418.794,908.026
2024-09-18 18:52:38,431.472,364.431,795.903
2024-09-18 18:52:39,432.812,377.312,810.124
2024-09-18 18:52:39,325.746,273.807,599.554
2024-09-18 18:52:39,421.983,356.492,778.475
2024-09-18 18:52:39,514.073,444.018,958.09
2024-09-18 18:52:39,424.733,362.038,786.771
2024-09-18 18:52:39,380.465,325.473,705.938
2024-09-18 18:52:39,383.182,334.492,717.675
2024-09-18 18:52:39,500.116,423.826,923.943
2024-09-18 18:52:39,471.218,402.389,873.607
2024-09-18 18:52:39,527.642,450.137,977.78
2024-09-18 18:52:40,387.863,330.097,717.959
2024-09-18 18:52:40,329.289,277.213,606.502
2024-09-18 18:52:40,454.088,389.7,843.788
2024-09-18 18:52:40,507.837,436.506,944.343
2024-09-18 18:52:40,421.823,359.163,780.986
2024-09-18 18:52:40,299.454,250.406,549.86
2024-09-18 18:52:40,462.337,408.79,871.128
2024-09-18 18:52:40,523.926,446.144,970.07
2024-09-18 18:52:40,438.055,374.567,812.621
2024-09-18 18:52:41,403.352,346.37,749.722
2024-09-18 18:52:41,363.294,309.172,672.467
2024-09-18 18:52:41,426.553,360.919,787.471
2024-09-18 18:52:41,473.36,411.272,884.632
2024-09-18 18:52:41,442.673,377.336,820.009
2024-09-18 18:52:41,408.016,348.389,756.405
2024-09-18 18:52:41,364.278,306.369,670.647
2024-09-18 18:52:41,453.542,385.953,839.495
2024-09-18 18:52:41,534.353,452.084,986.437
2024-09-18 18:52:41,473.819,397.837,871.656
2024-09-18 18:52:42,345.985,291.649,637.633
2024-09-18 18:52:42,399.256,338.073,737.329
2024-09-18 18:52:42,432.127,365.842,797.969
2024-09-18 18:52:42,504.615,435.167,939.783
2024-09-18 18:52:42,424.708,362.622,787.329
2024-09-18 18:52:42,286.283,242.082,528.365
2024-09-18 18:52:42,483.148,425.387,908.535
2024-09-18 18:52:42,537.742,464.636,1002.38
2024-09-18 18:52:42,426.338,356.415,782.753
2024-09-18 18:52:43,399.064,335.438,734.502
2024-09-18 18:52:43,361.079,304.711,665.79
2024-09-18 18:52:43,435.769,366.174,801.943
2024-09-18 18:52:43,481.451,409.105,890.556
2024-09-18 18:52:43,463.601,398.398,861.999
2024-09-18 18:52:43,384.078,328.814,712.892
2024-09-18 18:52:43,353.058,299.632,652.689
2024-09-18 18:52:43,489.669,417.273,906.943
2024-09-18 18:52:43,507.361,432.149,939.51
2024-09-18 18:52:43,381.031,320.884,701.915
2024-09-18 18:52:44,392.736,337.065,729.802
2024-09-18 18:52:44,434.274,365.717,799.992
2024-09-18 18:52:44,427.531,361.963,789.494
2024-09-18 18:52:44,355.527,306.177,661.704
2024-09-18 18:52:44,440.458,371.162,811.62
2024-09-18 18:52:44,421.861,358.273,780.134
2024-09-18 18:52:44,496.855,434.104,930.959
2024-09-18 18:52:44,498.761,426.224,924.985
2024-09-18 18:52:44,308,256.696,564.695
2024-09-18 18:52:45,463.583,406.443,870.026
2024-09-18 18:52:45,452.85,379.527,832.377
2024-09-18 18:52:45,431.309,365.471,796.78
2024-09-18 18:52:45,464.209,404.995,869.204
2024-09-18 18:52:45,409.328,351.644,760.972
2024-09-18 18:52:45,324.697,271.915,596.612
2024-09-18 18:52:45,422.857,361.993,784.85
2024-09-18 18:52:45,574.735,501.936,1076.67
2024-09-18 18:52:45,451.617,383.446,835.063
2024-09-18 18:52:45,301.687,251.11,552.796
2024-09-18 18:52:46,455.338,395.135,850.474
2024-09-18 18:52:46,431.526,363.986,795.512
2024-09-18 18:52:46,419.37,355.171,774.541
2024-09-18 18:52:46,466.207,402.66,868.867
2024-09-18 18:52:46,300.566,252.406,552.972
2024-09-18 18:52:46,434.843,374.677,809.52
2024-09-18 18:52:46,485.626,420.626,906.252
2024-09-18 18:52:46,500.215,421.873,922.088
2024-09-18 18:52:46,428.05,359.507,787.557
2024-09-18 18:52:47,406.946,343.624,750.57
2024-09-18 18:52:47,386.592,328.816,715.408
2024-09-18 18:52:47,432.598,366.64,799.238
2024-09-18 18:52:47,479.434,418.079,897.513
2024-09-18 18:52:47,485.868,405.678,891.547
2024-09-18 18:52:47,384.511,326.204,710.715
2024-09-18 18:52:47,360.442,310.603,671.044
2024-09-18 18:52:47,532.928,458.841,991.769
2024-09-18 18:52:47,430.437,361.235,791.672
2024-09-18 18:52:48,443.464,375.354,818.818
2024-09-18 18:52:48,403.543,345.675,749.218
2024-09-18 18:52:48,405.965,341.665,747.63
2024-09-18 18:52:48,433.98,364.223,798.204
2024-09-18 18:52:48,486.668,418.423,905.09
2024-09-18 18:52:48,419.613,355.389,775.002
2024-09-18 18:52:48,302.61,252.341,554.951
2024-09-18 18:52:48,548.405,493.552,1041.96
2024-09-18 18:52:48,436.378,368.045,804.423
2024-09-18 18:52:49,439.579,372.626,812.205
2024-09-18 18:52:49,433.466,376.155,809.621
2024-09-18 18:52:49,337.8,283.782,621.582
2024-09-18 18:52:49,430.897,365.957,796.854
2024-09-18 18:52:49,481.582,421.533,903.115
2024-09-18 18:52:49,454.317,385.514,839.831
2024-09-18 18:52:49,425.785,362.178,787.964
2024-09-18 18:52:49,337.586,294.423,632.009
2024-09-18 18:52:49,500.995,432.129,933.124
2024-09-18 18:52:49,426.835,360.961,787.796
2024-09-18 18:52:50,479.542,413.926,893.468
2024-09-18 18:52:50,464.984,396.256,861.24
2024-09-18 18:52:50,326.039,276.079,602.117
2024-09-18 18:52:50,390.065,332.332,722.397
2024-09-18 18:52:50,529.552,455.923,985.475
2024-09-18 18:52:50,428.873,362.42,791.292
2024-09-18 18:52:50,385.706,329.434,715.14
2024-09-18 18:52:50,463.673,410.097,873.77
2024-09-18 18:52:50,447.465,378.191,825.656
2024-09-18 18:52:51,443.063,374.086,817.148
2024-09-18 18:52:51,450.442,389.438,839.879
2024-09-18 18:52:51,334.378,283.038,617.416
2024-09-18 18:52:51,427.358,362.438,789.796
2024-09-18 18:52:51,487.064,426.638,913.703
2024-09-18 18:52:51,431.142,368.376,799.518
2024-09-18 18:52:51,381.257,327.294,708.55
2024-09-18 18:52:51,398.02,346.681,744.701
2024-09-18 18:52:51,526.196,445.32,971.516
2024-09-18 18:52:51,435.75,366.249,801.999
2024-09-18 18:52:52,482.462,415.015,897.477
2024-09-18 18:52:52,403.751,345.776,749.527
2024-09-18 18:52:52,332.105,279.622,611.727
2024-09-18 18:52:52,440.731,380.441,821.172
2024-09-18 18:52:52,491.845,420.625,912.47
2024-09-18 18:52:52,436.69,371.082,807.772
2024-09-18 18:52:52,314.661,262.927,577.588
2024-09-18 18:52:52,517.462,460.838,978.3
2024-09-18 18:52:52,450.007,380.824,830.831
2024-09-18 18:52:53,497.272,413.266,910.538
2024-09-18 18:52:53,476.03,407.649,883.679
2024-09-18 18:52:53,292.526,247.092,539.618
2024-09-18 18:52:53,428.331,361.323,789.654
2024-09-18 18:52:53,511.737,450.621,962.358
2024-09-18 18:52:53,460.609,392.905,853.514
2024-09-18 18:52:53,376.792,320.21,697.002
2024-09-18 18:52:53,391.169,332.409,723.577
2024-09-18 18:52:53,541.684,467.282,1008.97
2024-09-18 18:52:53,429.071,361.551,790.622
2024-09-18 18:52:54,470.175,405.164,875.339
2024-09-18 18:52:54,405.99,348.874,754.863
2024-09-18 18:52:54,329.983,276.633,606.616
2024-09-18 18:52:54,440.048,378.678,818.727
2024-09-18 18:52:54,494.254,425.558,919.812
2024-09-18 18:52:54,418.894,356.916,775.81
2024-09-18 18:52:54,384.5,329.384,713.884
2024-09-18 18:52:54,442.251,387.517,829.769
2024-09-18 18:52:54,458.394,386.478,844.872
2024-09-18 18:52:55,423.405,358.772,782.177
2024-09-18 18:52:55,492.073,426.388,918.461
2024-09-18 18:52:55,322.124,271.812,593.935
2024-09-18 18:52:55,391.163,334.777,725.939
2024-09-18 18:52:55,501.804,438.532,940.336
2024-09-18 18:52:55,446.823,381.956,828.779
2024-09-18 18:52:55,427.889,365.905,793.794
2024-09-18 18:52:55,364.008,323.541,687.55
2024-09-18 18:52:55,520.66,442.82,963.48
2024-09-18 18:52:56,438.444,365.025,803.469
2024-09-18 18:52:56,416.848,359.208,776.056
2024-09-18 18:52:56,383.423,329.516,712.939
2024-09-18 18:52:56,444.404,373.121,817.525
2024-09-18 18:52:56,442.396,374.787,817.183
2024-09-18 18:52:56,487.234,421.025,908.259
2024-09-18 18:52:56,419.57,355.294,774.865
2024-09-18 18:52:56,296.927,247.853,544.78
2024-09-18 18:52:56,577.162,516.826,1093.99
2024-09-18 18:52:56,433.13,359.015,792.145
2024-09-18 18:52:57,436.107,364.339,800.446
2024-09-18 18:52:57,439.371,377.695,817.066
2024-09-18 18:52:57,333.452,280.797,614.248
2024-09-18 18:52:57,423.052,358.071,781.123
2024-09-18 18:52:57,486.629,421.369,907.999
2024-09-18 18:52:57,426.135,362.496,788.631
2024-09-18 18:52:57,385.432,330.117,715.549
2024-09-18 18:52:57,403.711,353.35,757.061
2024-09-18 18:52:57,482.938,415.249,898.187
2024-09-18 18:52:58,440.63,371.523,812.152
2024-09-18 18:52:58,393.584,336.183,729.767
2024-09-18 18:52:58,396.51,337.63,734.14
2024-09-18 18:52:58,443.021,372.521,815.542
2024-09-18 18:52:58,423.087,358.435,781.522
2024-09-18 18:52:58,476.999,413.355,890.355
2024-09-18 18:52:58,416.886,348.119,765.005
2024-09-18 18:52:58,326.68,273.07,599.75
2024-09-18 18:52:58,585.227,513.135,1098.36
2024-09-18 18:52:58,483.838,412.228,896.065
2024-09-18 18:52:59,429.762,356.218,785.98
2024-09-18 18:52:59,342.371,303.038,645.409
2024-09-18 18:52:59,465.788,389.996,855.784
2024-09-18 18:52:59,430.74,363.078,793.818
2024-09-18 18:52:59,441.305,380.116,821.421
2024-09-18 18:52:59,448.972,389.682,838.654
2024-09-18 18:52:59,331.691,281.679,613.37
2024-09-18 18:52:59,469.019,404.47,873.489
2024-09-18 18:52:59,538.925,472.426,1011.35
2024-09-18 18:53:00,387.555,330.097,717.652
2024-09-18 18:53:00,328.4,272.449,600.849
2024-09-18 18:53:00,511.119,448.327,959.447
2024-09-18 18:53:00,431.657,365.517,797.174
2024-09-18 18:53:00,445.264,378.257,823.521
2024-09-18 18:53:00,409.338,348.657,757.995
2024-09-18 18:53:00,353.142,301.428,654.57
2024-09-18 18:53:00,431.039,366.172,797.211
2024-09-18 18:53:00,595.257,528.383,1123.64
2024-09-18 18:53:00,437.776,371.32,809.096
2024-09-18 18:53:01,388.954,336.483,725.437
2024-09-18 18:53:01,390.645,338.795,729.44
2024-09-18 18:53:01,487.407,404.383,891.79
2024-09-18 18:53:01,432.329,361.929,794.258
2024-09-18 18:53:01,423.21,369.525,792.735
2024-09-18 18:53:01,358.765,302.365,661.13
2024-09-18 18:53:01,425.742,358.353,784.095
2024-09-18 18:53:01,505.184,439.397,944.581
2024-09-18 18:53:01,514.42,443.432,957.852
2024-09-18 18:53:02,518.227,379.135,897.362
2024-09-18 18:53:02,292.892,242.832,535.724
2024-09-18 18:53:02,452.415,389.174,841.589
2024-09-18 18:53:02,437.642,367.679,805.321
2024-09-18 18:53:02,418.821,354.351,773.172
2024-09-18 18:53:02,462.824,398.367,861.191
2024-09-18 18:53:02,377.701,323.514,701.215
2024-09-18 18:53:02,336.042,283.899,619.941
2024-09-18 18:53:02,585.969,525.732,1111.7
2024-09-18 18:53:03,439.303,369.562,808.865
2024-09-18 18:53:03,427.654,360.84,788.494
2024-09-18 18:53:03,410.948,354.013,764.961
2024-09-18 18:53:03,359.998,307.26,667.258
2024-09-18 18:53:03,419.809,355.378,775.187
2024-09-18 18:53:03,476.001,411.502,887.503
2024-09-18 18:53:03,446.754,382.595,829.35
2024-09-18 18:53:03,386.322,330.95,717.272
2024-09-18 18:53:03,426.165,375.883,802.048
2024-09-18 18:53:03,483.452,412.334,895.786
2024-09-18 18:53:04,436.731,368.682,805.413
2024-09-18 18:53:04,428.908,357.018,785.927
2024-09-18 18:53:04,391.05,337.445,728.495
2024-09-18 18:53:04,453.554,378.61,832.165
2024-09-18 18:53:04,430.858,361.258,792.116
2024-09-18 18:53:04,476.068,409.927,885.995
2024-09-18 18:53:04,329.635,276.807,606.442
2024-09-18 18:53:04,483.295,420.186,903.481
2024-09-18 18:53:04,537.107,466.674,1003.78
2024-09-18 18:53:05,458.111,386.973,845.084
2024-09-18 18:53:05,376.392,320.419,696.811
2024-09-18 18:53:05,364.816,312.038,676.854
2024-09-18 18:53:05,449.045,381.819,830.865
2024-09-18 18:53:05,432.695,367.512,800.207
2024-09-18 18:53:05,502.025,440.499,942.524
2024-09-18 18:53:05,381.193,327.123,708.316
2024-09-18 18:53:05,326.726,274.302,601.028
2024-09-18 18:53:05,531.845,465.175,997.021
2024-09-18 18:53:05,447.474,379.433,826.907
2024-09-18 18:53:06,433.025,367.157,800.182
2024-09-18 18:53:06,284.077,243.398,527.475
2024-09-18 18:53:06,474.7,405.999,880.699
2024-09-18 18:53:06,436.885,371.791,808.677
2024-09-18 18:53:06,378.818,323.987,702.804
2024-09-18 18:53:06,427.18,366.427,793.608
2024-09-18 18:53:06,442.72,369.72,812.44
2024-09-18 18:53:06,477.004,406.158,883.161
2024-09-18 18:53:06,481.159,409.325,890.484
2024-09-18 18:53:07,321.409,269.243,590.652
2024-09-18 18:53:07,439.826,375.096,814.922
2024-09-18 18:53:07,478.99,409.641,888.631
2024-09-18 18:53:07,443.473,368.842,812.315
2024-09-18 18:53:07,456.517,382.284,838.801
2024-09-18 18:53:07,437.594,379.393,816.987
2024-09-18 18:53:07,331.177,280.311,611.489
2024-09-18 18:53:07,426.509,362.655,789.164
2024-09-18 18:53:07,545.528,480.882,1026.41
2024-09-18 18:53:07,404.641,348.399,753.04
2024-09-18 18:53:08,328.015,274.945,602.961
2024-09-18 18:53:08,429.507,367.405,796.912
2024-09-18 18:53:08,496.991,423.564,920.555
2024-09-18 18:53:08,428.466,365.509,793.976
2024-09-18 18:53:08,379.147,322.792,701.939
2024-09-18 18:53:08,382.782,334.314,717.096
2024-09-18 18:53:08,442.727,374.975,817.702
2024-09-18 18:53:08,456.253,393.463,849.716
2024-09-18 18:53:08,485.471,423.937,909.408
2024-09-18 18:53:09,339.091,288.048,627.139
2024-09-18 18:53:09,435.466,366.805,802.27
2024-09-18 18:53:09,502.066,442.696,944.762
2024-09-18 18:53:09,434.382,368.883,803.265
2024-09-18 18:53:09,385.546,328.769,714.314
2024-09-18 18:53:09,355.177,305.322,660.5
2024-09-18 18:53:09,499.804,423.765,923.57
2024-09-18 18:53:09,441.183,372.518,813.701
2024-09-18 18:53:09,523.772,449.598,973.371
2024-09-18 18:53:09,416.299,357.899,774.198
2024-09-18 18:53:10,335.365,281.201,616.566
2024-09-18 18:53:10,430.23,369.379,799.609
2024-09-18 18:53:10,480.049,414.101,894.149
2024-09-18 18:53:10,433.358,370.398,803.756
2024-09-18 18:53:10,290.574,207.997,498.57
2024-09-18 18:53:10,436.857,322.117,758.974
