Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 18:50:09,743.135,692.259,1435.39
2024-09-18 18:50:10,2574.28,997.274,3571.55
2024-09-18 18:50:10,573.079,563.839,1136.92
2024-09-18 18:50:10,793.914,813.917,1607.83
2024-09-18 18:50:10,641.905,707.059,1348.96
2024-09-18 18:50:10,1376.4,1073.38,2449.77
2024-09-18 18:50:10,2388.09,2251.87,4639.96
2024-09-18 18:50:10,2430.62,2300.28,4730.9
2024-09-18 18:50:10,2220.52,2110.64,4331.16
2024-09-18 18:50:10,2366.85,2238.7,4605.55
2024-09-18 18:50:10,2382.34,2250.79,4633.13
2024-09-18 18:50:11,2400.63,2271.85,4672.49
2024-09-18 18:50:11,2216.19,2104.6,4320.78
2024-09-18 18:50:11,2287.92,2169.93,4457.85
2024-09-18 18:50:11,2438.84,2312.46,4751.29
2024-09-18 18:50:11,2282.96,2161.67,4444.63
2024-09-18 18:50:11,2254.34,2140.64,4394.98
2024-09-18 18:50:11,2412.46,2292.96,4705.42
2024-09-18 18:50:11,2304.28,2183.8,4488.08
2024-09-18 18:50:11,2288.1,2169.33,4457.43
2024-09-18 18:50:11,2385.74,2254.4,4640.14
2024-09-18 18:50:12,2372.45,2241.68,4614.12
2024-09-18 18:50:12,2274.53,2159.07,4433.6
2024-09-18 18:50:12,2237.4,2121.55,4358.95
2024-09-18 18:50:12,2446.46,2297.78,4744.24
2024-09-18 18:50:12,2361.16,2215.18,4576.34
2024-09-18 18:50:12,2300.45,2176.97,4477.43
2024-09-18 18:50:12,2329.36,2168.28,4497.64
2024-09-18 18:50:12,2381.72,2230.73,4612.46
2024-09-18 18:50:12,2344.6,2215.01,4559.61
2024-09-18 18:50:13,2274.83,2156,4430.83
2024-09-18 18:50:13,2381.35,2227.93,4609.28
2024-09-18 18:50:13,2310.75,2181.86,4492.61
2024-09-18 18:50:13,2301.01,2239.99,4541
2024-09-18 18:50:13,118.672,87.9271,206.599
2024-09-18 18:50:13,3365.93,2092.75,5458.68
2024-09-18 18:50:13,14170.5,7087.84,21258.3
2024-09-18 18:50:13,20774.4,10216.4,30990.8
2024-09-18 18:50:13,20986.6,10373.1,31359.8
2024-09-18 18:50:13,21274.5,10518.4,31793
2024-09-18 18:50:14,20950.4,10347.3,31297.7
2024-09-18 18:50:14,14151.6,7018.2,21169.8
2024-09-18 18:50:14,67.4522,56.183,123.635
2024-09-18 18:50:14,1132.78,553.789,1686.57
2024-09-18 18:50:14,817.22,618.388,1435.61
