Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 18:51:41,149.776,139.638,289.414
2024-09-18 18:51:41,2049.75,1746.17,3795.91
2024-09-18 18:51:41,5515.55,5444.18,10959.7
2024-09-18 18:51:41,1016.8,1026.27,2043.07
2024-09-18 18:51:42,906.35,637.407,1543.76
2024-09-18 18:51:42,11107.2,4215.52,15322.7
2024-09-18 18:51:42,3396.87,3309.64,6706.51
2024-09-18 18:51:42,3395.4,3362.27,6757.67
2024-09-18 18:51:42,3360.84,3330.6,6691.43
2024-09-18 18:51:42,3450.06,3381.27,6831.33
2024-09-18 18:51:42,3424.26,3359.14,6783.4
2024-09-18 18:51:42,3393.89,3310.74,6704.63
2024-09-18 18:51:42,15355,8296.95,23652
2024-09-18 18:51:42,6983.46,3512.94,10496.4
2024-09-18 18:51:43,10221.1,5110.04,15331.2
2024-09-18 18:51:43,10898,5262.96,16160.9
2024-09-18 18:51:43,561.193,331.165,892.358
2024-09-18 18:51:43,268.589,218.658,487.246
2024-09-18 18:51:43,318.953,241.176,560.129
2024-09-18 18:51:43,155.041,135.944,290.985
2024-09-18 18:51:43,155.711,129.013,284.724
2024-09-18 18:51:43,335.056,220.526,555.582
2024-09-18 18:51:43,171.523,145.057,316.58
2024-09-18 18:51:44,224.826,192.106,416.932
2024-09-18 18:51:44,85.8195,72.1778,157.997
2024-09-18 18:51:44,193.006,148.644,341.65
2024-09-18 18:51:44,203.08,172.2,375.28
2024-09-18 18:51:44,156.669,100.272,256.941
2024-09-18 18:51:44,235.342,200.179,435.521
2024-09-18 18:51:44,225.687,193.176,418.863
2024-09-18 18:51:44,181.018,150.778,331.796
2024-09-18 18:51:44,62.471,49.225,111.696
2024-09-18 18:51:44,193.756,150.351,344.107
2024-09-18 18:51:45,253.739,3285.11,3538.85
2024-09-18 18:51:45,190.052,172.246,362.297
2024-09-18 18:51:45,122.692,105.943,228.634
2024-09-18 18:51:45,139.938,126.76,266.698
2024-09-18 18:51:45,208.253,177.772,386.025
2024-09-18 18:51:45,221.906,192.431,414.338
2024-09-18 18:51:45,222.169,193.615,415.784
2024-09-18 18:51:45,171.473,150.305,321.779
2024-09-18 18:51:45,20.7578,20.9651,41.7229
2024-09-18 18:51:46,223.131,188.986,412.118
2024-09-18 18:51:46,178.578,152.943,331.522
2024-09-18 18:51:46,171.166,150.983,322.149
2024-09-18 18:51:46,219.714,201.568,421.282
2024-09-18 18:51:46,126.004,113.929,239.933
2024-09-18 18:51:46,148.044,132.799,280.843
2024-09-18 18:51:46,203.363,182.793,386.156
2024-09-18 18:51:46,214.764,185.571,400.335
2024-09-18 18:51:46,156.358,136.235,292.593
2024-09-18 18:51:46,127.284,113.972,241.256
2024-09-18 18:51:47,179.217,161.4,340.617
2024-09-18 18:51:47,177.428,155.454,332.881
2024-09-18 18:51:47,176.575,152.931,329.507
2024-09-18 18:51:47,233.349,204.764,438.113
2024-09-18 18:51:47,79.1311,76.2705,155.402
2024-09-18 18:51:47,196.513,174.54,371.052
