176.372,71.6339,55.5219,127.156
176.472,8.57471,9.84113,18.4158
176.571,7.39008,8.62016,16.0102
176.672,6.0832,6.82112,12.9043
176.772,6.25002,7.18739,13.4374
176.872,42.4544,51.2166,93.671
176.971,16.7686,18.2264,34.9951
177.071,7.4208,8.4896,15.9104
177.172,6.90944,7.94368,14.8531
177.271,11.0778,12.2758,23.3536
177.372,6.944,8.14976,15.0938
177.471,7.41824,8.51968,15.9379
177.572,16.4384,18.8845,35.3229
177.673,7.12064,8.27328,15.3939
177.772,5.15456,5.62688,10.7814
177.873,40.519,48.8883,89.4074
177.973,8.38335,8.26376,16.6471
178.072,8.05376,8.79552,16.8493
178.173,6.2176,6.97472,13.1923
178.273,7.58336,8.71296,16.2963
178.373,6.4128,7.37664,13.7894
178.473,6.15616,6.87296,13.0291
178.574,5.47264,6.10752,11.5802
178.673,5.61325,6.14788,11.7611
178.773,5.61408,6.23296,11.847
178.874,39.1712,47.3677,86.5389
178.973,6.7872,7.73632,14.5235
179.074,5.92832,6.56832,12.4966
179.174,6.30208,7.00864,13.3107
179.274,5.72416,6.34688,12.071
179.374,5.83822,6.57325,12.4115
179.474,6.14272,6.83648,12.9792
179.573,7.52291,8.31483,15.8377
179.673,7.91936,8.83968,16.759
179.774,8.00704,8.68416,16.6912
179.873,40.3514,48.3782,88.7296
179.974,8.79168,9.39904,18.1907
180.074,7.09056,8.0288,15.1194
180.174,6.46336,7.32096,13.7843
180.274,6.83648,7.73056,14.567
180.375,6.22912,7.04256,13.2717
180.475,7.05875,8.00711,15.0659
180.574,135.135,54.5222,189.658
180.675,137.504,113.833,251.337
180.775,954.603,788.597,1743.2
180.875,850.856,721.961,1572.82
180.974,840.305,607.758,1448.06
181.074,2010.98,1745.11,3756.09
181.173,1358.16,1179.83,2537.99
181.273,675.277,564.143,1239.42
181.374,603.928,519.665,1123.59
181.474,793.462,716.289,1509.75
181.575,2.95148e+15,2.95148e+15,5.90296e+15
181.674,2724.22,964.989,3689.21
181.775,471.561,559.873,1031.43
181.875,739.436,759.921,1499.36
181.976,650.92,656.938,1307.86
182.076,1859.87,1477.29,3337.16
