Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 19:36:21,9.00662,11.0043,20.0109
2024-09-18 19:36:22,11.0226,11.7242,22.7467
2024-09-18 19:36:23,8.50982,9.47194,17.9818
Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 19:39:16,10.8295,11.7455,22.575
2024-09-18 19:39:17,8.48177,9.61201,18.0938
2024-09-18 19:39:18,8.83591,8.896,17.7319
2024-09-18 19:39:19,9.27377,10.033,19.3068
2024-09-18 19:39:20,7.04237,7.99609,15.0385
2024-09-18 19:39:21,10.6415,11.1433,21.7848
2024-09-18 19:39:22,8.7766,9.3777,18.1543
2024-09-18 19:39:23,7.1891,8.0252,15.2143
Time, sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
2024-09-18 19:40:38,13.8677,14.8529,28.7206
2024-09-18 19:40:39,8.40839,9.68294,18.0913
2024-09-18 19:40:40,7.14453,8.12133,15.2659
2024-09-18 19:40:41,8.22413,9.2673,17.4914
