Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019540786743164,37.71,27.0
0.27727794647216797,37.46,27.0
0.41228294372558594,66.73,26.98
0.5634090900421143,70.86,27.0
0.7017438411712646,71.54,26.99
0.8348543643951416,70.86,26.99
0.9690914154052734,70.86,26.98
1.103214979171753,71.58,26.98
1.2365596294403076,70.86,27.0
1.3858842849731445,70.61,27.0
1.5212829113006592,71.1,26.99
1.6558244228363037,70.82,26.99
1.7921037673950195,69.4,27.0
1.9282360076904297,70.86,27.0
2.1009881496429443,71.1,26.98
2.271871566772461,71.1,27.0
2.4088237285614014,70.86,27.0
2.5442707538604736,70.86,27.0
2.680791139602661,71.34,27.0
2.8331854343414307,71.1,26.98
2.9879698753356934,69.89,27.0
3.1242458820343018,71.1,27.0
3.2602334022521973,71.1,26.99
3.395540952682495,70.37,27.0
3.5274698734283447,71.1,27.0
3.6632256507873535,71.1,27.0
3.8011107444763184,70.86,27.0
3.9361414909362793,70.86,27.0
4.087993860244751,71.1,26.98
4.22328782081604,70.86,27.0
4.359441757202148,65.8,27.0
4.494761943817139,71.1,26.99
4.628803253173828,70.86,27.0
4.786768674850464,70.61,27.0
4.920854330062866,71.1,27.0
5.05902624130249,71.34,27.0
5.1927759647369385,70.86,27.0
5.327807903289795,70.86,27.0
5.466359615325928,71.34,27.24
5.601164102554321,70.61,27.0
5.750185966491699,68.43,27.0
5.886003255844116,71.1,27.0
6.040075302124023,71.34,27.0
6.192354202270508,70.86,27.0
6.32729697227478,71.1,27.0
6.461165904998779,71.1,26.98
6.598029851913452,70.86,27.0
6.731374025344849,70.61,27.0
6.86627459526062,71.1,26.99
7.01982307434082,71.1,27.0
7.157780647277832,70.13,27.0
7.292266368865967,71.06,27.0
7.427416086196899,70.86,26.99
7.5601646900177,70.86,27.0
7.710298299789429,70.86,27.0
7.844578981399536,71.1,27.0
7.9979493618011475,70.86,27.24
8.132118701934814,69.89,27.0
8.270254373550415,70.86,26.99
8.40464997291565,70.86,26.98
8.539680242538452,70.37,27.0
8.677787065505981,71.06,26.99
8.81119418144226,71.1,27.24
8.944596290588379,70.37,27.0
9.07952070236206,71.1,26.99
9.213233470916748,70.86,27.0
9.346410512924194,70.61,27.0
9.48022174835205,71.1,27.0
9.617435455322266,71.54,26.99
9.75421404838562,70.86,27.0
9.888426542282104,70.61,27.0
10.038477420806885,71.1,27.0
10.1721031665802,70.86,26.99
10.307311534881592,63.86,27.0
10.442601203918457,71.1,27.0
10.577499389648438,70.86,27.0
10.711879968643188,69.16,27.0
10.847258567810059,71.1,27.0
10.981303453445435,70.86,27.23
11.11725115776062,69.89,27.0
11.246659517288208,71.1,26.99
11.380764722824097,71.1,26.98
11.53220534324646,70.86,27.23
11.668030977249146,70.86,27.0
11.802930116653442,71.58,27.0
11.937134265899658,70.61,27.24
12.072283744812012,70.86,27.0
12.207678079605103,71.34,27.0
12.343336343765259,70.86,27.23
12.516196012496948,70.86,27.24
12.689210653305054,68.19,27.0
12.824878692626953,71.1,26.99
12.959615468978882,70.86,27.0
13.09607744216919,70.37,27.0
13.230892896652222,70.86,27.0
13.364925384521484,71.1,27.0
13.499579906463623,70.37,27.0
13.63547682762146,71.1,27.0
13.78612732887268,71.34,27.0
13.92096471786499,70.86,27.23
14.051271438598633,71.1,27.0
14.185263633728027,71.34,27.0
14.320646047592163,70.86,27.0
14.455350875854492,70.86,27.0
14.591958045959473,71.1,26.99
14.726858615875244,70.86,27.0
14.860974788665771,70.61,27.0
14.99613904953003,71.1,27.0
15.130988836288452,70.86,27.0
15.265198230743408,69.41,27.0
15.400222063064575,71.1,27.0
15.535820007324219,70.86,26.99
15.670588254928589,69.64,27.0
15.804782152175903,71.1,27.0
15.939540147781372,70.86,26.98
16.074530124664307,70.37,27.0
16.208813428878784,71.06,27.0
16.34386134147644,70.86,27.0
16.47734308242798,70.61,27.0
16.61420965194702,71.1,27.0
16.748329877853394,70.86,26.99
16.882247924804688,70.86,26.99
17.016578197479248,70.86,26.99
17.153879404067993,71.34,27.0
17.28828501701355,70.86,27.0
17.421435117721558,70.86,27.0
17.55601954460144,71.34,27.0
17.690954208374023,70.86,27.0
17.825204610824585,69.16,27.0
17.97523331642151,70.86,27.0
18.14806079864502,71.1,27.0
18.298401832580566,70.86,27.0
18.433186292648315,70.61,27.0
18.60398530960083,70.86,27.0
18.74034070968628,71.34,26.99
18.874258756637573,70.86,26.98
19.008434534072876,70.86,27.0
19.14361834526062,71.34,27.0
19.279141902923584,70.86,26.99
19.415550708770752,70.86,27.0
19.554165601730347,71.1,27.0
19.6883327960968,70.86,26.99
19.82369327545166,68.43,26.99
19.95784091949463,71.1,27.0
20.095006465911865,71.1,26.99
20.24928569793701,72.56,26.98
20.383692026138306,72.8,26.99
20.517874479293823,73.0,27.0
20.651381731033325,72.76,27.0
20.786393880844116,72.76,27.0
20.91985273361206,73.73,26.98
21.071251392364502,72.76,27.0
21.204700469970703,73.0,26.99
21.339462518692017,73.04,27.0
21.479042053222656,72.8,26.98
21.63101601600647,74.45,26.98
21.76513123512268,72.8,27.0
21.89806604385376,73.04,27.0
22.051603317260742,72.76,27.0
22.18771195411682,73.04,27.0
22.321385145187378,75.42,27.0
22.458187580108643,73.04,26.98
22.592586278915405,73.48,26.99
22.726301193237305,73.0,27.0
22.860355854034424,73.73,27.0
