Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10019087791442871,39.65,27.02
0.2649424076080322,39.65,27.02
0.4142906665802002,39.41,27.01
0.548335075378418,39.41,27.02
0.6831774711608887,39.41,27.02
0.8192687034606934,39.17,27.02
0.9536335468292236,39.17,27.02
1.0869166851043701,39.17,27.02
1.2207505702972412,38.92,27.0
1.3719251155853271,39.17,27.0
1.5068776607513428,38.92,27.01
1.6404345035552979,39.17,27.02
1.7737047672271729,38.92,27.0
1.9074697494506836,38.92,27.0
2.0428760051727295,38.92,27.01
2.1784746646881104,38.92,27.0
2.3126137256622314,36.25,27.02
2.4587509632110596,34.3,27.02
2.5984435081481934,34.3,27.26
2.7382757663726807,34.3,27.02
2.871567964553833,34.3,27.0
3.0059354305267334,34.3,27.02
3.138843297958374,34.3,27.01
3.2794950008392334,34.3,27.0
3.4297525882720947,34.3,27.02
3.581807851791382,34.3,27.02
3.717867136001587,34.3,27.01
3.854565382003784,34.3,27.02
3.9890384674072266,34.3,27.02
4.12308931350708,34.3,27.26
4.258334398269653,34.3,27.0
4.39427375793457,34.3,27.02
4.528280258178711,34.3,27.0
4.663654565811157,34.3,27.01
4.797788858413696,34.06,27.02
4.928897380828857,34.3,27.02
5.0640549659729,34.06,27.02
5.199796676635742,34.3,27.02
5.334780931472778,35.52,27.25
5.4688498973846436,34.3,27.0
5.6038758754730225,34.3,27.02
5.7385478019714355,34.3,27.02
5.873638153076172,34.3,27.02
6.008026838302612,34.06,27.01
6.161908864974976,34.06,27.02
6.29797887802124,34.06,27.02
6.433305263519287,34.06,27.0
6.568101406097412,34.06,27.02
6.703786611557007,34.06,27.26
6.8343470096588135,34.06,27.26
6.968866586685181,34.06,27.01
7.120152950286865,34.06,27.02
7.255955696105957,34.06,27.0
7.392516851425171,34.06,27.01
7.544248342514038,34.06,27.02
7.680858135223389,34.06,27.02
7.817120790481567,34.06,27.02
7.953046083450317,34.06,27.01
8.087017059326172,34.06,27.26
8.221177577972412,34.06,27.0
8.351727962493896,34.06,27.01
8.485286474227905,89.63,26.98
8.621311664581299,103.38,26.96
8.751536846160889,109.84,26.96
8.886905670166016,113.47,27.21
9.021451950073242,116.8,26.96
9.1562180519104,117.34,26.96
9.292380094528198,110.58,26.96
9.427697896957397,105.56,26.98
9.562526941299438,102.17,26.98
9.696817874908447,99.33,26.98
9.831050157546997,96.9,26.98
10.00223183631897,105.56,26.96
10.136829853057861,109.61,26.96
10.270741939544678,111.79,27.21
10.40473222732544,114.92,26.96
10.541774272918701,118.73,27.23
10.676283597946167,113.97,26.98
10.810636520385742,112.04,26.97
10.94518756866455,104.83,26.98
11.081780910491943,100.54,27.23
11.216140270233154,97.38,27.23
11.35050106048584,96.17,26.98
11.484740734100342,101.21,27.21
