Time (s),GPU 0 Power (W),GPU 1 Power (W)
0.10018658638000488,35.52,27.0
0.2620429992675781,60.47,27.0
0.4126279354095459,77.13,26.98
0.5466527938842773,54.19,27.0
0.6832666397094727,104.09,27.21
0.8583111763000488,84.36,27.21
0.996321439743042,75.92,26.98
1.1305787563323975,105.79,26.96
1.2649669647216797,45.22,27.02
1.3991971015930176,80.27,26.98
1.5359153747558594,74.7,26.98
1.6695950031280518,82.46,26.98
1.8022620677947998,141.29,27.19
1.9565637111663818,57.34,27.0
2.131300926208496,65.32,26.98
2.26615309715271,68.96,27.0
2.402322769165039,44.74,27.01
2.539206027984619,39.17,27.02
2.6689393520355225,41.11,27.0
2.802403211593628,36.49,27.02
2.954146146774292,36.0,27.26
3.090730667114258,36.25,27.02
3.225435256958008,36.01,27.02
3.37839674949646,60.22,26.99
3.5120742321014404,53.21,27.0
3.6456005573272705,45.95,27.0
3.7997360229492188,37.71,27.02
3.938854932785034,36.25,27.02
4.089837312698364,36.0,27.0
