System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
20:14:54.643,0.0,1.15,0.0,0.0,2.62,12.18,2.75,0.04,0.2
20:14:54.743,0.0,1.0,0.0,0.0,5.59,23.35,2.75,0.04,0.21
20:14:54.843,0.0,1.0,0.0,0.0,5.87,22.59,2.78,0.06,0.17
20:14:54.944,0.0,1.0,0.0,0.0,5.44,24.21,2.57,0.03,0.11
20:14:55.043,0.0,1.0,0.0,0.0,5.42,23.92,2.5,0.02,0.1
20:14:55.143,0.02,1.93,0.03,0.19,272.03,6.83,7.56,0.7,1.56
20:14:55.244,0.06,2.22,0.19,1.29,712.58,4.18,14.44,1.4,2.31
20:14:55.344,0.07,2.73,0.24,1.55,860.14,3.43,15.25,1.48,2.01
20:14:55.445,0.07,2.84,0.24,1.58,873.97,3.3,15.25,1.51,1.89
20:14:55.545,0.07,2.84,0.24,1.58,872.18,3.23,15.1,1.49,1.89
20:14:55.644,0.07,2.84,0.24,1.57,867.92,3.32,15.12,1.49,1.89
20:14:55.745,0.07,2.86,0.24,1.6,920.62,3.89,15.18,1.5,1.9
20:14:55.846,0.05,2.4,0.14,0.99,679.41,3.55,14.05,1.28,2.28
20:14:55.946,0.07,2.61,0.23,1.48,826.26,3.31,15.26,1.46,2.13
20:14:56.046,0.07,2.84,0.24,1.56,868.24,3.2,15.17,1.48,1.89
20:14:56.146,0.07,2.84,0.24,1.56,869.8,3.21,15.13,1.49,1.89
20:14:56.246,0.07,2.84,0.24,1.56,869.04,3.21,15.09,1.48,1.88
20:14:56.345,0.07,2.84,0.24,1.56,864.44,3.2,15.02,1.47,1.89
20:14:56.446,0.21,2.73,1.75,2.75,2659.16,10.33,15.41,1.9,1.89
20:14:56.546,0.76,2.19,7.46,8.15,9423.61,45.14,15.08,3.75,1.54
20:14:56.646,1.0,2.03,8.28,0.9,12402.11,64.07,15.05,2.66,1.44
20:14:56.747,0.07,2.44,1.82,8.03,911.97,3.91,15.24,3.02,1.72
20:14:56.847,0.49,1.82,8.7,0.76,6086.27,35.59,14.81,2.57,2.03
20:14:56.947,0.29,2.34,5.01,1.55,3591.13,16.12,15.2,2.29,1.84
20:14:57.047,0.3,2.48,5.22,1.47,3764.02,15.81,15.25,2.34,1.67
20:14:57.148,0.3,2.48,5.23,1.47,3764.61,15.85,15.12,2.31,1.68
20:14:57.248,0.3,2.48,5.23,1.46,3759.81,15.88,15.17,2.31,1.68
20:14:57.347,0.3,2.48,5.19,1.43,3728.79,15.86,15.1,2.31,1.68
