System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
19:56:30.063,0.0,1.13,0.0,0.0,3.44,13.12,4.28,0.26,0.72
19:56:30.164,0.0,1.03,0.0,0.0,6.17,24.06,2.37,0.13,0.15
19:56:30.264,0.0,1.0,0.0,0.0,6.41,25.41,2.28,0.08,0.11
19:56:30.364,0.0,1.0,0.0,0.0,6.14,25.28,2.19,0.13,0.1
19:56:30.464,0.0,1.0,0.01,0.01,21.14,36.12,2.89,0.18,0.34
19:56:30.576,0.03,2.13,0.08,0.47,415.27,5.54,9.13,0.99,1.6
19:56:30.664,0.39,2.71,1.42,2.42,4780.71,19.12,19.42,2.09,2.37
19:56:30.765,1.1,2.28,3.62,3.5,13784.52,63.94,20.7,2.73,2.29
19:56:30.866,0.97,2.47,4.17,3.98,12105.57,51.51,20.88,2.86,2.28
19:56:30.966,1.07,2.51,3.83,3.52,13352.11,56.16,20.91,2.72,2.17
19:56:31.065,1.02,2.44,3.66,3.34,12594.27,55.07,20.45,2.6,2.22
19:56:31.164,1.09,2.61,3.82,3.51,13473.02,54.8,20.63,2.54,2.04
19:56:31.264,1.1,2.54,3.86,3.51,13707.81,56.79,20.69,2.55,2.08
19:56:31.364,1.05,2.52,3.74,3.41,13102.46,55.1,20.5,2.5,2.13
19:56:31.465,1.04,2.47,3.75,3.43,13007.81,55.58,20.57,2.53,2.17
19:56:31.565,1.0,2.43,3.63,3.31,12487.34,54.29,20.58,2.47,2.25
19:56:31.665,1.03,2.4,3.71,3.36,12863.55,56.82,20.78,2.52,2.25
19:56:31.766,0.88,2.47,3.36,3.09,10994.63,47.27,20.54,2.39,2.3
19:56:31.866,1.02,2.47,3.68,3.36,12747.13,54.48,20.74,2.51,2.21
19:56:31.965,1.0,2.38,3.63,3.31,12478.55,55.97,20.49,2.48,2.27
19:56:32.066,0.68,2.49,2.93,2.65,8462.15,37.59,19.78,2.18,2.32
19:56:32.166,1.02,2.43,3.69,3.29,12676.16,55.28,20.71,2.47,2.26
19:56:32.266,1.01,2.4,3.64,3.26,12542.98,55.46,20.64,2.46,2.28
19:56:32.366,1.02,2.34,3.69,3.3,12719.79,58.19,20.62,2.46,2.33
19:56:32.466,0.84,2.69,3.33,3.0,10477.49,41.12,20.69,2.38,2.13
19:56:32.566,0.86,2.41,2.77,2.74,10639.76,47.2,20.32,2.18,2.34
19:56:32.666,0.99,2.44,2.87,2.63,12226.27,53.58,20.22,2.26,2.19
19:56:32.765,0.72,2.47,3.02,2.89,8974.78,41.29,19.74,2.25,2.4
19:56:32.866,1.12,2.46,3.93,3.58,14046.73,60.26,20.96,2.6,2.07
19:56:32.976,0.18,2.54,0.41,0.36,2215.83,52.83,11.07,1.02,2.15
