System,System,System,System,System,System,System,System,System,System
Time,EXEC,CFREQ,READ,WRITE,INST,PhysIPC%,Proc Energy (Joules),DRAM Energy (Joules),UncFREQ (Ghz)
19:58:24.805,0.0,1.15,0.0,0.0,2.59,12.59,2.62,0.13,0.22
19:58:24.905,0.0,1.0,0.0,0.0,5.6,23.79,2.82,0.16,0.28
19:58:25.005,0.0,1.0,0.0,0.0,5.61,24.59,2.3,0.12,0.14
19:58:25.106,0.0,1.07,0.0,0.0,7.17,25.16,2.83,0.23,0.3
19:58:25.206,0.0,1.0,0.0,0.0,5.79,23.89,2.31,0.16,0.16
19:58:25.306,0.01,1.54,0.01,0.02,154.86,7.71,5.87,0.91,1.1
19:58:25.420,0.11,1.71,0.04,0.1,1341.63,9.39,10.69,1.29,1.86
19:58:25.507,0.18,0.99,0.68,0.57,2185.84,23.42,10.82,1.54,2.13
19:58:25.608,0.41,0.85,1.01,0.75,5063.09,62.43,11.28,1.69,2.11
19:58:25.707,0.41,0.9,1.1,0.83,5074.74,59.74,11.29,1.74,2.08
19:58:25.807,0.41,0.87,0.92,0.71,5059.64,61.19,11.01,1.66,2.08
19:58:25.908,0.45,0.91,0.98,0.75,5604.28,64.09,11.29,1.71,2.05
19:58:26.007,0.47,0.97,0.91,0.69,5853.04,63.71,11.06,1.65,2.05
19:58:26.107,0.44,0.89,1.0,0.74,5419.12,64.0,11.31,1.7,2.1
19:58:26.207,0.42,0.9,1.38,1.03,5191.7,61.07,11.44,1.84,2.08
19:58:26.307,0.44,0.9,0.92,0.71,5487.22,63.13,11.11,1.69,2.03
19:58:26.407,0.41,0.85,0.95,0.72,5106.36,62.44,11.33,1.69,2.13
19:58:26.507,0.44,0.92,0.96,0.72,5528.65,63.03,11.28,1.69,2.09
19:58:26.608,0.44,0.93,1.21,0.9,5473.93,62.09,11.37,1.77,2.06
19:58:26.708,0.42,0.9,1.15,0.86,5278.59,61.55,11.25,1.78,2.05
19:58:26.808,0.42,0.85,0.98,0.75,5306.01,65.33,11.23,1.72,2.09
19:58:26.908,0.44,0.92,0.94,0.71,5510.33,62.5,11.18,1.67,2.07
19:58:27.009,0.45,0.94,1.26,0.93,5639.12,62.77,11.42,1.82,2.02
19:58:27.109,0.39,0.86,1.11,0.83,4901.16,59.81,11.27,1.76,2.09
19:58:27.209,0.39,0.81,0.94,0.72,4831.72,61.95,11.15,1.66,2.13
19:58:27.310,0.43,0.92,0.94,0.72,5353.87,61.13,11.2,1.69,2.06
19:58:27.411,0.33,1.2,0.49,0.43,4185.91,36.46,11.33,1.54,2.03
19:58:27.510,0.39,0.89,1.04,0.83,4841.21,57.59,11.24,1.72,2.1
19:58:27.610,0.41,0.88,1.05,0.86,5101.63,60.9,11.2,1.73,2.08
19:58:27.711,0.42,0.86,0.95,0.77,5226.68,63.51,11.21,1.71,2.09
19:58:27.810,0.4,0.86,0.92,0.73,4980.51,60.9,11.21,1.69,2.1
19:58:27.910,0.46,0.93,0.95,0.75,5688.74,64.75,11.0,1.69,2.01
19:58:28.010,0.42,0.92,1.17,0.93,5321.14,60.08,11.47,1.77,2.07
19:58:28.110,0.41,0.89,1.06,0.85,5047.61,59.64,11.2,1.75,2.07
19:58:28.211,0.4,0.85,0.93,0.76,4970.99,61.04,11.27,1.7,2.11
19:58:28.310,0.41,0.85,0.93,0.74,5089.11,62.72,11.13,1.68,2.08
19:58:28.409,0.41,0.89,0.92,0.73,5039.66,59.82,11.2,1.67,2.11
19:58:28.508,0.47,0.99,0.95,0.75,5808.09,61.94,11.08,1.69,1.99
19:58:28.609,0.41,0.91,1.16,0.93,5150.96,59.98,11.53,1.78,2.11
19:58:28.708,0.42,0.91,1.12,0.91,5280.36,61.2,11.15,1.76,2.04
19:58:28.807,0.43,0.88,0.96,0.77,5318.97,63.88,11.19,1.7,2.08
19:58:28.908,0.43,0.89,0.94,0.74,5329.97,62.97,11.31,1.69,2.1
19:58:29.008,0.42,0.87,0.97,0.76,5264.57,63.71,11.37,1.71,2.12
19:58:29.108,0.43,0.93,1.31,1.06,5327.82,60.15,11.38,1.83,2.04
19:58:29.208,0.44,0.91,1.02,0.84,5452.8,63.07,11.21,1.74,2.04
19:58:29.308,0.45,0.94,0.96,0.76,5672.7,63.07,11.16,1.7,2.05
19:58:29.409,0.43,0.89,0.96,0.76,5388.88,63.58,11.47,1.72,2.11
19:58:29.509,0.42,0.9,1.28,1.02,5196.06,60.47,11.41,1.82,2.05
19:58:29.609,0.41,0.88,0.98,0.82,5127.97,61.1,11.2,1.71,2.08
19:58:29.709,0.41,0.85,0.96,0.77,5145.68,63.64,11.25,1.73,2.09
19:58:29.810,0.4,0.86,0.9,0.71,4972.89,60.68,11.25,1.68,2.13
19:58:29.909,0.44,0.91,0.87,0.7,5507.05,64.08,11.19,1.66,2.09
19:58:30.008,0.46,0.95,1.08,0.85,5654.24,62.58,11.04,1.74,1.99
19:58:30.109,0.39,0.87,1.21,0.97,4874.87,58.93,11.54,1.79,2.12
19:58:30.210,0.41,0.87,0.97,0.8,5103.02,61.02,11.29,1.74,2.08
19:58:30.309,0.42,0.85,0.95,0.76,5170.65,63.66,11.21,1.69,2.09
19:58:30.410,0.42,0.9,0.89,0.71,5286.32,61.37,11.19,1.67,2.09
19:58:30.510,0.45,0.91,0.98,0.77,5595.17,64.77,11.29,1.71,2.06
19:58:30.610,0.43,0.94,1.25,1.0,5298.82,59.04,11.31,1.81,2.01
19:58:30.709,0.4,0.85,1.0,0.82,4901.35,60.67,11.05,1.71,2.08
19:58:30.809,0.41,0.83,0.96,0.77,5167.73,65.0,11.33,1.72,2.11
19:58:30.910,0.46,0.95,0.94,0.75,5687.89,62.71,11.14,1.69,2.03
19:58:31.010,0.45,0.93,0.98,0.77,5561.11,62.87,11.31,1.72,2.06
19:58:31.110,0.43,0.94,1.36,1.11,5295.18,59.27,11.28,1.85,2.0
19:58:31.210,0.42,0.86,0.94,0.77,5278.97,64.34,11.29,1.71,2.09
19:58:31.310,0.42,0.88,0.94,0.74,5231.05,62.23,11.34,1.69,2.12
19:58:31.410,0.47,0.93,1.01,0.79,5842.24,65.86,11.35,1.72,2.05
19:58:31.510,0.42,0.93,1.36,1.11,5263.76,59.46,11.41,1.85,2.04
19:58:31.611,0.42,0.9,0.94,0.76,5286.24,61.71,11.19,1.7,2.06
19:58:31.711,0.4,0.84,0.94,0.74,4997.62,62.35,11.27,1.7,2.11
19:58:31.811,0.4,0.83,0.91,0.73,5040.28,63.79,11.42,1.69,2.15
19:58:31.912,0.45,0.95,1.21,0.97,5611.84,62.17,11.39,1.8,2.04
19:58:32.011,0.4,0.86,1.1,0.9,4928.4,60.55,11.19,1.77,2.06
19:58:32.112,0.43,0.87,0.96,0.77,5399.77,64.92,11.26,1.7,2.09
19:58:32.211,0.44,0.91,0.91,0.72,5499.11,63.37,11.24,1.68,2.08
19:58:32.313,0.37,0.93,0.74,0.6,4648.89,52.14,11.34,1.59,2.15
19:58:32.413,0.4,0.94,0.92,0.74,5003.67,55.62,11.28,1.7,2.07
19:58:32.513,0.42,0.9,0.94,0.74,5300.32,61.76,11.17,1.7,2.07
19:58:32.613,0.44,0.9,0.95,0.76,5496.75,64.45,11.1,1.7,2.03
19:58:32.713,0.44,0.96,1.24,0.99,5516.79,60.12,11.31,1.8,2.01
19:58:32.813,0.43,0.91,1.07,0.88,5350.9,62.01,11.23,1.77,2.05
19:58:32.912,0.45,0.91,0.98,0.78,5624.24,64.71,11.12,1.7,2.04
19:58:33.013,0.44,0.93,0.93,0.74,5517.48,62.05,11.33,1.69,2.07
19:58:33.113,0.45,0.96,1.21,0.96,5635.68,61.31,11.38,1.79,2.01
19:58:33.213,0.4,0.88,1.08,0.87,4999.22,59.86,11.14,1.74,2.06
19:58:33.312,0.36,0.88,0.85,0.69,4494.15,54.07,11.1,1.64,2.12
19:58:33.412,0.39,0.84,0.92,0.75,4826.2,60.08,11.18,1.68,2.09
19:58:33.513,0.41,0.83,0.94,0.75,5067.88,63.57,11.31,1.71,2.12
19:58:33.613,0.42,0.89,0.9,0.72,5207.89,61.49,11.27,1.68,2.1
19:58:33.714,0.44,0.9,0.98,0.77,5531.8,64.54,11.28,1.72,2.08
19:58:33.814,0.42,0.93,1.22,0.97,5246.37,58.79,11.45,1.8,2.06
19:58:33.915,0.43,0.91,1.05,0.87,5355.78,61.76,11.27,1.75,2.06
19:58:34.014,0.43,0.88,0.95,0.76,5326.48,63.28,11.2,1.68,2.07
19:58:34.115,0.43,0.91,0.91,0.72,5366.52,61.69,11.24,1.69,2.07
19:58:34.215,0.45,0.91,0.98,0.77,5604.6,64.71,11.35,1.72,2.08
19:58:34.315,0.42,0.95,1.31,1.06,5268.93,58.47,11.25,1.81,2.0
19:58:34.415,0.4,0.86,0.94,0.77,4957.59,61.03,11.14,1.7,2.1
19:58:34.515,0.41,0.85,0.94,0.75,5156.45,62.78,11.18,1.69,2.07
19:58:34.614,0.42,0.89,0.91,0.73,5219.6,62.05,11.19,1.67,2.1
19:58:34.714,0.47,0.93,0.99,0.78,5789.98,65.15,11.2,1.72,2.03
19:58:34.814,0.39,0.89,1.17,0.94,4838.43,57.37,11.33,1.75,2.09
19:58:34.914,0.4,0.89,1.05,0.86,4976.98,58.9,11.19,1.74,2.05
19:58:35.014,0.45,0.9,0.96,0.78,5597.12,65.24,10.91,1.7,2.0
19:58:35.113,0.45,0.94,0.93,0.74,5530.7,62.05,10.9,1.68,1.97
19:58:35.213,0.44,0.9,0.98,0.77,5472.92,63.74,11.37,1.7,2.09
19:58:35.314,0.4,0.89,1.27,1.02,5074.93,59.21,11.47,1.81,2.08
19:58:35.415,0.42,0.9,1.0,0.83,5292.12,61.83,11.16,1.72,2.04
19:58:35.515,0.42,0.86,0.94,0.75,5174.6,63.18,11.23,1.69,2.09
19:58:35.614,0.41,0.86,0.91,0.72,5059.58,62.18,11.18,1.66,2.11
19:58:35.716,0.44,0.9,0.97,0.76,5505.53,63.73,11.48,1.71,2.11
19:58:35.815,0.42,0.92,1.23,0.98,5248.06,60.49,11.32,1.77,2.06
19:58:35.915,0.41,0.86,1.05,0.87,5127.32,62.35,11.2,1.74,2.08
19:58:36.015,0.42,0.87,0.9,0.72,5235.62,63.35,11.24,1.67,2.08
19:58:36.115,0.4,0.83,0.95,0.75,5045.52,63.59,11.29,1.69,2.13
19:58:36.216,0.46,0.94,0.95,0.76,5711.01,63.77,11.24,1.7,2.02
19:58:36.315,0.42,0.92,1.15,0.92,5254.35,60.26,11.41,1.75,2.08
19:58:36.416,0.42,0.89,1.13,0.92,5237.59,61.46,11.35,1.78,2.07
19:58:36.516,0.44,0.89,0.98,0.78,5538.61,64.96,11.3,1.71,2.08
19:58:36.617,0.46,0.97,0.94,0.75,5757.72,62.31,11.07,1.69,2.01
19:58:36.717,0.41,0.86,0.96,0.75,5130.19,62.94,11.34,1.69,2.13
19:58:36.817,0.44,0.95,1.36,1.11,5428.3,59.83,11.31,1.85,1.99
19:58:36.917,0.45,0.89,0.97,0.78,5566.24,65.43,11.19,1.71,2.05
19:58:37.017,0.45,0.95,0.93,0.74,5640.77,62.06,11.26,1.69,2.05
19:58:37.118,0.44,0.9,0.99,0.77,5543.68,64.68,11.29,1.71,2.07
19:58:37.218,0.39,0.88,1.2,0.96,4909.83,58.56,11.37,1.78,2.08
19:58:37.318,0.42,0.89,1.03,0.85,5197.57,61.24,11.24,1.73,2.07
19:58:37.418,0.43,0.87,0.96,0.77,5338.21,63.99,11.29,1.7,2.09
19:58:37.518,0.43,0.9,0.92,0.73,5379.82,62.25,11.35,1.67,2.1
19:58:37.619,0.46,0.93,0.99,0.77,5677.22,64.33,11.24,1.7,2.06
19:58:37.719,0.42,0.92,1.36,1.11,5247.12,59.21,11.5,1.85,2.04
