Time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7
2024-10-30 21:13:47,0.97,0.82,1.67,0.80,1.33,2.60,1.01,0.80
2024-10-30 21:13:47,0.97,0.80,0.80,0.80,1.18,0.80,0.85,0.80
2024-10-30 21:13:47,1.18,0.79,0.79,0.80,1.29,1.42,0.82,0.80
2024-10-30 21:13:47,1.15,0.84,0.80,0.79,1.04,1.68,0.95,0.79
2024-10-30 21:13:47,0.80,0.80,0.85,0.80,1.18,0.80,1.16,0.80
2024-10-30 21:13:47,0.96,0.79,0.80,0.80,0.97,1.43,1.36,0.80
2024-10-30 21:13:47,1.03,0.80,0.86,0.80,1.01,1.63,0.80,0.80
2024-10-30 21:13:47,1.26,0.79,1.09,0.79,1.14,0.80,1.19,0.79
2024-10-30 21:13:47,1.24,0.80,1.18,0.80,0.88,0.80,1.27,0.80
2024-10-30 21:13:47,1.19,0.80,1.41,0.80,0.80,0.80,1.07,0.80
2024-10-30 21:13:48,1.02,0.80,1.23,0.80,0.80,0.80,0.80,0.80
2024-10-30 21:13:48,1.25,0.79,1.29,0.80,0.82,0.79,0.88,0.79
2024-10-30 21:13:48,1.11,0.86,0.94,0.80,0.80,0.80,0.80,0.80
2024-10-30 21:13:48,0.79,0.86,1.18,0.80,0.80,0.80,0.80,0.83
2024-10-30 21:13:48,1.62,1.90,2.01,1.95,2.05,3.00,3.00,3.00
2024-10-30 21:13:48,2.66,2.90,2.96,2.99,2.99,1.60,3.00,2.19
2024-10-30 21:13:48,0.91,2.07,0.88,2.23,1.74,2.06,3.00,3.00
2024-10-30 21:13:48,0.91,1.09,0.79,2.29,0.80,2.99,2.70,3.00
2024-10-30 21:13:48,0.82,1.19,0.80,1.19,0.80,3.00,0.80,0.89
2024-10-30 21:13:48,0.84,0.80,0.80,0.80,0.80,2.42,0.79,0.80
2024-10-30 21:13:48,0.82,0.94,0.80,0.80,0.80,0.87,0.80,0.99
2024-10-30 21:13:48,0.95,0.90,0.80,0.80,0.90,0.80,0.80,1.83
2024-10-30 21:13:48,0.89,0.80,0.90,0.80,1.37,0.95,0.80,0.79
2024-10-30 21:13:48,0.85,0.79,0.90,0.95,1.00,1.21,0.80,0.93
2024-10-30 21:13:48,0.83,1.01,0.89,1.33,1.00,1.60,0.79,0.81
2024-10-30 21:13:48,0.84,1.27,0.80,1.29,1.00,0.88,0.80,0.80
2024-10-30 21:13:48,0.84,1.29,0.80,1.12,1.00,1.08,0.80,0.84
2024-10-30 21:13:48,0.81,1.20,0.80,1.30,1.00,0.89,0.80,0.81
2024-10-30 21:13:48,1.24,1.32,0.80,1.54,0.90,0.80,1.00,0.80
2024-10-30 21:13:48,0.97,0.79,1.08,0.80,0.80,0.80,0.94,0.83
2024-10-30 21:13:48,0.80,0.80,0.90,0.80,0.80,0.80,0.80,0.80
2024-10-30 21:13:48,0.83,0.80,0.80,0.79,0.80,0.79,0.79,0.81
2024-10-30 21:13:49,0.87,0.80,0.80,0.80,1.01,0.80,0.92,0.85
2024-10-30 21:13:49,1.17,0.79,0.95,0.80,0.87,0.80,0.92,0.79
2024-10-30 21:13:49,0.83,0.83,1.44,0.80,0.79,0.80,0.80,0.83
2024-10-30 21:13:49,0.81,0.79,0.79,0.80,0.92,0.80,1.11,0.85
2024-10-30 21:13:49,1.02,0.80,1.61,1.11,2.54,1.79,2.44,2.09
2024-10-30 21:13:49,2.64,2.68,2.55,2.63,2.60,2.62,2.62,2.63
2024-10-30 21:13:49,2.63,2.66,2.62,2.61,2.65,2.61,2.65,2.61
2024-10-30 21:13:49,2.64,2.63,2.64,2.64,2.63,2.64,2.63,2.64
2024-10-30 21:13:49,2.63,2.66,2.65,2.61,2.89,2.75,2.92,2.52
2024-10-30 21:13:49,2.94,2.70,2.94,3.00,2.89,3.00,3.00,2.99
2024-10-30 21:13:49,2.99,3.00,2.99,2.99,2.98,2.09,1.30,0.94
2024-10-30 21:13:49,2.99,3.00,0.84,0.80,0.80,0.80,0.79,0.80
2024-10-30 21:13:49,3.00,2.99,0.80,0.80,0.80,0.85,0.80,0.80
2024-10-30 21:13:50,3.00,3.00,0.79,0.79,0.89,0.89,0.79,0.80
2024-10-30 21:13:50,3.00,2.99,0.80,0.80,0.80,0.80,0.80,0.80
2024-10-30 21:13:50,3.00,3.00,1.97,0.92,2.26,0.88,2.23,0.80
2024-10-30 21:13:50,2.97,3.00,2.96,0.98,2.93,0.83,2.90,0.80
2024-10-30 21:13:50,2.90,2.88,2.91,0.82,2.93,0.79,2.94,0.84
2024-10-30 21:13:50,2.69,0.80,2.99,0.86,3.00,0.89,3.00,0.80
2024-10-30 21:13:50,0.88,0.80,3.00,0.92,3.00,0.79,2.99,0.79
2024-10-30 21:13:50,0.81,0.80,2.99,0.80,3.00,0.85,1.65,0.80
2024-10-30 21:13:50,0.81,0.80,1.70,0.93,2.99,0.92,0.80,0.80
2024-10-30 21:13:50,0.82,0.80,0.80,0.83,1.59,0.80,0.80,0.80
2024-10-30 21:13:50,0.86,0.80,0.79,0.80,0.80,0.85,1.41,0.79
2024-10-30 21:13:50,0.93,0.80,0.80,0.93,1.41,0.90,1.68,0.80
2024-10-30 21:13:50,1.04,0.80,1.44,0.80,1.59,0.81,0.79,0.80
2024-10-30 21:13:50,1.32,0.80,1.63,0.80,1.49,0.86,0.80,0.79
2024-10-30 21:13:50,0.79,0.80,0.80,1.17,1.37,1.13,1.41,0.80
2024-10-30 21:13:50,1.27,0.80,2.67,0.84,2.71,0.96,1.62,0.80
2024-10-30 21:13:50,0.97,0.79,1.38,0.86,0.80,1.13,0.80,0.81
2024-10-30 21:13:50,0.79,0.80,1.60,1.01,0.79,0.80,0.80,0.88
2024-10-30 21:13:50,0.81,0.80,0.80,0.83,0.80,0.88,0.80,0.80
2024-10-30 21:13:50,0.84,0.80,0.80,0.89,0.80,0.90,1.38,0.87
2024-10-30 21:13:50,0.80,0.79,0.80,0.86,0.79,0.97,1.63,0.79
2024-10-30 21:13:51,0.89,0.80,0.80,0.80,0.80,0.79,0.79,0.80
2024-10-30 21:13:51,0.80,0.80,0.79,0.86,0.79,0.80,0.80,0.93
2024-10-30 21:13:51,0.83,0.80,1.50,0.81,0.80,0.79,0.80,0.80
2024-10-30 21:13:51,0.81,0.80,1.65,0.80,1.46,0.80,0.80,0.87
2024-10-30 21:13:51,0.84,0.80,0.79,0.83,1.64,0.79,0.80,0.88
2024-10-30 21:13:51,0.80,0.80,0.80,0.80,0.85,0.80,2.55,0.80
2024-10-30 21:13:51,0.88,0.79,1.19,0.80,2.97,0.80,0.80,0.84
2024-10-30 21:13:51,0.96,0.80,0.80,0.84,0.79,0.80,0.80,0.82
2024-10-30 21:13:51,0.83,0.80,0.80,0.80,0.80,0.80,0.80,0.80
2024-10-30 21:13:51,0.84,0.79,0.80,0.80,0.80,0.79,0.80,0.83
2024-10-30 21:13:51,0.85,0.80,0.80,0.84,0.79,0.80,0.80,0.86
2024-10-30 21:13:51,0.80,0.80,0.80,0.80,0.80,0.80,0.79,0.80
2024-10-30 21:13:51,0.80,0.80,0.79,0.81,0.80,0.80,0.80,0.87
2024-10-30 21:13:51,0.79,0.80,0.80,0.85,0.79,1.47,0.80,1.10
2024-10-30 21:13:51,1.09,0.79,0.80,0.80,0.80,0.86,0.80,0.89
2024-10-30 21:13:51,2.31,0.80,0.80,0.87,0.80,0.88,0.80,0.80
2024-10-30 21:13:51,1.48,0.80,0.79,0.80,0.79,0.80,0.80,0.80
2024-10-30 21:13:51,0.80,0.80,0.80,0.79,0.80,0.80,0.80,1.07
2024-10-30 21:13:51,1.25,0.79,0.84,0.84,0.84,0.96,0.85,1.10
2024-10-30 21:13:51,2.93,1.95,1.34,2.01,1.02,1.45,0.87,1.50
2024-10-30 21:13:51,2.65,1.81,2.82,0.85,0.79,0.85,0.80,2.99
2024-10-30 21:13:52,3.00,2.98,2.98,0.89,0.80,0.84,0.79,2.99
2024-10-30 21:13:52,0.92,2.72,2.97,0.80,0.80,0.80,0.80,2.99
2024-10-30 21:13:52,2.78,2.98,0.79,1.02,0.80,1.06,0.80,2.68
2024-10-30 21:13:52,2.97,2.94,2.26,2.76,0.80,0.95,0.80,0.80
2024-10-30 21:13:52,3.00,0.80,2.84,3.00,0.79,0.81,0.79,0.88
2024-10-30 21:13:52,2.99,0.84,3.00,2.40,2.09,0.81,0.79,0.86
2024-10-30 21:13:52,3.00,0.80,2.70,0.80,2.98,0.80,0.80,0.80
2024-10-30 21:13:52,2.99,0.79,2.99,0.85,0.79,0.80,0.80,0.87
2024-10-30 21:13:52,3.00,0.80,3.00,0.89,0.80,1.01,3.00,0.80
2024-10-30 21:13:52,3.00,0.80,3.00,0.80,0.80,1.30,3.00,0.92
2024-10-30 21:13:52,2.99,1.14,2.99,0.87,0.80,0.95,3.00,1.12
2024-10-30 21:13:52,2.96,1.07,3.00,0.82,0.80,1.29,2.94,0.79
2024-10-30 21:13:52,2.77,1.00,2.99,0.80,0.80,1.26,3.00,0.80
2024-10-30 21:13:52,3.00,1.04,2.94,1.20,0.80,0.99,3.00,0.94
2024-10-30 21:13:52,2.99,0.80,2.70,0.80,0.79,0.80,1.20,0.80
2024-10-30 21:13:52,3.00,2.63,2.45,0.80,0.79,0.85,2.99,0.85
2024-10-30 21:13:52,2.98,0.80,2.99,0.80,2.10,0.84,1.27,0.84
2024-10-30 21:13:52,2.94,1.27,3.00,0.80,1.04,0.80,1.15,0.82
2024-10-30 21:13:52,2.99,2.73,3.00,0.80,0.80,0.80,1.66,0.87
2024-10-30 21:13:52,3.00,0.80,3.00,1.01,0.89,0.81,1.11,0.81
2024-10-30 21:13:52,3.00,0.79,2.99,0.79,0.92,0.81,1.36,0.80
2024-10-30 21:13:53,3.00,0.80,2.61,0.88,0.80,0.81,1.30,0.88
2024-10-30 21:13:53,2.99,0.79,2.91,0.84,0.80,0.81,1.40,0.80
2024-10-30 21:13:53,2.99,0.81,2.70,0.81,0.79,0.80,1.85,0.80
2024-10-30 21:13:53,2.98,0.88,2.53,0.92,0.80,1.18,2.19,0.84
2024-10-30 21:13:53,3.00,0.92,2.17,0.80,0.80,0.83,1.05,0.80
2024-10-30 21:13:53,3.00,1.26,2.27,0.80,1.25,0.82,1.53,0.90
2024-10-30 21:13:53,3.00,0.79,2.47,0.85,1.09,0.82,0.91,0.81
2024-10-30 21:13:53,2.99,1.00,1.88,0.83,0.91,0.86,1.01,0.80
2024-10-30 21:13:53,3.00,1.35,2.57,1.29,1.15,0.94,1.38,0.88
2024-10-30 21:13:53,2.98,0.91,2.33,0.82,0.83,0.81,1.25,0.80
2024-10-30 21:13:53,2.99,0.80,2.29,0.82,0.80,0.80,1.18,0.79
2024-10-30 21:13:53,3.00,0.90,2.69,1.05,1.16,0.81,1.06,0.88
2024-10-30 21:13:53,2.99,1.21,2.22,1.12,0.88,0.92,1.17,0.80
2024-10-30 21:13:53,2.99,1.09,2.87,1.38,0.84,0.88,0.84,1.05
2024-10-30 21:13:53,3.00,1.09,2.77,1.28,0.80,0.84,0.81,0.90
2024-10-30 21:13:53,2.98,1.25,2.96,1.29,0.80,0.81,0.82,0.79
2024-10-30 21:13:53,2.86,1.33,2.94,1.17,0.80,0.80,0.79,0.84
2024-10-30 21:13:53,2.99,1.20,2.94,1.02,0.80,0.81,0.81,0.82
2024-10-30 21:13:53,2.99,1.35,1.33,1.31,0.80,0.81,2.06,0.80
2024-10-30 21:13:53,3.00,1.09,2.97,1.25,0.80,0.84,0.79,1.02
2024-10-30 21:13:54,2.98,0.80,2.96,2.96,0.80,0.86,0.80,0.82
2024-10-30 21:13:54,2.01,2.98,2.78,3.00,0.81,0.80,0.80,0.80
2024-10-30 21:13:54,2.89,2.90,1.71,1.14,0.79,0.86,1.96,0.87
2024-10-30 21:13:54,2.45,0.80,0.79,0.80,0.80,0.82,2.18,0.79
2024-10-30 21:13:54,2.91,0.80,1.62,0.92,0.80,0.83,1.22,0.80
2024-10-30 21:13:54,2.96,1.62,2.99,0.89,0.80,0.85,1.83,0.91
2024-10-30 21:13:54,2.41,2.96,2.71,2.47,0.86,0.83,1.27,0.82
2024-10-30 21:13:54,2.62,1.92,0.90,2.94,0.90,0.85,1.68,0.86
2024-10-30 21:13:54,2.25,0.85,0.90,0.83,0.90,0.89,1.81,0.84
2024-10-30 21:13:54,2.80,0.80,0.90,0.80,0.89,0.82,1.43,0.81
2024-10-30 21:13:54,2.37,0.85,2.19,0.80,0.89,0.82,1.40,0.82
2024-10-30 21:13:54,0.89,1.38,2.98,0.80,0.80,0.84,1.35,0.80
2024-10-30 21:13:54,0.85,2.98,1.64,2.83,0.80,0.81,1.40,0.80
2024-10-30 21:13:54,0.86,1.37,0.80,2.90,0.80,0.80,1.44,0.92
2024-10-30 21:13:54,1.43,0.80,0.89,0.81,0.80,0.81,2.33,0.80
2024-10-30 21:13:54,2.64,0.79,2.49,0.80,0.80,0.82,1.23,0.84
2024-10-30 21:13:54,1.37,0.80,2.54,0.84,0.81,0.80,2.13,0.84
2024-10-30 21:13:54,2.97,2.39,2.60,0.79,0.92,0.82,1.94,0.80
2024-10-30 21:13:54,2.83,2.98,2.72,2.79,2.80,0.81,1.15,0.89
2024-10-30 21:13:54,1.33,0.85,2.63,2.97,2.77,0.80,1.70,0.82
2024-10-30 21:13:54,1.80,0.83,2.89,0.80,0.79,1.30,1.70,0.82
2024-10-30 21:13:55,1.30,0.82,2.89,0.79,0.80,1.10,1.70,0.80
2024-10-30 21:13:55,1.40,0.80,2.71,0.80,0.80,0.84,1.69,0.82
2024-10-30 21:13:55,2.97,2.69,2.84,1.29,0.84,0.80,0.89,0.88
2024-10-30 21:13:55,2.85,2.98,2.80,2.99,0.89,0.84,0.79,0.82
2024-10-30 21:13:55,0.80,0.81,2.85,2.97,0.80,0.81,0.80,0.82
2024-10-30 21:13:55,0.99,0.84,2.86,0.79,0.80,1.30,0.80,0.81
2024-10-30 21:13:55,1.03,0.84,2.74,0.80,0.85,0.90,0.81,0.81
2024-10-30 21:13:55,2.17,0.82,2.70,0.80,0.88,0.80,0.81,0.82
2024-10-30 21:13:55,2.98,2.99,2.59,2.09,0.87,0.86,0.81,0.80
2024-10-30 21:13:55,1.74,2.96,2.63,2.98,0.85,0.81,0.80,0.81
2024-10-30 21:13:55,2.67,0.82,1.17,1.56,0.80,0.90,0.80,0.80
2024-10-30 21:13:55,2.88,0.81,3.00,0.80,0.80,0.86,0.81,0.81
2024-10-30 21:13:55,2.76,0.81,2.99,0.80,0.80,0.80,0.81,0.84
2024-10-30 21:13:55,2.56,0.90,2.87,0.79,0.85,0.80,0.83,0.86
2024-10-30 21:13:55,2.81,2.51,2.97,2.92,0.80,0.87,0.80,0.81
2024-10-30 21:13:55,1.90,2.97,1.40,2.98,0.98,0.80,0.81,0.81
2024-10-30 21:13:55,2.46,0.80,1.39,0.83,0.80,0.95,0.80,0.81
2024-10-30 21:13:55,2.99,0.80,1.30,0.83,0.80,0.84,0.82,0.82
2024-10-30 21:13:55,2.02,0.84,1.92,0.80,0.80,0.80,0.88,0.80
2024-10-30 21:13:55,2.58,1.14,2.86,0.91,0.85,0.87,0.79,0.81
2024-10-30 21:13:55,2.64,2.99,2.94,3.00,0.84,0.80,0.85,0.82
2024-10-30 21:13:56,2.88,2.82,2.51,2.98,0.93,0.82,0.80,0.80
2024-10-30 21:13:56,0.83,0.85,2.79,0.90,0.80,0.84,0.83,0.82
2024-10-30 21:13:56,0.88,0.80,2.76,0.80,0.79,0.79,0.80,0.80
2024-10-30 21:13:56,1.20,0.80,2.57,0.79,0.81,0.84,0.82,0.81
2024-10-30 21:13:56,2.88,1.50,2.82,0.80,0.80,0.80,0.82,0.82
2024-10-30 21:13:56,2.84,2.97,2.77,2.57,0.83,0.81,0.84,0.80
2024-10-30 21:13:56,1.19,2.45,2.52,2.97,0.80,0.86,0.80,0.82
2024-10-30 21:13:56,0.82,0.79,2.78,0.80,0.80,0.80,0.80,0.80
2024-10-30 21:13:56,0.85,0.80,2.71,0.79,0.79,0.86,0.84,0.81
2024-10-30 21:13:56,1.65,0.80,2.68,0.80,0.81,0.90,1.09,0.82
2024-10-30 21:13:56,2.98,2.35,2.89,0.79,0.80,0.79,0.93,0.81
2024-10-30 21:13:56,2.78,2.98,2.76,2.71,1.05,0.88,0.80,0.80
2024-10-30 21:13:56,0.80,1.20,2.92,2.97,0.79,0.82,0.80,0.81
2024-10-30 21:13:56,0.89,1.20,2.92,0.80,0.80,0.79,0.85,0.82
2024-10-30 21:13:56,0.82,1.20,2.72,0.80,0.80,0.88,0.80,0.80
2024-10-30 21:13:56,2.45,0.87,2.83,0.80,0.80,0.80,1.30,0.86
2024-10-30 21:13:56,2.98,2.40,2.92,2.01,0.87,0.93,1.30,0.80
2024-10-30 21:13:56,0.96,2.97,2.74,2.98,0.86,0.83,1.29,0.82
2024-10-30 21:13:56,0.83,0.81,2.74,0.90,0.79,0.80,0.81,0.84
2024-10-30 21:13:56,0.80,0.80,2.74,0.80,0.80,0.87,0.81,0.83
2024-10-30 21:13:57,0.83,0.84,2.88,0.83,1.31,0.80,0.84,0.90
2024-10-30 21:13:57,0.83,2.49,2.69,0.81,2.98,0.80,1.16,0.92
2024-10-30 21:13:57,0.86,2.98,2.88,2.49,2.18,0.94,0.80,0.94
2024-10-30 21:13:57,0.88,1.23,2.80,2.97,0.80,0.80,0.79,0.84
2024-10-30 21:13:57,0.91,0.80,2.96,0.79,0.90,0.85,0.81,0.84
2024-10-30 21:13:57,0.89,0.80,2.63,0.80,0.89,0.82,0.80,0.82
2024-10-30 21:13:57,0.86,0.80,2.89,0.80,2.67,0.79,0.87,0.82
2024-10-30 21:13:57,0.80,2.31,2.70,1.92,2.96,0.98,0.80,0.80
2024-10-30 21:13:57,0.80,2.97,2.87,2.97,1.53,0.80,0.84,0.82
2024-10-30 21:13:57,1.72,0.80,2.93,0.91,0.87,0.83,0.81,0.81
2024-10-30 21:13:57,1.20,0.86,2.74,0.80,0.79,0.82,0.80,0.83
2024-10-30 21:13:57,0.79,0.86,2.85,0.80,1.42,0.79,0.81,0.81
2024-10-30 21:13:57,0.80,0.80,2.83,0.80,2.96,0.88,0.81,0.81
2024-10-30 21:13:57,0.81,2.67,2.70,1.97,2.97,0.83,0.80,0.81
2024-10-30 21:13:57,0.87,2.96,2.87,2.98,0.80,0.80,0.81,0.91
2024-10-30 21:13:57,1.04,0.80,2.95,1.16,0.80,0.87,0.80,0.80
2024-10-30 21:13:57,0.80,0.80,2.89,0.79,1.96,0.79,0.84,0.82
2024-10-30 21:13:57,0.80,0.80,2.83,0.80,2.04,0.86,0.80,0.80
2024-10-30 21:13:57,0.82,1.24,2.74,0.80,2.97,0.87,0.86,0.81
2024-10-30 21:13:57,0.80,2.99,2.88,2.43,1.04,0.80,0.83,0.82
2024-10-30 21:13:58,0.91,2.85,2.81,2.97,0.80,0.88,0.80,0.80
2024-10-30 21:13:58,1.07,0.87,2.67,0.80,0.80,0.85,0.94,0.79
2024-10-30 21:13:58,0.81,0.80,2.92,0.80,0.80,0.81,0.80,0.80
2024-10-30 21:13:58,0.81,0.80,2.85,0.79,2.17,0.99,0.81,0.79
2024-10-30 21:13:58,0.81,1.87,2.93,0.80,2.97,0.81,1.06,0.90
2024-10-30 21:13:58,0.84,2.98,2.82,2.71,0.84,0.92,0.86,1.25
2024-10-30 21:13:58,0.90,1.01,2.69,2.97,0.90,0.85,0.90,0.80
2024-10-30 21:13:58,0.81,0.79,2.91,0.80,0.90,0.82,0.90,0.80
2024-10-30 21:13:58,0.83,0.80,2.84,0.80,0.90,0.88,0.81,0.79
2024-10-30 21:13:58,0.82,0.80,2.93,0.80,2.51,0.82,1.30,0.80
2024-10-30 21:13:58,0.83,2.42,2.90,1.78,2.97,0.80,1.12,0.79
2024-10-30 21:13:58,1.03,2.96,2.72,2.99,0.81,0.96,0.82,0.80
2024-10-30 21:13:58,0.83,0.80,2.90,1.53,0.80,0.82,0.80,0.79
2024-10-30 21:13:58,0.80,0.79,2.86,0.80,0.79,0.87,0.80,0.80
2024-10-30 21:13:58,0.84,0.80,2.84,0.79,1.83,0.88,0.81,0.80
2024-10-30 21:13:58,0.82,2.05,2.85,0.80,2.98,0.80,0.84,0.79
2024-10-30 21:13:58,0.87,2.98,2.79,2.25,1.89,0.87,0.79,0.80
2024-10-30 21:13:58,0.83,1.99,2.95,2.97,0.79,0.80,0.80,0.80
2024-10-30 21:13:58,0.84,0.80,2.91,0.80,0.80,0.81,0.80,0.80
2024-10-30 21:13:58,0.81,0.79,2.85,0.80,0.80,0.79,0.80,0.80
2024-10-30 21:13:59,0.80,0.80,2.75,0.80,3.00,0.80,0.85,0.80
2024-10-30 21:13:59,0.80,3.00,2.75,1.28,2.98,0.80,0.81,0.80
2024-10-30 21:13:59,0.85,2.98,2.89,2.98,0.80,0.80,0.81,0.79
2024-10-30 21:13:59,0.80,0.84,2.88,2.91,0.80,0.79,0.80,0.80
2024-10-30 21:13:59,0.82,0.80,2.59,0.80,0.80,0.80,0.79,0.80
2024-10-30 21:13:59,0.84,0.80,2.59,0.80,0.81,0.80,0.80,0.80
2024-10-30 21:13:59,0.95,0.80,2.61,0.80,0.90,0.79,0.80,0.80
2024-10-30 21:13:59,0.80,0.79,2.50,0.80,0.90,0.80,0.80,0.80
2024-10-30 21:13:59,0.79,0.80,2.79,0.79,0.90,0.79,0.80,0.79
2024-10-30 21:13:59,0.82,0.80,2.52,0.80,0.90,0.80,0.80,0.80
2024-10-30 21:13:59,0.89,0.80,2.86,0.79,0.90,0.80,0.80,0.79
2024-10-30 21:13:59,0.80,0.80,2.63,0.80,0.90,0.80,0.80,0.80
2024-10-30 21:13:59,0.82,0.80,2.50,0.80,0.90,0.79,0.80,0.79
2024-10-30 21:13:59,0.80,0.80,2.57,0.80,0.90,0.80,0.80,0.80
2024-10-30 21:13:59,0.82,0.80,2.63,0.80,0.90,0.80,0.80,0.80
2024-10-30 21:13:59,0.80,0.79,2.68,0.80,0.90,0.79,0.80,0.80
2024-10-30 21:13:59,0.83,0.80,2.67,0.79,0.90,0.80,0.80,0.79
2024-10-30 21:13:59,0.81,0.80,2.58,0.80,0.90,0.79,0.80,0.80
2024-10-30 21:13:59,0.83,0.88,2.59,0.95,0.90,0.80,0.80,1.12
2024-10-30 21:13:59,0.82,1.26,3.00,1.29,1.21,1.03,0.85,1.24
2024-10-30 21:14:00,0.83,1.29,2.99,1.33,2.15,1.24,2.41,0.85
2024-10-30 21:14:00,0.88,1.08,2.99,1.26,2.94,0.80,2.95,1.26
2024-10-30 21:14:00,0.84,1.10,2.59,1.03,2.95,0.86,2.88,0.81
2024-10-30 21:14:00,1.83,0.79,2.86,0.79,2.98,0.88,2.87,0.80
2024-10-30 21:14:00,2.37,0.80,2.99,0.80,2.30,0.80,2.98,0.80
2024-10-30 21:14:00,1.30,0.79,1.58,0.80,2.72,0.89,2.93,0.80
2024-10-30 21:14:00,1.16,0.84,2.88,0.79,2.76,0.82,1.51,0.79
2024-10-30 21:14:00,0.80,0.79,2.15,0.80,3.00,0.80,2.98,0.80
2024-10-30 21:14:00,0.80,0.84,2.98,0.80,2.99,0.86,1.60,0.80
2024-10-30 21:14:00,0.80,0.80,1.34,0.80,3.00,0.80,2.78,0.80
2024-10-30 21:14:00,1.01,0.80,2.77,0.79,2.99,0.80,2.89,0.80
2024-10-30 21:14:00,0.89,0.79,2.98,0.80,3.00,0.87,2.78,0.80
2024-10-30 21:14:00,0.88,0.80,2.71,0.79,3.00,0.80,2.95,0.80
2024-10-30 21:14:00,0.89,0.79,2.96,0.80,3.00,0.87,2.49,0.80
2024-10-30 21:14:00,1.00,0.81,3.00,0.80,3.00,0.80,2.94,0.95
2024-10-30 21:14:00,0.80,0.96,2.98,1.01,3.00,0.82,1.98,1.28
2024-10-30 21:14:00,0.81,0.89,1.95,1.04,3.00,0.91,2.98,1.40
2024-10-30 21:14:00,0.80,0.80,2.98,1.06,3.00,0.80,0.85,1.10
2024-10-30 21:14:00,3.00,0.80,0.81,1.03,3.00,0.84,2.67,0.79
2024-10-30 21:14:00,2.99,0.82,2.91,0.84,3.00,0.84,2.94,0.80
2024-10-30 21:14:01,3.00,0.80,2.95,0.79,3.00,0.80,2.30,0.80
2024-10-30 21:14:01,3.00,0.82,3.00,0.80,3.00,0.87,2.26,0.79
2024-10-30 21:14:01,3.00,0.80,2.73,0.80,2.84,0.80,2.99,0.80
2024-10-30 21:14:01,3.00,0.83,2.80,0.80,0.80,0.79,3.00,0.80
2024-10-30 21:14:01,3.00,0.79,2.95,0.80,0.80,0.94,3.00,0.80
2024-10-30 21:14:01,2.99,0.80,2.25,0.79,0.80,0.80,2.97,0.80
2024-10-30 21:14:01,3.00,0.81,2.99,0.80,0.84,0.87,0.90,0.79
2024-10-30 21:14:01,3.00,0.80,1.30,0.80,0.80,0.80,0.90,0.80
2024-10-30 21:14:01,2.99,0.79,2.98,0.80,2.47,0.79,0.90,0.80
2024-10-30 21:14:01,0.82,0.80,2.91,0.80,3.00,0.89,0.90,0.80
2024-10-30 21:14:01,0.81,0.80,0.79,0.80,3.00,0.80,0.90,0.80
2024-10-30 21:14:01,0.87,0.79,0.80,0.95,3.00,0.83,0.90,0.92
2024-10-30 21:14:01,0.83,0.80,0.79,0.95,3.00,1.04,0.89,0.80
2024-10-30 21:14:01,0.81,0.80,2.99,0.80,2.21,1.34,1.34,1.35
2024-10-30 21:14:01,1.41,0.92,1.66,1.62,2.99,1.66,2.81,0.80
2024-10-30 21:14:01,0.80,0.80,0.80,1.54,3.00,0.85,0.79,0.80
