Time (s),DRAM Power (W),IPC
0.0001,0.00,1.93
0.2917,25.31,1.64
0.4998,17.43,1.71
0.7046,17.34,1.96
0.9117,17.47,2.18
1.1100,16.66,2.17
1.3276,18.29,1.93
1.5261,16.60,2.13
1.7413,18.07,2.00
1.9565,18.05,2.27
2.1776,18.56,2.22
2.3821,16.99,2.18
2.5983,18.00,1.88
2.8304,19.36,2.19
3.0413,17.60,1.95
3.2504,17.50,2.22
3.4462,16.34,1.95
3.6584,17.83,1.98
3.9335,23.05,2.23
4.1505,18.25,2.26
4.3661,18.08,2.26
4.5656,16.78,1.84
4.7700,17.14,2.14
4.9743,17.19,1.97
5.1824,17.56,2.22
5.3990,18.21,2.26
5.6158,18.42,2.27
5.8264,17.64,2.62
6.0424,18.23,1.04
6.3103,22.71,2.24
6.5327,18.70,2.12
6.7723,20.13,2.02
6.9823,17.62,2.22
7.2045,18.56,2.24
7.4105,17.26,2.07
7.6224,17.88,1.93
7.8384,17.99,2.12
8.0543,18.02,1.98
8.2723,18.29,2.19
8.4964,18.71,1.90
8.7104,17.97,2.13
8.9327,18.53,1.99
9.1427,17.64,2.25
9.3790,19.92,2.03
9.5822,17.02,1.86
9.7982,17.99,2.22
10.0022,17.13,2.26
10.2109,17.45,1.95
10.4245,17.86,2.18
10.6464,18.60,1.90
10.8630,18.17,1.91
11.0701,17.37,2.83
11.2845,18.05,2.44
11.4922,17.35,1.95
11.7163,18.95,2.15
11.9382,18.69,2.04
12.1541,18.18,2.27
12.3577,17.00,2.15
12.5700,17.74,2.14
12.7742,17.09,2.13
12.9822,17.52,1.98
13.1781,16.48,2.23
13.3956,18.16,1.93
13.6104,17.89,2.19
13.8245,17.97,2.17
14.0485,18.82,1.96
14.2583,17.60,2.27
14.4846,18.99,1.93
14.6990,17.99,2.18
14.9029,17.13,2.04
15.1268,18.81,1.99
15.3409,17.97,2.27
15.5726,19.38,1.83
15.7949,18.67,2.11
16.0167,18.57,2.02
16.2470,19.17,2.07
16.4488,17.01,2.23
16.6528,16.97,2.63
16.8522,16.61,1.61
17.0606,17.60,1.92
17.2684,17.37,2.24
17.4728,17.07,2.03
17.6926,18.41,2.21
17.9092,18.06,2.16
18.1269,18.22,1.85
18.3347,17.37,2.21
18.5509,18.21,2.24
18.7868,19.92,1.93
18.9908,17.22,2.19
19.1942,17.12,1.90
19.4168,18.60,2.24
19.6460,19.27,1.94
19.8544,17.51,2.25
20.0502,16.47,1.91
20.2840,19.68,2.14
20.5043,18.44,2.11
20.7243,18.43,2.26
20.9313,17.41,2.25
21.1373,17.32,2.14
21.3578,18.39,2.15
21.5584,16.78,2.13
21.7744,18.11,2.37
21.9780,17.14,2.77
22.2017,18.64,1.59
22.4275,18.94,2.00
22.6474,18.46,2.13
22.8635,18.11,2.25
23.0968,19.52,2.07
23.3033,17.30,1.94
23.5195,18.14,2.18
23.7393,18.37,2.04
23.9594,18.36,2.27
24.1759,18.13,1.88
24.3956,18.30,2.18
24.6171,18.49,1.90
24.8252,17.36,2.21
25.0512,18.80,2.08
25.2533,16.85,2.16
25.4652,17.73,2.21
25.6730,17.42,1.94
25.8812,17.46,2.26
26.1112,19.24,1.94
26.3231,17.71,1.91
26.5352,17.65,2.18
26.7550,18.40,2.20
26.9874,19.50,2.00
27.1913,17.17,2.70
27.4119,18.65,2.34
27.6198,17.40,1.60
27.8276,17.44,1.98
28.0356,17.49,2.27
28.2335,16.43,2.00
28.4455,17.69,2.21
28.6660,18.45,1.94
28.8737,17.50,2.09
29.1069,19.53,1.95
29.3204,17.88,2.24
29.5236,17.00,2.16
29.7459,18.63,2.19
29.9835,19.94,2.01
30.1978,18.00,2.04
30.4279,19.21,2.16
30.6375,17.68,1.87
30.8376,16.72,1.99
31.0417,17.09,2.27
31.2374,16.33,2.27
31.4374,16.61,1.95
31.6473,17.52,2.18
31.8694,18.67,1.93
32.0818,17.77,2.21
32.3087,19.01,2.23
32.5509,20.35,2.32
32.7738,18.95,2.69
32.9783,17.15,1.86
33.1949,18.31,2.03
33.4126,18.30,2.14
33.6378,18.87,2.13
33.8497,17.79,2.19
34.0553,17.23,2.00
34.2607,17.21,2.24
34.4716,17.67,1.92
34.6857,17.91,2.17
34.8923,17.25,1.90
35.1058,17.81,2.21
35.3055,16.62,2.20
35.5116,17.16,1.86
35.7116,16.67,2.27
35.9113,16.66,2.14
36.1236,17.93,1.96
36.3357,17.81,1.98
36.5598,18.99,2.02
36.7847,18.93,2.17
37.0018,18.16,1.90
37.2056,17.06,2.19
37.4138,17.42,2.08
37.6461,19.48,2.22
37.8497,17.13,1.89
38.0759,19.11,2.66
38.2917,18.12,2.39
38.5098,18.29,2.15
38.7173,17.51,1.98
38.9156,16.73,2.23
39.1357,18.56,1.95
39.3517,18.18,2.23
39.5657,17.98,2.01
39.7734,17.36,2.27
40.0018,19.17,2.09
40.2014,16.78,2.22
40.4217,18.37,2.14
40.6256,17.12,2.24
40.8296,17.13,2.13
41.0477,18.33,2.20
41.2756,19.16,2.23
41.4877,17.87,1.92
41.6915,17.20,2.28
41.9038,17.80,2.26
42.1197,18.17,2.18
42.3357,18.11,1.90
42.5517,18.24,2.24
42.7657,17.87,2.08
42.9838,18.24,2.00
43.1954,17.71,2.20
43.4229,19.23,2.21
43.6217,16.69,2.53
43.8335,17.73,1.75
44.0497,18.25,1.96
44.2615,17.79,2.14
44.4576,16.41,2.16
44.6675,17.49,1.45
44.9318,22.02,2.22
45.1537,18.50,2.20
45.3719,18.21,1.97
45.5817,17.54,2.12
45.7996,18.27,2.09
46.0236,18.71,2.23
46.2357,17.73,2.00
46.4516,18.00,2.18
46.6556,17.08,2.13
46.8676,17.77,2.20
47.0756,17.46,1.96
47.2957,18.43,1.97
47.5115,18.11,2.07
47.7356,18.86,1.98
47.9517,18.10,2.21
48.1560,17.07,1.94
48.3718,18.07,2.26
48.5877,18.12,1.87
48.8039,18.31,2.63
49.0245,18.42,2.42
49.2438,18.37,1.84
49.4517,17.55,1.98
49.6595,17.41,2.17
49.8698,17.58,2.13
50.0894,18.46,1.94
50.2896,16.81,2.25
50.5037,17.85,1.99
50.7077,17.03,2.18
50.9278,18.33,1.88
51.1357,17.37,2.20
51.3517,18.07,2.27
51.5676,18.05,1.89
51.7857,18.15,2.17
52.0044,18.31,1.89
52.2055,16.82,2.21
52.4093,16.97,1.89
52.6133,17.05,2.22
52.8335,18.39,2.22
53.0427,17.52,1.96
53.2458,17.02,2.12
53.4535,17.40,2.08
53.6576,16.99,2.21
53.8655,17.46,2.27
54.0836,18.24,2.50
54.2997,18.34,2.70
54.5085,17.51,2.56
54.7295,18.56,1.98
54.9257,16.61,2.28
55.1294,17.09,1.98
55.3336,17.19,2.17
55.5638,19.37,2.08
55.7836,18.54,1.97
55.9996,18.18,2.16
56.2155,18.16,2.05
56.4227,17.37,2.22
56.6676,20.47,1.93
56.8740,17.26,2.23
57.0859,17.82,2.15
57.2819,16.33,2.23
57.5003,18.23,2.20
57.7199,18.35,2.16
57.9557,19.66,1.91
58.1542,16.61,2.26
58.3720,18.23,2.21
58.5822,17.52,2.04
58.8061,18.68,1.93
59.0264,18.36,2.28
59.2465,18.32,2.25
59.4584,17.60,2.18
59.6675,17.55,2.33
59.8806,17.68,2.44
60.0866,17.13,1.84
60.2824,16.47,2.00
60.4823,16.61,1.97
60.6823,16.67,2.18
60.9064,18.68,1.91
61.1179,17.66,2.24
61.3260,17.40,2.22
61.5302,17.06,2.07
61.7389,17.48,2.27
61.9307,15.99,2.21
62.1314,16.85,1.98
62.3446,17.80,2.03
62.5502,17.19,1.85
62.7505,16.72,2.27
62.9624,17.71,1.96
63.1743,17.80,2.26
63.4184,20.42,1.89
63.6183,16.73,2.12
63.8183,16.67,2.09
64.0404,18.53,2.01
64.2584,18.16,2.21
64.4584,16.62,1.96
64.6803,18.46,2.10
64.9126,19.44,1.94
65.1023,16.01,2.70
65.2984,16.40,2.43
65.5126,18.01,2.25
65.7105,16.59,2.14
65.9406,19.10,2.15
66.1685,18.98,1.94
66.3705,16.84,2.00
66.5784,17.46,2.21
66.7813,17.00,1.98
66.9984,18.27,2.30
67.2031,17.13,2.18
67.4225,18.36,1.85
67.6263,16.95,2.21
67.8447,18.21,1.93
68.0631,18.30,2.21
68.2624,16.69,2.15
68.4925,19.25,2.16
68.7065,17.87,1.96
68.9260,18.41,2.03
69.1503,18.69,2.26
69.3502,16.66,1.88
69.5576,17.43,2.11
69.7743,18.14,2.07
69.9783,17.04,2.16
70.1825,17.14,2.26
70.4062,18.63,2.30
70.6143,17.54,2.61
70.8064,16.05,1.93
71.0286,18.63,1.96
71.2463,18.34,2.27
71.4478,16.87,2.04
71.6751,19.05,2.24
71.8826,17.36,2.21
72.1086,18.99,1.98
72.3145,17.19,2.22
72.5183,17.01,1.99
72.7283,17.57,2.27
72.9363,17.56,2.15
73.1462,17.72,2.20
73.3462,16.80,2.16
73.5421,16.42,1.94
73.7504,17.31,2.26
73.9584,17.45,1.98
74.1794,18.41,2.16
74.3940,17.93,2.16
74.6024,17.45,2.04
74.8022,16.73,1.90
75.0205,18.27,2.28
75.2359,17.97,1.90
75.4423,17.32,2.21
75.6383,16.43,2.06
75.8625,18.73,2.24
76.0806,18.35,2.72
76.2903,17.42,0.76
