Time (s),DRAM Power (W),IPC
0.0001,0.06,1.88
0.2955,25.60,2.70
0.5195,19.07,2.46
0.7192,17.08,2.59
0.9273,17.64,2.37
1.1451,18.54,2.07
1.3548,17.93,2.66
1.5508,16.87,2.23
1.7591,17.84,2.65
1.9733,18.26,2.72
2.1765,17.21,2.32
2.3893,18.08,2.58
2.6355,20.95,2.42
2.8546,18.75,2.75
3.0644,17.89,2.46
3.2751,17.84,2.23
3.4753,17.09,2.11
3.7034,19.38,2.54
3.9274,19.10,2.39
4.1316,17.30,2.41
4.3434,17.91,2.41
4.5514,17.53,2.40
4.7696,18.46,2.43
4.9811,17.91,2.69
5.2169,19.97,2.34
5.4255,17.79,2.42
5.6373,18.00,2.41
5.8492,18.00,2.27
6.0475,16.99,2.69
6.2553,17.68,2.59
6.4660,17.99,2.20
6.6673,17.18,2.46
6.8872,18.83,2.29
7.0791,16.30,2.57
7.2993,18.71,2.26
7.5193,18.73,2.47
7.7217,17.33,2.34
7.9352,18.16,2.37
8.1432,17.65,2.49
8.3514,17.61,2.30
8.5775,19.28,2.28
8.7974,18.63,2.41
9.0153,18.52,2.37
9.2175,17.17,2.28
9.4232,17.44,2.61
9.6314,17.56,2.28
9.8392,17.59,2.64
10.0432,17.36,2.35
10.2512,17.65,2.21
10.4594,17.68,2.52
10.6673,17.86,2.58
10.8647,16.93,2.26
11.0651,17.09,2.64
11.2754,17.86,2.47
11.4830,17.75,2.52
11.6831,17.03,2.40
11.8952,18.05,2.33
12.0953,16.92,2.57
12.3073,18.00,2.39
12.5071,16.96,2.63
12.7256,18.63,2.36
12.9655,20.37,2.44
13.1856,18.69,2.16
13.3913,17.46,2.36
13.6168,19.30,2.56
13.8233,17.51,2.25
14.0274,17.36,2.38
14.2273,16.91,2.11
14.4392,17.92,2.51
14.6592,18.47,2.13
14.8700,17.78,2.41
15.0732,17.12,2.24
15.2771,17.20,2.31
15.4850,17.44,2.33
15.6933,17.43,2.14
15.9054,17.86,2.63
16.1125,17.48,2.48
16.3334,18.60,1.92
16.5575,18.81,2.28
16.7632,17.24,2.06
16.9592,16.42,2.11
17.1553,16.33,2.49
17.3717,17.96,2.36
17.6016,19.10,1.95
17.8016,16.76,2.32
18.0013,16.63,2.02
18.2053,17.19,2.54
18.4305,18.77,2.41
18.6373,17.24,2.12
18.8454,17.45,2.31
19.0533,17.38,2.07
19.2692,18.10,2.43
19.4831,17.90,2.46
19.6871,17.08,2.11
19.8994,17.76,2.41
20.0992,16.74,2.36
20.2911,16.05,2.13
20.5032,17.75,1.55
20.6991,16.42,2.12
20.9133,18.01,2.44
21.1174,17.06,2.04
21.3171,16.73,2.46
21.5223,17.07,2.36
21.7415,18.41,2.26
21.9595,18.23,2.13
22.1551,16.30,2.51
22.3593,17.09,2.28
22.5799,18.50,2.03
22.7858,17.16,2.47
22.9850,16.64,2.30
23.2115,18.94,2.04
23.4071,16.41,2.44
23.6152,17.35,2.40
23.8193,17.07,2.11
24.0213,16.98,2.42
24.2376,18.14,2.20
24.4533,18.10,2.48
24.6853,19.54,2.47
24.8890,17.05,2.13
25.0919,16.99,2.17
25.3090,18.16,2.27
25.5233,17.95,1.97
25.7193,16.42,2.32
25.9275,17.37,2.09
26.1274,16.76,2.41
26.3395,17.69,2.35
26.5513,17.61,2.24
26.7635,17.77,2.28
26.9885,18.81,2.07
27.1913,16.88,2.57
27.4023,17.58,2.16
27.6176,17.84,2.37
27.8656,20.60,2.47
28.0713,17.12,2.14
28.2856,17.77,2.38
28.5056,18.26,2.31
28.7154,17.52,2.00
28.9154,16.59,2.34
29.1194,16.98,2.08
29.3215,16.78,2.43
29.5295,17.29,0.79
29.7481,18.26,0.56
