Time (s),DRAM Power (W),IPC
0.0001,0.00,1.06
0.4341,37.74,1.32
0.7772,31.11,1.61
1.1313,32.01,1.44
1.4912,31.12,1.24
1.8389,29.47,1.26
2.1830,29.15,1.39
2.5526,31.38,1.40
2.9008,29.47,1.22
3.2546,30.02,1.39
3.6143,30.47,1.39
3.9586,29.03,1.28
4.3105,29.69,1.40
4.6613,29.66,1.28
5.0026,28.81,1.36
5.3727,31.37,1.22
5.7261,29.99,1.35
6.0813,30.23,1.39
6.4291,29.53,1.39
6.8051,31.98,1.26
7.1693,30.89,1.39
7.5253,30.42,1.40
7.9011,31.94,1.27
8.2413,28.81,1.40
8.5851,29.23,1.40
8.9532,31.37,1.40
9.3171,30.85,1.37
9.6771,30.63,1.25
10.0292,29.74,1.40
10.3691,28.84,1.24
10.7252,30.25,1.38
11.0852,30.43,1.39
11.4351,29.64,1.25
11.7810,29.15,1.39
12.1291,29.61,1.26
12.4811,29.76,1.39
12.8367,30.20,1.20
13.2051,31.13,1.22
13.5534,29.51,1.40
13.8953,29.00,1.22
14.2489,30.03,1.21
14.5952,29.29,1.35
14.9431,29.54,2.32
15.2834,30.02,2.81
15.6351,29.72,2.45
15.9751,28.60,1.75
16.3511,31.48,2.72
16.6952,28.72,2.77
17.0463,29.34,2.31
17.4016,30.53,2.80
17.7564,29.77,2.35
18.1054,29.29,2.71
18.4532,29.13,2.73
18.7973,28.89,2.36
19.1495,29.69,2.79
19.4894,29.41,2.83
19.8637,32.97,1.55
20.2153,31.34,1.33
20.5773,30.96,1.23
20.9253,29.65,1.34
21.3014,32.24,1.46
21.6567,30.46,1.33
22.0092,29.91,1.32
22.3731,31.09,1.18
22.7251,30.05,1.33
23.0695,29.30,1.20
23.4173,29.69,1.33
23.7774,31.24,2.33
24.1171,28.86,2.73
24.4571,29.08,1.92
24.7973,29.98,1.42
25.1494,31.80,1.58
25.4933,31.01,1.44
25.8377,30.95,1.57
26.1894,31.69,2.21
26.5273,29.16,2.00
26.8710,29.20,2.26
27.2427,31.57,2.24
27.6214,32.09,2.23
27.9773,30.08,1.93
28.3251,29.43,2.27
28.6811,30.05,1.90
29.0251,29.03,2.26
29.3771,29.78,2.25
29.7173,28.78,1.90
30.0651,29.28,2.24
30.4263,30.39,2.14
30.7762,29.49,1.91
31.1253,29.40,2.15
31.4904,30.84,1.88
31.8361,29.22,2.18
32.1841,29.28,1.95
32.5242,28.54,2.20
32.8920,31.03,2.15
33.2361,28.99,1.98
33.5800,28.97,2.20
33.9241,29.03,2.17
34.2760,29.58,1.88
34.6280,29.61,2.18
34.9721,28.92,2.17
35.3081,28.20,1.90
35.6560,29.26,2.23
36.0122,29.97,2.23
36.3702,30.23,1.92
36.7162,29.02,2.25
37.0600,28.95,2.22
37.4202,30.31,1.89
37.7599,28.56,2.23
38.1100,29.60,2.13
38.4581,29.44,1.90
38.8022,28.97,2.25
39.1532,29.57,2.24
39.5072,29.78,1.95
39.8662,30.25,2.25
40.2336,30.97,1.89
40.5801,29.19,2.22
40.9120,27.93,2.26
41.2557,28.90,2.01
41.6042,29.33,2.26
41.9601,30.10,1.95
42.2967,28.39,2.26
42.6624,30.91,2.27
43.0238,30.52,1.98
43.3601,28.38,2.27
43.7121,29.67,2.16
44.0828,31.30,2.26
