Time (s),DRAM Power (W),IPC
0.0001,0.00,1.09
0.2826,24.07,2.34
0.6312,29.91,2.39
0.9670,28.83,2.70
1.3143,31.41,2.12
1.6309,27.55,2.22
1.8270,17.09,1.82
2.1332,26.74,1.87
2.3116,15.51,1.75
2.4892,15.44,1.85
2.6695,15.74,2.21
2.9589,25.14,2.12
3.3078,30.44,2.05
3.6380,28.87,2.12
3.8135,15.32,2.12
3.9880,15.32,2.08
4.1749,16.42,1.78
4.5151,29.68,2.13
4.8350,27.98,1.99
5.1587,28.31,2.13
5.4464,25.19,1.74
5.7741,28.70,1.80
6.0894,27.69,1.84
6.4757,33.66,2.09
6.7971,28.15,2.17
6.9769,15.78,2.17
7.1589,15.93,2.14
7.3373,15.62,1.97
7.6559,27.93,1.67
7.9627,26.89,1.81
8.2789,27.63,2.57
8.6072,28.70,2.49
8.9767,32.24,2.36
9.3313,30.95,2.12
9.6750,30.10,2.48
9.8817,18.02,2.22
10.2287,30.30,2.14
10.4336,17.80,2.54
10.7750,29.78,0.48
