Time (s),DRAM Power (W),IPC
0.0001,0.00,1.65
0.3085,26.48,2.20
0.5249,18.27,1.93
0.7367,17.92,2.14
0.9384,16.93,2.03
1.1531,18.01,1.93
1.3576,17.19,2.12
1.5987,20.28,1.92
1.7985,16.81,2.11
2.0099,17.77,1.83
2.2148,17.35,1.82
2.4305,18.90,2.73
2.6306,16.76,2.36
2.8465,17.99,2.67
3.0625,18.05,2.56
3.2625,16.65,1.77
3.5145,21.09,2.65
3.7944,23.20,2.42
4.0047,17.43,2.24
4.2049,16.67,2.72
4.4209,18.07,2.79
4.6318,17.63,2.27
4.8386,17.29,2.65
5.0424,16.94,2.58
5.2625,18.48,2.51
5.4786,18.06,2.75
5.6899,17.70,2.59
5.9025,17.73,2.63
6.1186,18.10,2.57
6.3146,16.47,2.52
6.5325,18.18,2.27
6.7265,16.35,2.77
6.9345,17.33,2.67
7.1504,18.07,2.49
7.3711,18.51,2.63
7.5785,17.41,2.32
7.8123,19.61,2.76
8.0181,17.29,2.72
8.2397,18.70,2.38
8.4345,16.26,2.35
8.6499,18.10,2.53
8.8620,17.88,2.34
9.0721,17.57,2.72
9.2821,17.73,2.33
9.4939,17.87,2.55
9.7121,18.42,2.32
9.9398,19.23,2.75
10.1459,17.17,2.78
10.3498,17.11,2.76
10.5608,17.66,2.28
10.7659,17.15,2.61
10.9539,15.73,2.59
11.1456,16.06,2.28
11.3538,17.49,2.78
11.5820,19.16,2.13
11.7778,16.40,2.74
11.9902,17.93,2.64
12.1887,16.72,2.31
12.3940,17.24,2.58
12.5980,17.15,2.36
12.8100,17.72,2.74
13.0160,17.25,2.76
13.2240,17.42,2.36
13.4407,18.14,1.19
