Time (s),DRAM Power (W),IPC
0.0001,0.00,1.09
0.4210,36.22,1.38
0.7609,29.08,1.41
1.1006,29.04,1.53
1.4486,29.67,1.38
1.7926,29.32,1.55
2.1326,28.96,1.38
2.4827,29.91,1.39
2.8245,29.24,1.56
3.1889,31.03,1.42
3.5366,29.80,1.53
3.9053,31.51,1.49
4.2554,29.84,1.40
4.6113,30.37,1.54
4.9784,31.16,1.40
5.3303,30.02,1.39
5.6882,30.73,1.59
6.0436,30.22,1.44
6.4058,30.84,1.55
6.8011,33.66,1.33
7.1595,30.38,1.55
7.5152,30.36,1.57
7.8672,30.04,1.42
8.2040,28.68,1.41
8.5393,28.64,1.57
8.8795,29.03,1.40
9.2380,30.57,1.56
9.5972,30.74,1.40
9.9742,32.17,1.65
10.3300,30.17,1.65
10.6922,30.82,1.43
11.0399,29.47,1.66
11.3879,29.50,1.59
11.7419,30.13,1.51
12.0898,29.49,1.64
12.4522,30.72,1.60
12.8061,29.97,1.67
13.1656,30.53,1.65
13.5248,30.40,1.39
13.8681,29.04,1.63
14.2314,30.78,1.58
14.5780,29.32,1.64
14.9552,31.94,1.44
15.3032,29.47,1.63
15.6432,28.73,1.58
16.0114,31.09,1.61
16.3935,32.32,1.42
16.7352,28.88,1.63
17.0914,30.17,1.63
17.4542,30.76,1.45
17.8032,29.54,1.64
18.1433,28.72,1.51
18.4832,28.76,1.42
18.8192,28.52,1.61
19.1673,29.55,1.62
19.5091,29.04,1.61
19.8593,29.77,1.45
20.2192,30.62,1.58
20.5753,30.30,1.42
20.9153,28.79,1.62
21.2632,29.45,1.61
21.6154,29.82,1.62
21.9632,29.49,1.62
22.2994,28.62,1.61
22.6447,29.16,1.54
22.9954,29.70,1.44
23.3353,28.84,1.60
23.7016,31.05,1.49
24.0548,29.97,1.63
24.4031,29.41,1.45
24.7511,29.40,1.63
25.1030,29.63,1.44
25.4552,29.64,1.63
25.8028,29.34,1.43
26.1549,29.80,1.63
26.5029,29.46,1.59
26.8549,29.76,1.63
27.2030,29.48,1.60
27.5549,29.76,1.43
27.9029,29.46,1.62
28.2591,30.04,1.59
28.6069,29.64,1.42
28.9510,29.11,1.42
29.2830,28.18,1.62
29.6270,29.11,1.53
29.9709,29.08,1.43
30.3190,29.41,1.60
30.6629,29.15,1.62
31.0135,29.52,1.45
31.3509,28.60,1.63
31.6971,29.33,1.63
32.0391,28.87,1.63
32.3990,30.50,1.45
32.7550,30.09,1.63
33.1108,30.13,1.62
33.4510,28.83,1.63
33.8029,29.79,1.40
34.1510,29.48,1.65
34.5029,29.78,1.64
34.8733,31.27,1.44
35.2231,29.59,1.63
35.5630,28.73,1.63
35.9211,30.28,1.45
36.2630,28.89,1.63
36.5952,28.13,1.51
36.9467,30.01,1.59
37.2956,29.82,1.61
37.6349,29.07,1.41
37.9789,29.53,1.63
38.3269,29.80,1.33
38.6956,31.83,1.11
39.0530,31.07,1.10
39.4121,31.29,1.01
39.7813,31.96,1.12
40.1432,31.30,0.72
40.4872,31.06,0.90
40.8328,31.40,0.77
41.1791,31.65,0.75
41.5493,33.75,0.69
41.8973,31.80,0.73
42.2653,33.58,0.72
42.6132,31.63,0.74
42.9510,31.09,0.73
43.2991,33.67,2.74
43.6428,29.11,1.81
43.9943,30.80,1.82
