Time (s),DRAM Power (W),IPC
0.0001,0.00,1.10
0.2794,23.73,1.27
0.6187,28.69,1.45
0.9529,28.27,1.47
1.2881,28.17,1.47
1.6283,28.60,1.35
1.9661,28.40,1.45
2.2938,27.57,1.46
2.6612,30.90,1.41
3.0214,30.38,1.27
3.3485,27.58,1.46
3.5536,17.29,1.48
3.7960,20.35,1.46
4.0237,19.29,1.29
4.3818,30.14,1.28
4.7277,28.97,1.30
4.9398,17.76,1.46
5.2972,29.92,1.29
5.6541,29.89,1.33
6.0024,29.31,1.45
11.3817,447.56,1.45
11.7355,29.69,1.46
11.9478,17.83,1.29
12.2890,28.68,1.30
12.4837,16.33,1.47
12.8244,28.71,1.36
13.1691,29.01,1.30
13.5125,28.98,1.47
13.8620,29.61,1.38
14.1826,27.14,1.26
14.5214,28.74,1.31
14.8627,29.06,1.34
15.1829,27.21,1.35
15.5334,29.83,1.47
15.8812,29.31,1.47
16.2190,28.62,1.33
16.5622,29.04,1.47
16.9070,29.08,1.47
17.2576,29.53,1.33
17.6067,29.32,1.34
17.9473,28.66,1.47
18.2909,29.10,1.47
18.6193,27.84,1.47
18.8320,17.94,1.41
19.0316,16.84,1.46
19.2557,18.92,1.30
19.5917,28.27,1.37
19.9381,29.10,1.33
20.2822,28.82,1.48
20.6295,29.36,1.44
20.9848,29.91,1.35
21.3286,28.98,1.47
21.6695,28.71,1.34
22.0139,28.89,1.48
22.3573,28.96,1.49
22.7084,29.59,1.46
23.0564,29.28,1.34
23.3892,28.03,1.28
23.7367,29.23,1.48
24.0838,29.20,1.48
24.4330,29.41,1.46
24.7678,28.26,1.49
25.1293,30.44,1.30
25.4790,29.49,1.26
25.8263,29.29,1.47
26.1777,29.64,1.47
26.5224,29.03,1.28
26.8621,28.79,1.48
27.2059,28.90,1.49
27.5565,29.56,1.47
27.8977,28.81,1.48
28.2427,29.12,1.32
28.5950,29.85,1.47
28.9452,29.59,1.48
29.2927,29.46,1.29
29.6462,29.90,1.46
29.9909,29.12,1.48
30.3299,28.68,1.42
30.6936,30.67,1.47
31.0302,28.33,1.42
31.2317,17.08,1.30
31.5752,28.91,1.46
31.9107,28.38,1.47
32.2749,30.84,1.43
32.6221,29.34,1.47
32.9490,27.63,1.48
33.1596,17.74,1.42
33.3758,18.25,1.46
33.6082,19.73,1.47
33.8314,18.87,1.27
34.1612,28.68,0.78
34.5242,33.02,0.64
34.8709,31.38,0.66
35.2088,30.74,0.74
35.5577,31.71,0.66
35.8824,29.56,0.69
36.2361,31.36,1.92
36.5815,29.11,2.14
36.9262,29.14,2.05
37.2479,27.21,1.99
37.5924,29.02,1.84
37.9321,28.77,0.82
