Time (s),DRAM Power (W),IPC
0.0001,0.00,1.31
0.4280,37.04,1.71
0.7639,29.36,1.71
1.1157,30.64,2.24
1.5020,33.44,2.45
1.8553,30.58,2.46
2.2122,30.96,2.32
2.5864,32.36,1.62
2.9417,30.38,1.63
3.3179,32.59,1.31
3.7147,35.53,2.18
4.0344,26.74,2.19
4.3518,26.40,2.29
4.6695,26.52,2.23
5.0019,27.84,2.03
5.3193,26.54,2.25
5.6348,26.52,1.93
5.9559,26.96,2.17
6.2861,27.58,2.27
6.6053,26.51,2.30
6.9228,26.50,2.24
7.2483,27.18,2.08
7.5653,26.42,1.99
7.8824,26.56,2.20
8.1986,26.39,2.23
8.5301,27.66,1.98
8.8523,26.81,2.31
9.1786,27.31,2.23
9.5110,27.64,1.93
9.8266,26.33,1.94
10.1449,26.55,1.92
10.4595,26.18,1.90
10.7834,27.04,2.23
11.1069,26.99,2.31
11.4266,26.51,2.19
11.7538,27.28,1.99
12.0732,26.54,1.90
12.3936,26.48,2.23
12.7202,27.12,1.93
13.0411,26.53,2.32
13.3551,25.98,2.33
13.6740,26.44,2.29
13.9994,27.06,2.18
14.3212,26.65,2.09
14.6417,26.65,2.19
14.9764,27.90,2.27
15.2974,26.75,2.31
15.6197,26.80,2.31
15.9382,26.59,1.96
16.2612,26.99,1.96
16.5759,26.34,2.18
16.8998,27.17,2.22
17.2280,27.42,2.21
17.5566,27.38,1.96
17.8762,26.62,2.78
18.2483,31.21,2.83
18.5945,28.93,2.67
18.9389,28.78,2.62
19.2904,29.33,2.81
19.6261,27.98,2.84
19.9823,29.78,2.48
20.3320,29.24,2.81
20.7028,30.95,2.52
21.0443,28.51,2.44
21.3843,28.45,2.82
21.7302,28.81,2.41
22.0882,29.93,2.51
22.4490,30.09,2.71
22.8025,29.81,0.99
