Time (s),DRAM Power (W),IPC
0.0001,0.06,1.64
0.2921,25.30,1.23
0.5018,17.75,1.33
0.7105,17.68,1.23
0.9141,17.35,1.34
1.1260,17.81,1.34
1.3292,17.31,1.21
1.5339,17.27,1.33
1.7380,17.30,1.32
1.9443,17.48,1.22
2.1602,18.35,1.32
2.3994,20.19,1.16
2.6001,16.91,1.33
2.8022,17.09,1.27
3.0166,18.16,1.32
3.2296,17.93,1.17
3.4297,16.88,1.33
3.6336,17.12,1.32
3.8560,18.62,1.18
4.0598,17.24,1.32
4.2778,18.35,1.16
4.4959,18.37,1.33
4.6988,17.04,1.17
4.9108,17.93,1.32
5.1188,17.58,1.29
5.3268,17.46,1.32
5.5389,17.90,1.25
5.7308,16.25,1.31
5.9389,17.71,1.21
6.1389,16.99,1.33
6.3388,16.93,1.16
6.5549,18.35,1.32
6.7669,17.93,1.31
6.9909,19.01,1.34
7.2029,17.81,1.44
7.4066,17.21,1.17
7.6067,16.86,1.33
7.8189,17.98,1.32
8.0360,18.38,1.22
8.2389,17.19,1.36
8.4452,17.48,1.21
8.6488,17.23,1.34
8.8588,17.70,1.22
9.0588,16.97,1.23
9.2812,18.88,1.23
9.4990,18.52,1.32
9.7091,17.86,1.34
9.9030,16.47,1.31
10.1204,18.48,1.18
10.3268,17.53,1.33
10.5429,18.28,1.21
10.7549,18.02,1.33
10.9548,17.04,1.32
11.1588,17.22,1.18
11.3672,17.68,1.34
11.5708,17.26,1.18
11.7770,17.53,1.20
11.9829,17.50,1.32
12.1830,17.05,1.18
12.3870,17.29,1.33
12.5869,16.96,1.32
12.8015,18.18,1.33
13.0142,18.05,1.22
13.2228,17.77,1.20
13.4268,17.30,1.33
13.6348,17.57,1.21
13.8481,18.19,1.33
14.0605,18.16,1.21
14.2709,17.93,1.34
14.4748,17.35,1.35
14.6789,17.43,1.17
14.9001,18.99,1.34
15.1168,18.55,1.20
15.3350,18.67,1.17
15.5491,18.34,1.33
15.7733,19.12,1.22
15.9908,18.49,1.36
16.2029,18.07,1.22
16.4030,17.08,1.33
16.6028,17.02,1.15
16.8247,18.90,1.36
17.0448,18.69,1.33
17.2482,17.17,1.19
17.4541,17.53,1.31
17.6582,17.32,1.22
17.8626,17.42,1.33
18.0831,18.87,1.30
18.2861,17.33,1.33
18.4941,17.72,1.17
18.7061,18.10,1.33
18.9222,18.54,1.34
19.1483,19.32,1.23
19.3693,18.76,1.34
19.5790,17.90,1.32
19.7974,18.62,1.22
19.9935,16.62,1.33
20.1951,17.17,1.32
20.4130,18.51,1.16
20.6149,17.17,1.33
20.8145,17.12,1.32
21.0136,17.00,1.21
21.2124,17.09,1.34
21.4179,17.52,0.69
21.6289,18.67,0.86
21.8494,19.91,0.73
22.0658,19.84,0.72
22.2799,19.58,0.75
22.4958,19.73,0.65
22.7119,19.77,1.74
22.9129,18.15,0.76
23.1480,21.48,0.75
23.3798,21.00,0.64
23.5818,18.25,0.70
23.8054,20.43,0.79
24.0197,19.54,0.81
24.2315,19.10,0.71
24.4454,19.40,0.64
24.6634,19.80,0.74
24.8721,19.02,3.32
25.0904,18.71,0.68
