Time (s),DRAM Power (W),IPC
0.0001,0.00,1.10
0.4264,36.39,1.23
0.7772,29.79,1.26
1.1209,29.06,1.29
1.4829,30.65,1.38
1.8312,29.44,1.32
2.2033,31.53,1.22
2.5461,29.01,1.38
2.8971,29.66,1.26
3.2328,28.53,1.35
3.5769,30.18,0.83
3.9905,37.83,2.31
4.3323,30.01,2.75
4.6801,28.98,0.71
5.0442,31.30,3.20
5.4905,37.89,1.37
5.8404,29.55,1.38
6.2005,30.37,1.38
6.5483,29.42,1.27
6.8962,29.46,1.24
7.2362,28.79,1.37
7.5936,30.31,1.40
7.9416,29.49,1.32
8.2776,29.38,0.78
8.6178,30.80,2.46
8.9697,31.18,1.96
9.3336,30.24,0.77
9.6742,29.26,2.37
10.0280,29.91,1.39
10.3736,29.20,1.27
10.7138,28.80,1.40
11.0537,28.66,1.35
11.3936,28.77,1.22
11.7559,30.64,1.40
12.0918,28.40,1.40
12.4675,31.63,1.44
12.8056,29.23,1.49
13.1455,30.74,0.78
13.5059,32.55,2.70
13.8497,28.74,1.51
14.2134,31.09,2.81
14.5696,30.09,1.39
14.9178,29.32,1.27
15.2615,28.83,1.40
15.6257,30.76,1.40
15.9736,29.49,1.40
16.3360,30.59,1.27
16.6777,28.99,1.45
17.0256,29.56,1.45
17.3776,30.57,1.25
17.7417,32.74,1.93
18.0896,31.36,2.62
18.4456,29.60,0.71
18.7942,29.93,1.93
19.1536,30.43,1.27
19.5056,29.72,1.38
19.8457,28.64,1.28
20.1855,28.67,1.38
20.5375,29.64,1.36
20.8999,30.59,1.21
21.2437,29.11,1.35
21.6015,30.26,1.47
21.9536,30.77,0.73
22.3279,35.26,2.78
22.6795,29.63,2.77
23.0837,34.11,3.21
23.4499,31.21,1.25
23.7936,28.97,1.39
24.1478,29.84,1.27
24.4935,29.15,1.39
24.8457,29.76,1.36
25.2135,31.21,1.24
25.5721,30.23,1.45
25.9361,30.68,1.30
26.2839,29.81,1.47
26.6370,32.12,2.12
26.9919,32.13,2.59
27.4015,34.32,1.26
27.7590,30.89,1.38
28.1221,30.83,1.25
28.4599,28.56,1.26
28.8041,29.20,1.38
29.1598,30.14,1.35
29.5020,29.04,1.39
29.8580,30.10,1.39
30.2140,30.12,1.31
30.5641,29.82,1.48
30.9383,32.85,0.67
31.2862,33.24,2.81
31.6300,28.78,2.70
32.0540,36.18,2.71
32.3984,29.31,1.39
32.7581,30.52,1.29
33.1137,30.12,1.40
33.4619,29.41,1.29
33.8097,29.44,1.40
34.1534,29.11,1.38
34.5079,30.06,1.29
34.8637,30.06,1.45
35.1974,28.71,1.29
35.5349,30.89,1.09
35.8776,31.19,1.50
36.2896,34.23,1.06
36.6343,29.91,1.53
36.9816,29.48,1.27
37.3175,28.58,1.39
37.6536,28.56,1.26
38.0016,29.54,1.39
38.3497,29.62,1.23
38.7070,30.40,1.38
39.0559,29.66,1.39
39.3996,29.35,1.32
39.7437,30.08,0.98
40.0854,32.24,2.81
40.4550,31.73,2.77
40.8052,29.31,2.89
41.1397,28.82,1.38
41.4836,29.08,1.34
41.8294,29.27,1.37
42.1816,29.77,1.39
42.5217,28.88,1.25
42.8694,29.40,1.39
43.2176,29.50,1.38
43.5616,29.24,1.29
43.9016,28.79,1.47
44.2647,31.98,0.78
44.6340,34.85,2.63
45.0055,31.13,1.64
45.3536,29.69,1.10
