Time (s),DRAM Power (W),IPC
0.0001,0.04,1.78
0.2915,25.33,1.60
0.5072,18.18,2.63
0.7234,18.27,2.73
0.9284,17.21,2.66
1.1434,17.99,2.40
1.3563,17.97,2.32
1.5640,17.50,2.66
1.7721,17.60,2.37
1.9683,16.58,2.74
2.1861,18.39,2.27
2.3922,17.51,2.47
2.5962,17.29,2.54
2.8079,17.92,2.33
3.0078,16.96,2.74
3.2120,17.19,2.38
3.4160,17.23,2.58
3.6241,17.53,2.16
3.8242,16.90,2.59
4.0282,17.13,2.37
4.2362,17.40,2.72
4.4538,18.28,2.30
4.6664,17.93,2.60
4.8705,17.23,2.32
5.0864,18.13,2.75
5.3101,18.85,2.66
5.5221,17.98,2.29
5.7260,17.06,2.60
5.9488,18.76,2.29
6.1480,16.77,2.62
6.3601,17.87,2.61
6.5621,17.10,2.34
6.7600,16.65,1.64
6.9903,19.47,1.99
7.1881,16.78,2.58
7.4783,24.33,2.39
7.6762,16.63,2.73
7.8783,17.02,2.45
8.0880,17.57,2.42
8.2960,17.41,2.58
8.5040,17.45,2.41
8.7079,17.23,2.69
8.9201,17.75,2.44
9.1292,17.68,2.73
9.3360,17.38,2.57
9.5343,16.82,2.42
9.7503,18.22,2.59
9.9742,18.83,2.63
10.1903,18.12,2.27
10.3881,16.63,2.70
10.6002,17.87,2.58
10.8255,18.96,2.31
11.0321,17.27,2.68
11.2503,18.32,2.58
11.4661,18.12,2.34
11.6826,18.21,2.59
11.8941,17.80,2.32
12.0921,16.69,2.64
12.2881,16.53,2.56
12.5060,18.29,2.73
12.7172,17.81,2.73
12.9281,17.79,2.62
13.1402,17.89,2.31
13.3442,17.17,1.44
13.5482,17.35,1.67
13.7522,17.16,2.44
13.9523,16.80,2.63
14.2059,21.26,2.62
14.4002,16.40,2.12
14.6081,17.57,2.63
14.8161,17.47,2.67
15.0304,18.03,2.71
15.2404,17.67,2.70
15.4541,18.04,2.24
15.6563,17.06,2.60
15.8533,16.55,2.58
16.0661,17.83,2.51
16.2883,18.52,2.31
16.4841,16.42,2.73
16.6803,16.49,2.71
16.9040,18.73,2.32
17.1306,18.96,2.59
17.3325,17.05,2.57
17.5523,18.51,2.30
17.7628,17.68,2.70
17.9546,16.13,2.55
18.1790,18.94,2.29
18.3869,17.46,2.59
18.5870,16.90,2.70
18.7909,17.18,2.40
18.9950,17.17,2.68
19.2107,18.22,2.48
19.4229,17.86,2.52
19.6270,17.18,2.68
19.8227,16.46,2.13
20.0391,18.33,1.65
20.2469,17.59,2.59
20.4588,17.90,2.64
20.6750,18.31,2.56
20.8790,17.20,2.43
21.0869,17.51,2.50
21.3110,18.86,2.69
21.5226,17.85,2.44
21.7267,17.21,2.43
21.9467,18.53,2.53
22.1507,17.09,2.29
22.3547,17.12,2.68
22.5669,17.81,2.70
22.7708,17.06,1.82
23.0070,19.89,2.57
23.2067,16.77,2.28
23.4288,18.67,2.72
23.6325,17.08,2.59
23.8322,16.80,2.46
24.0469,18.05,2.62
24.2560,17.54,2.46
24.4564,16.82,2.52
24.6563,16.76,2.34
24.8602,17.14,2.36
25.0524,16.10,2.75
25.2582,17.27,2.35
25.4645,17.36,2.60
25.6764,17.77,2.50
25.8944,18.25,2.35
26.0963,17.02,2.65
26.2963,16.71,2.57
26.5060,17.53,0.72
