Time (s),DRAM Power (W),IPC
0.0001,0.00,1.73
0.2885,24.79,2.70
0.5004,17.73,2.80
0.7027,16.82,2.40
0.9163,17.99,2.61
1.1284,17.78,2.47
1.3546,18.91,2.29
1.5566,17.01,2.77
1.7948,19.98,2.39
2.0167,18.67,2.36
2.2207,17.09,2.50
2.4512,19.40,2.72
2.6894,19.96,2.73
2.9014,17.92,2.24
3.1119,17.74,2.71
3.3305,18.43,2.46
3.5502,18.64,2.74
3.7722,18.66,2.61
3.9884,18.26,2.22
4.1938,17.26,2.65
4.3968,16.95,2.75
4.6192,18.65,2.41
4.8327,17.87,2.75
5.0449,17.77,2.63
5.2685,18.77,2.33
5.4807,17.90,2.76
5.7046,18.79,2.63
5.9248,18.50,2.24
6.1388,17.89,2.61
6.3487,17.61,2.59
6.5712,18.44,2.19
6.7647,16.21,2.66
6.9608,16.49,2.76
7.1549,16.24,2.44
7.3692,17.81,2.76
7.5767,17.32,2.69
7.7809,17.04,2.53
7.9910,17.66,2.33
8.1928,17.00,2.78
8.3927,16.81,2.79
8.6072,18.04,2.44
8.8092,17.01,2.63
9.0231,18.10,2.69
9.2375,18.05,2.22
9.4368,16.79,2.30
9.6368,16.79,2.78
9.8408,17.27,2.30
10.0520,17.74,2.77
10.2528,16.88,2.65
10.4782,19.01,2.31
10.6849,17.44,2.78
10.8887,17.18,2.69
11.1230,19.76,2.67
11.3339,17.76,2.64
11.5438,17.69,2.20
11.7489,17.27,2.22
11.9488,16.86,2.80
12.1648,18.17,2.32
12.3888,18.87,2.61
12.5967,17.47,2.26
12.8006,17.07,2.26
13.0127,17.83,2.81
13.2247,17.80,2.30
13.4208,16.41,2.77
13.6120,15.98,2.63
13.8210,17.47,2.43
14.0218,16.88,2.68
14.2206,16.69,2.58
14.4288,17.57,2.23
14.6408,17.92,2.78
14.8489,17.53,2.36
15.0566,17.38,2.71
15.2771,18.42,2.48
15.4969,18.34,2.68
15.7127,18.03,2.77
15.9166,17.03,2.69
16.1385,18.58,2.28
16.3366,16.49,2.57
16.5631,18.95,2.60
16.7745,17.74,2.24
16.9728,16.55,2.70
17.1768,17.07,2.63
17.3729,16.37,2.40
17.5806,17.35,2.74
17.7722,16.07,2.56
18.0010,19.30,2.25
18.2076,17.35,2.70
18.4048,16.49,2.37
18.6054,16.83,2.83
18.8080,16.99,2.74
19.0258,18.26,2.31
19.2241,16.64,2.67
19.4390,18.05,2.69
19.6488,17.66,2.30
19.8529,17.08,2.71
20.0529,16.76,2.70
20.2750,18.71,2.34
20.4607,15.67,2.74
20.6608,16.80,2.62
20.8871,19.04,2.40
21.0969,17.53,2.68
21.3108,17.97,2.75
21.5289,18.34,2.66
21.7447,18.14,2.55
21.9571,17.76,2.67
22.1736,18.19,2.38
22.3689,16.51,2.55
22.5808,17.72,2.81
22.7890,17.51,2.26
22.9888,16.82,2.66
23.2046,18.16,2.59
23.4127,17.42,2.29
23.6166,17.09,2.52
23.8086,16.13,2.77
24.0293,18.54,2.31
24.2229,16.28,2.66
24.4389,18.17,2.23
24.6488,17.80,2.70
24.8688,18.54,2.71
25.0689,16.86,2.54
25.2688,16.89,2.79
25.4689,16.87,2.57
25.6835,18.07,2.60
25.9311,20.93,2.67
26.1407,17.68,2.41
26.3474,17.27,2.72
26.5630,18.15,2.72
26.7629,16.75,2.55
26.9828,18.56,2.39
27.1868,17.09,2.72
27.4027,18.23,2.34
27.6087,17.45,2.34
27.8164,17.57,2.55
28.0301,17.98,2.64
28.2453,18.18,2.25
28.4566,17.82,2.63
28.6648,17.51,2.79
28.8646,16.86,2.73
29.0870,18.74,2.31
29.2928,17.35,2.67
29.5200,19.09,2.22
29.7208,16.92,2.69
29.9347,18.02,2.35
30.1310,16.64,2.78
30.3474,18.25,2.72
30.5671,18.50,2.25
30.7890,18.68,2.57
31.0070,18.33,2.31
31.2395,19.57,2.80
31.4593,18.39,2.65
31.6936,19.72,2.33
31.9016,17.61,2.62
32.1135,17.86,2.80
32.3332,18.53,2.38
32.5376,17.18,2.75
32.7469,17.61,2.27
32.9554,17.61,2.62
33.1574,16.99,2.68
33.3716,17.93,1.12
