Time Elapsed (s), sys_mem_r(MB/s), sys_mem_w(MB/s), total(MB/s)
0.000162918,47519.4,32534.5,80053.9
0.101596,17071.9,12614.5,29686.4
0.200522,53520.3,36245.6,89765.9
0.302367,40895.2,27705.8,68601
0.400818,35380.9,24826.4,60207.3
0.501408,30504,21193.3,51697.3
0.601003,57915.7,40522.6,98438.3
0.700562,8868.02,6879.79,15747.8
0.801096,62764.3,44471.9,107236
0.900913,62815,43707.8,106523
1.00195,55190.8,39753.9,94944.7
1.10149,66418.3,47864.8,114283
1.20207,57298.8,41185.1,98484
1.30188,55380.9,38768.8,94149.7
1.40235,53270.8,39830.1,93100.9
1.50281,57340.5,41059.7,98400.2
1.60226,31642.9,22435.1,54078
1.70269,20839.3,15882.7,36722
1.8031,58779.5,43371.5,102151
1.90393,54807.1,39930.4,94737.5
2.0035,41151.1,31472.7,72623.7
2.10433,16097.4,12917.5,29015
2.20399,57526.4,43911.2,101438
2.3045,47356.6,36261.3,83617.9
2.40508,65556.1,50518.7,116075
2.50481,37747,28971.7,66718.7
2.60578,61013,45884.1,106897
2.70512,50105.9,39428,89533.9
2.80578,30988.9,23579.5,54568.3
2.90684,52884.9,40810.5,93695.4
3.00646,58207.2,46373.7,104581
3.10668,58212.4,45496.4,103709
3.20631,58315.7,45985.1,104301
3.31342,55843.4,43151.5,98994.9
3.41298,53660.7,42347.2,96007.8
3.51337,34865.5,27016.3,61881.8
3.61387,29155.4,21778.2,50933.6
3.7132,74799.9,58502.3,133302
3.81373,39312.2,31126.9,70439.1
3.91414,43608,34393.4,78001.5
4.01446,37125.3,29005.3,66130.6
4.11473,39506.7,30868.9,70375.6
4.215,56080.5,43511.1,99591.6
4.31536,15097.6,12765.2,27862.8
4.41475,67292.9,52122.1,119415
4.51431,61646.2,46572.6,108219
4.61466,51022.1,40164.2,91186.3
4.71496,57690.1,43441.5,101132
4.81536,16560,13762.2,30322.2
4.91591,29974.1,22928.9,52903
5.01523,32944.2,24515.5,57459.7
5.11563,49034.3,38345.9,87380.2
5.21598,31306.7,24179.5,55486.2
5.31628,29593,21850.2,51443.2
5.41666,3521.24,3489.94,7011.19
5.51695,23580.9,17959.4,41540.3
5.61726,18457.3,14458.5,32915.8
5.71824,16269.5,12086.9,28356.4
5.81799,73606.7,56934.2,130541
5.91843,61473.1,47765.8,109239
6.0185,70838.8,54818.6,125657
6.11853,72076.3,55665.2,127742
6.2182,71015.1,55028.1,126043
6.31861,72738,56209.4,128947
6.41905,71662.6,55444,127107
6.51958,66816.7,51970.2,118787
6.61906,73202.7,56718.4,129921
6.71844,70801.7,54725.1,125527
6.81899,69994.9,53944.9,123940
6.91951,72082.7,55709.5,127792
7.01892,67757.8,52174.4,119932
7.11929,71942.1,55600.3,127542
7.21961,35952.9,27430.3,63383.2
7.32057,29267.7,22002.9,51270.6
7.42032,68733.1,53722.3,122455
7.52151,68130.6,52683.4,120814
7.62133,75049.5,57817,132867
7.72136,62456,48531,110987
7.82087,51186.6,38393.9,89580.6
7.92018,40506,31612.5,72118.5
8.02087,69464.8,53838,123303
8.12132,47649.7,37784.1,85433.8
8.2213,60308.9,45659.2,105968
8.32168,51949.9,41431.6,93381.5
8.4219,28834.2,20406.4,49240.6
