Time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7
2024-10-16 22:36:47,3.00,3.00,3.00,2.99,3.00,3.00,3.00,3.00
2024-10-16 22:36:47,3.00,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:47,3.00,3.00,2.99,3.00,3.00,3.00,2.99,2.99
2024-10-16 22:36:47,3.00,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:47,3.00,2.99,3.00,3.00,3.00,3.00,2.99,3.00
2024-10-16 22:36:47,3.00,3.00,3.00,2.99,3.00,3.00,3.00,3.00
2024-10-16 22:36:47,3.00,2.99,2.99,3.00,2.99,3.00,3.00,3.00
2024-10-16 22:36:47,2.99,3.00,3.00,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:47,3.00,3.00,2.99,2.99,3.00,3.00,3.00,3.00
2024-10-16 22:36:47,2.99,3.00,3.00,3.00,2.99,3.00,3.00,3.00
2024-10-16 22:36:47,3.00,3.00,2.99,2.99,3.00,3.00,3.00,2.99
2024-10-16 22:36:47,2.99,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:47,3.00,3.00,2.99,2.99,3.00,2.99,2.99,2.99
2024-10-16 22:36:47,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:47,3.00,3.00,3.00,3.00,3.00,2.99,3.00,2.99
2024-10-16 22:36:48,2.99,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,2.99,3.00,3.00,2.99,2.99,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,2.99,2.99,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,2.99,3.00,3.00,2.99,2.99,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,3.00,3.00,2.99,3.00
2024-10-16 22:36:48,2.99,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,2.99,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:48,3.00,2.99,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,2.99,2.99,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,2.99,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,3.00,3.00,2.99,2.99
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,2.99,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,2.99,3.00,2.99,3.00
2024-10-16 22:36:48,3.00,2.99,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,2.99,3.00,2.99,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,2.99,3.00,2.99,3.00,3.00
2024-10-16 22:36:48,3.00,3.00,3.00,3.00,2.99,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,2.99,3.00,3.00,2.99,3.00
2024-10-16 22:36:49,2.99,3.00,3.00,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:49,3.00,3.00,2.99,2.99,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,2.99,2.99,3.00,2.99,2.99
2024-10-16 22:36:49,2.99,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,2.99,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,2.99,2.99,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:49,3.00,3.00,3.00,2.99,2.99,3.00,2.99,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,2.99,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,2.99,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,2.99,2.99,3.00,2.99,2.99,3.00,2.99,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,3.00,3.00,2.99,2.99
2024-10-16 22:36:49,3.00,2.99,3.00,2.99,3.00,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,2.99,3.00,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,2.99,3.00,3.00,3.00,2.99,3.00
2024-10-16 22:36:49,2.99,3.00,3.00,2.99,3.00,2.99,3.00,3.00
2024-10-16 22:36:49,3.00,3.00,3.00,3.00,3.00,3.00,2.99,3.00
2024-10-16 22:36:50,3.00,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:50,3.00,3.00,2.99,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:50,3.00,3.00,3.00,3.00,2.99,3.00,3.00,3.00
2024-10-16 22:36:50,2.99,2.99,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:50,2.99,3.00,3.00,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:50,3.00,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:50,3.00,3.00,3.00,3.00,3.00,3.00,2.99,3.00
2024-10-16 22:36:50,2.99,2.99,3.00,2.99,2.99,2.99,3.00,2.99
2024-10-16 22:36:50,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:50,2.99,3.00,2.99,3.00,3.00,2.99,2.99,3.00
2024-10-16 22:36:50,3.00,2.86,3.00,2.99,3.00,3.00,3.00,2.62
2024-10-16 22:36:50,3.00,2.63,2.99,2.98,2.98,2.93,2.78,2.99
2024-10-16 22:36:50,2.87,2.67,2.89,2.73,2.86,2.90,2.92,2.02
2024-10-16 22:36:50,2.86,2.83,2.93,2.88,2.94,1.99,2.56,2.43
2024-10-16 22:36:50,2.39,2.99,2.46,2.81,2.09,2.88,2.46,2.91
2024-10-16 22:36:50,2.81,3.00,2.18,2.68,2.26,2.90,2.28,2.98
2024-10-16 22:36:50,3.00,3.00,2.99,2.87,2.93,2.66,3.00,2.52
2024-10-16 22:36:50,2.62,2.92,2.98,2.82,2.95,2.43,0.80,2.95
2024-10-16 22:36:51,0.83,1.13,0.79,1.09,0.80,0.89,2.93,0.80
2024-10-16 22:36:51,0.85,0.80,0.80,0.80,0.80,0.80,3.00,0.80
2024-10-16 22:36:51,0.81,0.80,0.80,0.80,0.80,0.80,2.99,0.80
2024-10-16 22:36:51,0.82,0.79,0.80,0.80,0.79,1.04,2.99,1.82
2024-10-16 22:36:51,2.09,2.17,2.36,2.75,2.57,3.00,2.99,2.99
2024-10-16 22:36:51,3.00,3.00,2.99,2.99,3.00,2.99,2.92,2.99
2024-10-16 22:36:51,2.99,2.99,3.00,3.00,2.99,2.99,2.88,0.80
2024-10-16 22:36:51,1.97,0.80,3.00,0.96,3.00,0.80,3.00,1.43
2024-10-16 22:36:51,0.83,0.81,3.00,2.14,3.00,0.79,1.39,1.63
2024-10-16 22:36:51,0.82,0.85,3.00,2.76,3.00,0.80,0.80,0.79
2024-10-16 22:36:51,0.82,0.79,2.99,0.80,3.00,0.79,0.80,0.80
2024-10-16 22:36:51,0.85,0.80,3.00,0.80,2.99,1.51,0.79,0.80
2024-10-16 22:36:51,0.80,1.24,2.99,0.80,3.00,3.00,0.80,1.66
2024-10-16 22:36:51,0.80,1.81,3.00,0.79,2.99,3.00,0.80,0.87
2024-10-16 22:36:51,0.80,0.80,2.77,0.80,3.00,1.59,0.79,1.05
2024-10-16 22:36:51,0.81,0.80,0.79,0.80,3.00,2.97,0.80,0.95
2024-10-16 22:36:51,0.89,1.62,0.80,1.44,3.00,2.81,0.80,0.84
2024-10-16 22:36:51,0.90,0.79,0.79,1.14,3.00,0.80,0.79,0.79
2024-10-16 22:36:51,0.88,0.80,0.80,1.45,3.00,0.80,0.80,0.80
2024-10-16 22:36:51,0.80,0.81,0.80,0.94,3.00,0.80,0.79,0.80
2024-10-16 22:36:51,0.80,0.80,0.80,1.09,3.00,0.80,0.80,0.79
2024-10-16 22:36:52,0.89,0.80,0.79,0.95,2.99,0.80,0.79,0.80
2024-10-16 22:36:52,0.80,0.80,0.80,0.79,3.00,0.79,0.80,0.80
2024-10-16 22:36:52,0.80,0.80,0.80,0.82,2.99,0.80,0.80,0.79
2024-10-16 22:36:52,0.88,1.26,0.79,0.81,3.00,1.56,0.80,0.89
2024-10-16 22:36:52,0.80,0.83,0.80,0.79,2.99,0.92,0.79,1.44
2024-10-16 22:36:52,0.79,2.94,0.80,0.81,3.00,0.81,0.80,1.63
2024-10-16 22:36:52,0.85,1.08,0.80,0.79,3.00,0.80,0.80,0.81
2024-10-16 22:36:52,0.82,0.91,0.79,0.94,2.99,0.99,0.79,1.84
2024-10-16 22:36:52,0.84,1.50,1.63,2.03,2.01,2.89,2.27,2.54
2024-10-16 22:36:52,2.65,2.98,2.96,3.00,3.00,3.00,2.99,2.99
2024-10-16 22:36:52,3.00,3.00,3.00,3.00,3.00,2.99,3.00,3.00
2024-10-16 22:36:52,3.00,2.99,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:52,2.99,3.00,3.00,3.00,3.00,3.00,3.00,2.99
2024-10-16 22:36:52,3.00,3.00,2.99,2.99,2.99,2.99,3.00,3.00
2024-10-16 22:36:52,2.99,2.99,3.00,3.00,3.00,3.00,3.00,3.00
2024-10-16 22:36:52,3.00,3.00,3.00,3.00,3.00,2.99,2.99,2.99
2024-10-16 22:36:52,3.00,3.00,3.00,3.00,2.99,3.00,3.00,3.00
2024-10-16 22:36:52,3.00,3.00,2.99,2.99,3.00,3.00,2.99,2.99
2024-10-16 22:36:52,3.00,3.00,3.00,3.00,2.99,2.99,3.00,3.00
2024-10-16 22:36:52,3.00,3.00,2.99,3.00,3.00,3.00,2.99,2.99
2024-10-16 22:36:52,3.00,3.00,3.00,2.99,3.00,2.83,3.00,3.00
2024-10-16 22:36:52,2.99,2.99,2.99,3.00,2.99,3.00,2.92,3.00
2024-10-16 22:36:53,2.96,3.00,2.67,2.45,2.26,2.99,2.98,2.98
2024-10-16 22:36:53,2.58,2.98,2.98,2.98,2.98,2.98,3.00,3.00
2024-10-16 22:36:53,2.98,2.80,2.99,2.99,2.64,2.99,2.98,2.99
2024-10-16 22:36:53,2.65,2.99,2.81,2.63,2.98,2.81,2.98,2.72
2024-10-16 22:36:53,2.22,2.99,1.30,2.92,1.22,3.00,0.80,1.03
2024-10-16 22:36:53,0.94,2.24,1.30,3.00,0.80,3.00,0.80,0.88
2024-10-16 22:36:53,0.86,0.80,1.29,2.81,0.80,2.60,0.80,0.88
2024-10-16 22:36:53,0.82,0.92,1.30,1.24,0.80,2.97,0.79,0.80
2024-10-16 22:36:53,0.81,0.80,1.29,0.80,0.80,3.00,0.80,0.80
2024-10-16 22:36:53,0.80,0.79,1.30,0.79,0.80,2.99,0.80,2.32
2024-10-16 22:36:53,0.81,0.80,1.26,0.80,0.79,3.00,0.80,3.00
2024-10-16 22:36:53,0.80,0.79,0.79,0.80,0.80,3.00,0.79,3.00
2024-10-16 22:36:53,0.81,0.80,0.80,0.80,0.80,3.00,0.80,2.98
2024-10-16 22:36:53,0.84,0.80,0.80,0.79,0.80,2.62,0.79,3.00
2024-10-16 22:36:53,0.85,0.80,0.79,0.80,0.79,2.93,0.80,1.64
2024-10-16 22:36:53,0.80,2.45,0.80,1.10,0.80,2.64,0.79,1.31
2024-10-16 22:36:53,0.80,2.98,0.80,1.67,0.80,2.98,0.80,1.61
2024-10-16 22:36:53,0.87,0.80,0.86,2.56,2.48,1.85,0.82,1.66
2024-10-16 22:36:53,0.80,0.84,0.80,2.72,2.97,1.43,0.80,2.98
2024-10-16 22:36:53,0.88,1.25,0.82,2.62,0.80,2.99,0.80,2.50
2024-10-16 22:36:53,1.36,1.27,1.03,2.98,0.88,2.41,2.64,2.59
2024-10-16 22:36:54,0.83,1.45,0.84,2.63,0.85,1.12,2.96,2.45
2024-10-16 22:36:54,0.91,2.82,0.84,2.99,0.81,0.92,0.80,2.76
2024-10-16 22:36:54,2.89,2.59,0.89,1.24,2.53,1.46,0.95,2.41
2024-10-16 22:36:54,2.94,2.82,1.02,2.50,2.97,1.35,2.19,2.73
2024-10-16 22:36:54,0.81,2.72,1.22,2.99,0.80,1.46,2.46,2.56
2024-10-16 22:36:54,0.91,2.66,0.84,1.98,2.59,2.21,2.97,2.30
2024-10-16 22:36:54,1.05,1.44,0.81,2.19,2.59,2.98,0.82,2.68
2024-10-16 22:36:54,0.97,1.18,0.80,2.97,2.69,1.50,0.83,2.81
2024-10-16 22:36:54,0.81,2.90,0.82,1.54,2.98,2.42,0.99,2.67
2024-10-16 22:36:54,1.01,2.96,0.94,2.34,0.99,2.98,2.01,2.98
2024-10-16 22:36:54,0.92,1.44,0.90,2.46,0.81,0.83,2.98,2.65
2024-10-16 22:36:54,0.80,2.31,0.90,2.27,0.80,2.53,1.02,2.90
2024-10-16 22:36:54,0.85,2.97,1.00,2.94,2.42,2.99,1.01,1.75
2024-10-16 22:36:54,0.82,2.82,0.89,2.30,2.98,1.06,0.82,2.98
2024-10-16 22:36:54,2.46,2.35,0.87,2.27,1.01,1.27,1.89,2.84
2024-10-16 22:36:54,2.63,2.45,0.93,2.97,0.84,0.93,2.98,1.61
2024-10-16 22:36:54,2.72,2.69,0.92,1.90,0.97,2.67,1.09,1.34
2024-10-16 22:36:54,1.66,2.54,0.94,2.98,2.38,2.28,1.38,1.53
2024-10-16 22:36:54,0.80,2.64,0.86,2.99,2.98,2.99,1.12,1.44
2024-10-16 22:36:54,2.82,1.96,2.25,2.48,1.03,1.54,2.04,2.51
2024-10-16 22:36:55,2.94,0.90,0.84,2.98,1.32,1.17,2.98,2.80
2024-10-16 22:36:55,1.13,1.24,0.83,2.99,1.90,2.69,0.92,2.48
2024-10-16 22:36:55,0.87,2.77,0.82,1.63,2.36,2.85,0.96,2.83
2024-10-16 22:36:55,1.17,2.73,2.36,1.68,2.98,0.98,0.99,2.61
2024-10-16 22:36:55,0.96,2.67,2.97,2.40,0.87,1.46,2.03,2.39
2024-10-16 22:36:55,1.12,2.45,0.87,2.98,1.06,2.42,2.98,2.30
2024-10-16 22:36:55,0.82,2.18,0.84,1.18,1.27,2.96,1.15,2.68
2024-10-16 22:36:55,0.82,2.98,0.89,1.96,1.30,2.56,2.37,2.89
2024-10-16 22:36:55,0.93,0.90,0.84,1.61,0.86,2.32,2.97,2.95
2024-10-16 22:36:55,1.29,1.36,0.84,2.93,0.89,2.91,0.98,1.61
2024-10-16 22:36:55,2.73,2.98,0.85,0.81,1.03,2.33,2.99,1.55
2024-10-16 22:36:55,1.16,2.99,0.82,1.20,0.89,2.86,2.79,2.53
2024-10-16 22:36:55,0.90,2.72,0.99,1.78,2.14,2.96,1.25,2.50
2024-10-16 22:36:55,2.48,1.28,0.95,1.55,2.81,2.45,1.31,2.50
2024-10-16 22:36:55,2.97,2.51,1.63,1.81,0.97,2.88,1.03,2.28
2024-10-16 22:36:55,0.81,2.98,0.85,2.98,0.96,2.54,2.98,1.77
2024-10-16 22:36:55,0.84,2.54,0.90,1.52,1.32,2.49,2.96,2.60
2024-10-16 22:36:55,0.81,2.98,0.90,1.15,0.89,2.98,1.93,2.74
2024-10-16 22:36:55,0.87,2.98,0.86,2.20,0.82,2.54,2.99,2.78
2024-10-16 22:36:55,0.90,1.20,0.84,2.53,0.88,2.97,1.44,2.57
2024-10-16 22:36:56,1.04,2.59,0.82,2.96,0.95,1.07,2.71,1.93
2024-10-16 22:36:56,1.06,2.99,1.17,1.09,0.82,2.27,2.92,2.63
2024-10-16 22:36:56,1.29,2.99,0.87,1.54,1.24,2.65,2.24,1.96
2024-10-16 22:36:56,0.89,2.98,0.86,1.32,0.83,2.74,2.98,2.84
2024-10-16 22:36:56,1.01,0.95,0.82,2.41,1.20,2.14,2.98,2.34
2024-10-16 22:36:56,1.42,1.26,0.90,1.07,0.98,2.31,2.98,2.10
2024-10-16 22:36:56,2.92,2.40,0.90,1.56,1.43,1.39,1.31,2.34
2024-10-16 22:36:56,2.81,2.98,2.42,2.19,0.92,2.70,0.81,2.36
2024-10-16 22:36:56,0.96,1.25,2.93,2.90,0.98,2.60,1.01,2.99
2024-10-16 22:36:56,0.98,1.79,0.80,2.96,0.87,2.71,1.22,2.78
2024-10-16 22:36:56,0.84,2.98,0.80,1.69,0.92,2.72,2.43,2.98
2024-10-16 22:36:56,1.12,1.97,0.80,1.70,0.84,2.29,2.96,2.44
2024-10-16 22:36:56,1.15,2.99,0.80,1.34,0.89,2.37,0.99,2.82
2024-10-16 22:36:56,2.67,2.98,0.95,2.74,2.05,2.38,0.86,1.25
2024-10-16 22:36:56,1.07,1.84,0.84,2.84,2.98,1.57,0.98,2.82
2024-10-16 22:36:56,2.34,2.62,1.08,1.36,0.90,2.99,2.36,1.07
2024-10-16 22:36:56,2.93,2.71,1.27,1.25,0.92,2.34,2.98,2.15
2024-10-16 22:36:56,0.82,2.98,0.88,2.58,1.78,2.04,0.80,2.47
2024-10-16 22:36:56,1.50,2.99,1.03,2.56,0.94,2.34,0.88,2.01
2024-10-16 22:36:56,2.99,2.06,1.31,2.71,0.89,2.54,1.07,2.66
2024-10-16 22:36:57,2.37,2.18,1.02,2.98,0.84,1.90,1.69,2.97
2024-10-16 22:36:57,1.33,2.98,1.06,1.25,1.07,2.22,2.99,2.51
2024-10-16 22:36:57,1.25,2.92,0.87,1.38,1.00,2.46,2.17,2.97
2024-10-16 22:36:57,0.81,2.32,1.02,2.55,1.06,2.85,1.33,1.15
2024-10-16 22:36:57,2.61,2.49,0.99,2.93,1.15,2.63,1.15,0.96
2024-10-16 22:36:57,2.76,2.03,2.56,0.80,1.38,2.84,1.31,2.80
