Time (s),GPU 0 Power (W),GPU 1 Power (W),GPU 2 Power (W),GPU 3 Power (W)
0.1001739501953125,89.75,78.24,78.26,85.38
0.2855672836303711,89.94,78.05,78.05,85.38
0.46584248542785645,89.64,77.76,77.78,85.09
0.6376352310180664,89.68,78.05,77.78,85.21
0.8443360328674316,89.86,78.55,77.88,85.38
1.0806982517242432,89.58,78.37,78.07,76.97
1.3526537418365479,89.35,77.95,77.77,79.11
1.6273446083068848,89.64,77.76,77.78,85.29
1.8204362392425537,89.44,78.05,77.67,85.18
2.002216339111328,89.29,78.05,77.48,85.4
2.1907176971435547,89.44,78.05,77.67,85.09
2.4023935794830322,89.35,77.86,77.65,85.38
2.5895092487335205,89.44,57.69,77.57,85.11
2.798293352127075,63.62,57.42,61.28,85.03
2.979099988937378,63.31,57.13,57.83,85.34
3.202976703643799,63.31,57.22,57.73,85.24
3.3970751762390137,63.2,57.01,57.62,85.03
3.57340931892395,63.19,56.91,57.61,84.74
3.766843795776367,62.92,56.92,57.53,61.47
3.946601629257202,62.91,56.92,57.44,61.37
4.126268625259399,62.81,56.82,57.24,61.35
4.305116891860962,62.81,56.82,57.24,61.17
4.487542629241943,62.84,56.72,57.34,61.4
4.686883449554443,62.74,56.74,57.44,61.08
4.871607065200806,62.74,56.82,57.24,60.98
5.051271438598633,62.74,56.72,57.24,61.09
5.25067400932312,62.64,56.72,57.15,60.99
5.428997278213501,62.63,56.84,57.05,60.98
5.609735012054443,62.64,56.72,57.15,60.98
5.810202598571777,62.64,56.82,57.15,60.98
5.993046283721924,62.74,56.72,57.15,60.9
6.211470127105713,62.64,56.82,57.15,61.08
6.394160985946655,62.64,56.72,57.15,60.88
6.6068947315216064,62.45,56.63,57.05,60.9
6.788192987442017,62.45,56.72,57.15,60.8
6.968954801559448,62.45,56.74,57.05,60.9
7.185454607009888,62.45,56.63,56.84,60.8
7.3818254470825195,62.45,56.63,57.05,60.78
7.558313608169556,62.45,56.53,56.84,60.8
7.76086163520813,62.35,56.64,56.95,60.69
7.984999418258667,62.35,56.53,56.95,60.7
8.167845726013184,62.26,56.63,56.84,60.7
8.337667465209961,62.26,56.72,57.05,60.8
8.535709142684937,62.26,56.53,57.05,60.69
8.73096251487732,62.35,56.63,56.95,60.7
8.908468961715698,62.26,56.63,57.05,60.7
9.09139370918274,62.26,56.63,57.05,60.6
9.295345067977905,62.15,56.53,56.95,60.59
9.471755027770996,62.15,56.53,56.95,60.7
9.662830591201782,62.15,56.53,56.84,60.6
9.863398790359497,62.15,56.43,56.95,60.6
10.03854775428772,62.15,56.43,56.85,60.6
10.216478824615479,62.05,56.53,56.95,60.59
10.39389419555664,62.15,56.63,56.85,60.6
10.572989225387573,62.05,56.53,56.95,60.6
10.765110492706299,62.05,56.53,56.95,60.51
10.9660484790802,62.03,56.53,56.95,60.48
11.163535356521606,62.02,56.53,56.95,60.48
11.359266519546509,61.94,56.53,56.55,60.58
11.57588243484497,61.94,56.53,56.85,60.48
11.762216091156006,61.92,56.53,56.95,60.58
11.941043376922607,61.92,56.43,56.84,60.48
12.123098850250244,61.95,56.45,56.74,60.51
12.320115566253662,61.95,56.32,56.74,60.41
12.515437602996826,61.95,56.43,56.74,60.49
12.708375215530396,61.95,56.32,56.85,60.41
12.890655279159546,61.94,56.53,56.74,60.37
13.068321466445923,61.84,56.32,56.94,60.48
13.247641324996948,61.74,56.54,56.85,60.4
13.458183765411377,61.76,56.24,56.74,60.41
13.635112524032593,61.85,56.34,56.74,60.31
13.814863204956055,61.76,56.32,56.74,60.31
14.0347261428833,61.76,56.32,56.74,60.31
14.242688417434692,61.74,56.42,56.74,60.28
14.41752004623413,61.74,56.32,56.74,60.28
14.597706079483032,61.74,56.32,56.74,60.28
14.777597904205322,61.76,56.44,56.55,60.31
14.952473163604736,61.66,56.23,56.74,60.31
15.145208597183228,61.66,56.34,56.65,60.21
15.323380947113037,61.56,56.23,56.84,60.31
15.523185014724731,61.66,56.24,56.35,60.31
15.697020769119263,61.66,56.34,56.65,60.2
15.87925910949707,61.66,56.32,56.55,60.2
16.06123995780945,61.66,56.34,56.65,60.2
16.257527112960815,61.56,56.23,56.74,60.2
16.500821113586426,61.45,56.23,56.55,60.17
16.674561738967896,61.55,56.43,56.65,60.27
16.8592631816864,61.45,56.13,56.55,60.21
17.03801202774048,61.46,56.14,56.55,60.2
17.21694588661194,61.55,56.23,56.55,60.17
17.43678855895996,61.55,56.13,56.55,60.17
17.65183115005493,61.45,56.13,56.55,60.19
17.82908296585083,61.46,56.13,56.55,60.1
18.0261390209198,61.46,56.13,56.45,60.2
18.241265773773193,61.37,56.13,56.55,60.1
18.42030167579651,61.35,56.13,56.55,60.08
18.641186475753784,61.55,56.13,56.55,60.08
18.821365118026733,61.35,56.13,56.55,59.98
19.000729084014893,61.24,56.13,56.55,60.08
19.220348358154297,61.35,56.04,56.55,60.1
19.413022756576538,61.26,56.03,56.55,60.01
19.61043405532837,61.26,56.03,56.45,59.91
19.81170916557312,61.35,56.03,56.55,59.91
19.9869441986084,61.26,56.03,56.45,59.91
20.16761302947998,61.26,56.14,56.65,60.01
20.359814167022705,61.26,56.13,56.35,59.91
20.55713200569153,61.26,56.14,56.45,60.01
20.75300145149231,61.15,56.03,56.35,59.88
20.9246928691864,61.24,56.03,56.55,59.88
21.10513663291931,61.34,56.03,56.35,59.88
21.29734230041504,61.13,56.03,56.26,59.88
21.475857496261597,61.15,56.03,56.65,59.88
21.66671133041382,61.24,56.03,56.35,59.88
21.846535444259644,61.24,56.03,56.35,59.88
22.044265508651733,61.16,56.03,56.35,59.81
22.22270965576172,61.16,55.93,56.35,59.72
22.420634269714355,61.06,56.04,56.35,59.81
22.606358528137207,61.06,56.04,56.35,60.01
22.78676414489746,61.06,55.93,56.15,59.81
22.990074396133423,61.16,55.95,56.26,59.81
23.169911861419678,60.96,56.03,56.05,59.81
23.349880933761597,60.96,56.03,56.35,59.72
23.54935050010681,60.96,56.04,56.26,59.81
23.748977661132812,60.96,55.93,56.26,59.7
23.944278717041016,60.95,56.03,56.05,59.77
24.1246018409729,61.05,55.93,56.26,59.68
24.29586887359619,61.15,56.03,56.26,59.88
24.474246501922607,60.95,55.84,56.35,59.79
24.66875672340393,60.95,55.93,56.15,59.68
24.84763765335083,61.05,55.84,56.35,59.69
25.028454780578613,61.06,55.93,56.26,59.81
25.200963258743286,61.06,55.93,56.24,59.7
25.378246307373047,60.87,55.86,56.26,59.7
25.575189352035522,60.96,55.84,56.15,59.81
25.774645805358887,60.85,55.93,55.95,59.6
25.953340530395508,60.85,55.85,56.35,59.7
26.13483238220215,60.85,55.95,56.26,59.71
26.312178134918213,60.87,55.85,56.06,59.51
26.507352352142334,60.76,55.85,56.15,59.51
26.687143087387085,61.16,55.84,56.26,59.6
26.90898633003235,61.26,55.84,56.26,59.58
27.089661598205566,61.15,55.84,56.26,59.58
27.26618218421936,61.24,55.84,55.95,59.48
27.442092418670654,61.15,55.74,56.15,59.58
27.64289164543152,61.15,55.84,56.15,59.59
27.843990325927734,61.15,55.84,56.15,59.58
28.023472547531128,61.15,55.84,56.15,59.6
28.246551752090454,61.16,55.84,56.05,59.41
28.424800157546997,61.16,55.85,56.24,59.6
28.603437900543213,61.16,55.75,56.15,59.51
28.79991579055786,61.06,55.86,56.15,59.51
28.994950771331787,61.16,55.75,55.85,59.51
29.17703413963318,61.16,55.75,56.05,59.51
29.37456965446472,61.06,55.65,56.05,59.6
29.55341911315918,61.06,55.86,56.15,59.51
29.73474621772766,61.06,55.85,56.05,59.41
29.91366982460022,61.05,55.85,55.85,59.3
30.114956617355347,61.05,55.74,56.05,59.38
30.3102388381958,61.05,55.74,56.05,59.4
30.491134881973267,61.05,55.74,56.05,59.49
30.67249369621277,61.05,55.74,56.05,59.29
30.856583833694458,61.05,55.74,56.05,59.29
31.03736662864685,61.15,55.64,56.05,59.38
31.228495359420776,60.96,55.75,56.05,59.31
31.441938877105713,60.96,55.67,55.95,59.31
31.660911798477173,60.96,55.85,55.85,59.51
31.858707427978516,60.96,55.75,56.15,59.41
32.05262279510498,60.96,55.74,55.76,59.41
32.223731994628906,60.96,55.67,55.95,59.31
32.42145109176636,61.06,55.75,55.95,59.41
32.61365246772766,60.87,55.65,55.76,59.22
32.794658184051514,60.85,55.65,56.05,59.31
32.9719455242157,60.96,55.64,55.85,59.31
33.18569564819336,60.85,55.64,56.05,59.3
33.38134551048279,60.84,55.64,55.76,59.19
33.57116150856018,60.85,55.64,55.95,59.31
33.770360708236694,60.95,55.84,55.95,59.2
33.935816287994385,60.84,55.64,55.95,59.29
34.11613154411316,60.85,55.64,55.95,59.19
34.320107221603394,60.74,55.64,55.95,59.12
34.520885705947876,60.76,55.47,55.56,59.22
34.69073033332825,60.76,55.65,55.95,59.21
34.87790036201477,60.87,55.65,55.67,59.12
35.04901909828186,60.76,55.65,56.05,59.12
35.24335336685181,60.76,55.56,55.85,59.12
35.41205978393555,60.76,55.65,55.85,59.12
35.58981418609619,60.66,55.56,55.66,59.12
35.786508560180664,60.66,55.56,55.85,59.12
35.96357226371765,60.76,55.67,55.85,59.12
36.16261649131775,60.65,55.64,55.66,59.09
36.378235816955566,60.65,55.54,55.95,59.1
36.569886207580566,60.74,55.54,55.95,59.12
36.75332260131836,60.74,55.64,55.95,59.09
36.944334983825684,60.65,55.54,55.85,59.12
37.12526345252991,60.65,55.54,55.65,59.09
37.312966108322144,60.65,55.54,55.85,59.02
37.5288827419281,60.66,55.57,55.66,59.02
37.72512459754944,60.66,55.57,55.85,59.12
37.9039204120636,60.56,55.47,55.95,59.02
38.091307401657104,60.66,55.56,55.85,59.12
38.29778838157654,60.56,55.37,55.85,59.02
38.5125298500061,60.66,55.57,55.86,59.31
38.692806243896484,60.56,55.56,55.57,59.02
38.88823652267456,60.56,55.54,55.85,59.31
39.06799936294556,60.56,55.56,55.85,59.12
39.24661111831665,60.66,55.46,55.76,59.31
39.44455409049988,60.66,55.56,55.85,59.31
39.664443254470825,60.65,55.46,55.76,59.12
39.84835910797119,60.55,55.45,55.85,59.29
40.02603626251221,60.55,55.54,55.66,59.29
40.22603416442871,60.55,55.54,55.56,59.01
40.404507875442505,60.45,55.45,55.76,59.31
40.62934064865112,60.46,55.47,55.66,58.92
